,complexity,loss,equation,score,sympy_format,lambda_format
0,1,76.774895,7.839092,0.0,7.83909200000000,PySRFunction(X=>7.83909200000000)
1,3,18.442453,C_in * 0.7174077,0.7131112316908096,C_in*0.7174077,PySRFunction(X=>C_in*0.7174077)
2,5,18.213219,(C_in * 0.6879452) + 0.6567851,0.006253793094666513,C_in*0.6879452 + 0.6567851,PySRFunction(X=>C_in*0.6879452 + 0.6567851)
3,6,5.7473764,exp(Distance * -0.00077641034) * C_in,1.153404176700517,C_in*exp(Distance*(-0.00077641034)),PySRFunction(X=>C_in*exp(Distance*(-0.00077641034)))
4,7,3.8785117,((Distance * -0.000795648) + 1.1541315) * C_in,0.39329197484740913,C_in*(1.1541315 + Distance*(-0.000795648)),PySRFunction(X=>C_in*(1.1541315 + Distance*(-0.000795648)))
5,8,3.0587277,(exp(Distance * -0.0012615584) * 1.3150538) * C_in,0.23745245238608081,exp(Distance*(-0.0012615584))*1.3150538*C_in,PySRFunction(X=>exp(Distance*(-0.0012615584))*1.3150538*C_in)
6,10,1.3616989,C_in * (exp((Distance * -0.07305384) / Area) + 0.32342198),0.4046329669269974,C_in*(exp(Distance*(-0.07305384)/Area) + 0.32342198),PySRFunction(X=>C_in*(exp(Distance*(-0.07305384)/Area) + 0.32342198))
7,12,1.1709291,(exp((3.9096017 - (Distance * 0.0673807)) / Area) + 0.25074705) * C_in,0.07546778754657861,C_in*(exp((3.9096017 - 0.0673807*Distance)/Area) + 0.25074705),PySRFunction(X=>C_in*(exp((3.9096017 - 0.0673807*Distance)/Area) + 0.25074705))
8,14,1.1223276,(exp((4.0675383 - (Distance * 0.06679632)) / (V_in + Area)) + 0.2412617) * C_in,0.021196396574237737,C_in*(exp((4.0675383 - 0.06679632*Distance)/(Area + V_in)) + 0.2412617),PySRFunction(X=>C_in*(exp((4.0675383 - 0.06679632*Distance)/(Area + V_in)) + 0.2412617))
9,15,1.0923421,(exp((3.7967951 - (Distance * 0.06641664)) / (log(V_in) + Area)) + 0.25575376) * C_in,0.027080636443107618,C_in*(exp((3.7967951 - 0.06641664*Distance)/(Area + log(V_in))) + 0.25575376),PySRFunction(X=>C_in*(exp((3.7967951 - 0.06641664*Distance)/(Area + log(V_in))) + 0.25575376))
10,16,1.0206286,(exp((3.8795538 - (Distance * 0.0629478)) / (log(square(V_in)) + Area)) + 0.24192433) * C_in,0.06790539466273264,C_in*(exp((3.8795538 - 0.0629478*Distance)/(Area + log(V_in**2))) + 0.24192433),PySRFunction(X=>C_in*(exp((3.8795538 - 0.0629478*Distance)/(Area + log(V_in**2))) + 0.24192433))
11,17,0.89497024,(exp((3.524744 - (Distance * 0.057921633)) / ((log(V_in) * 5.651902) + Area)) + 0.251596) * C_in,0.13138352464360062,C_in*(exp((3.524744 - 0.057921633*Distance)/(Area + 5.651902*log(V_in))) + 0.251596),PySRFunction(X=>C_in*(exp((3.524744 - 0.057921633*Distance)/(Area + 5.651902*log(V_in))) + 0.251596))
12,18,0.8098469,(exp((log(C_in) - (Distance * 0.057089314)) / (Area + (log(V_in) * 6.4137344))) + 0.25148168) * C_in,0.09994524886964654,C_in*(exp((-0.057089314*Distance + log(C_in))/(Area + 6.4137344*log(V_in))) + 0.25148168),PySRFunction(X=>C_in*(exp((-0.057089314*Distance + log(C_in))/(Area + 6.4137344*log(V_in))) + 0.25148168))
13,19,0.80174387,C_in * (exp(((C_in - Distance) / (Area - (Distance / square(Area * V_in)))) * 0.06545244) + 0.30010808),0.010056024686553155,C_in*(exp((C_in - Distance)*0.06545244/(Area - Distance/(Area**2*V_in**2))) + 0.30010808),PySRFunction(X=>C_in*(exp((C_in - Distance)*0.06545244/(Area - Distance/(Area**2*V_in**2))) + 0.30010808))
14,20,0.8005952,(exp((log(C_in) - (Distance * 0.057089314)) / (Area + (log(V_in) * 6.4137344))) + 0.25148168) * (C_in - 0.08755208),0.001433741732040137,(C_in - 0.08755208)*(exp((-0.057089314*Distance + log(C_in))/(Area + 6.4137344*log(V_in))) + 0.25148168),PySRFunction(X=>(C_in - 0.08755208)*(exp((-0.057089314*Distance + log(C_in))/(Area + 6.4137344*log(V_in))) + 0.25148168))
15,21,0.72284895,(exp((log(C_in) - (Distance * 0.057105433)) / (((log(V_in) * 0.30925632) * sqrt(Distance)) + Area)) + 0.25862694) * C_in,0.10215517186725472,C_in*(exp((-0.057105433*Distance + log(C_in))/(Area + 0.30925632*sqrt(Distance)*log(V_in))) + 0.25862694),PySRFunction(X=>C_in*(exp((-0.057105433*Distance + log(C_in))/(Area + 0.30925632*sqrt(Distance)*log(V_in))) + 0.25862694))
16,23,0.68199706,(C_in - 0.33147877) * (exp((log(C_in) - (Distance * 0.05712946)) / ((sqrt(Distance * 0.115764774) * log(V_in)) + Area)) + 0.27641365),0.029087466093071203,(C_in - 0.33147877)*(exp((-0.05712946*Distance + log(C_in))/(Area + 0.340242228419695*sqrt(Distance)*log(V_in))) + 0.27641365),PySRFunction(X=>(C_in - 0.33147877)*(exp((-0.05712946*Distance + log(C_in))/(Area + 0.340242228419695*sqrt(Distance)*log(V_in))) + 0.27641365))
