,complexity,loss,equation,score,sympy_format,lambda_format
0,1,36.301064,5.6515994,0.0,5.65159940000000,PySRFunction(X=>5.65159940000000)
1,2,31.23695,sqrt(C_in),0.15024536317275533,sqrt(C_in),PySRFunction(X=>sqrt(C_in))
2,3,9.279363,C_in / 1.9868767,1.2138087867625045,C_in/1.9868767,PySRFunction(X=>C_in/1.9868767)
3,5,8.983819,(C_in / 2.128421) - -0.7457596,0.016183915947712586,C_in/2.128421 - 1*(-0.7457596),PySRFunction(X=>C_in/2.128421 - 1*(-0.7457596))
4,6,1.2838447,exp(Distance / -714.8585) * C_in,1.945565822508372,C_in*exp(Distance/(-714.8585)),PySRFunction(X=>C_in*exp(Distance/(-714.8585)))
5,7,1.2838446,exp(log(C_in) + (Distance / -714.853)),7.789104398396913e-08,C_in*exp(-0.00139888900235433*Distance),PySRFunction(X=>C_in*exp(-0.00139888900235433*Distance))
6,8,0.8926572,exp((Distance + C_in) / -754.2943) * C_in,0.3634118162903153,C_in*exp((C_in + Distance)/(-754.2943)),PySRFunction(X=>C_in*exp((C_in + Distance)/(-754.2943)))
7,9,0.88632023,exp(((Distance + C_in) / -766.9644) + log(C_in)),0.007124313885385319,C_in*exp(-0.00130384148208183*C_in - 0.00130384148208183*Distance),PySRFunction(X=>C_in*exp(-0.00130384148208183*C_in - 0.00130384148208183*Distance))
8,10,0.6632254,exp(log(C_in) + (Distance / (sqrt(Area) * -119.934364))),0.2899634164690382,C_in*exp(-0.00833789388335773*Distance/sqrt(Area)),PySRFunction(X=>C_in*exp(-0.00833789388335773*Distance/sqrt(Area)))
9,11,0.6466914,exp(log(C_in) + (Distance / ((Area + 25.744596) * -11.553152))),0.025245692162769798,C_in*exp(Distance/(-11.553152*Area - 297.431230766592)),PySRFunction(X=>C_in*exp(Distance/(-11.553152*Area - 297.431230766592)))
10,12,0.48197404,exp((Distance / ((Area + sqrt(Distance)) * -11.815141)) + log(C_in)),0.29397895640153593,C_in*exp(Distance/(-11.815141*Area - 11.815141*sqrt(Distance))),PySRFunction(X=>C_in*exp(Distance/(-11.815141*Area - 11.815141*sqrt(Distance))))
11,13,0.3806285,exp(((Distance + C_in) / ((Area + 37.160103) * -10.480052)) + log(C_in)),0.2360664198548118,C_in*exp((C_in + Distance)/(-10.480052*Area - 389.439811765356)),PySRFunction(X=>C_in*exp((C_in + Distance)/(-10.480052*Area - 389.439811765356)))
12,14,0.2080163,exp((Distance / ((Area + sqrt(V_in * Distance)) * -13.547211)) + log(C_in)),0.6042073918086559,C_in*exp(Distance/(-13.547211*Area - 13.547211*sqrt(Distance*V_in))),PySRFunction(X=>C_in*exp(Distance/(-13.547211*Area - 13.547211*sqrt(Distance*V_in))))
13,16,0.18682016,exp(log(C_in) + (Distance / ((Area + sqrt((V_in * 1.7654464) * Distance)) * -12.253778))),0.05373499956591881,C_in*exp(Distance/(-12.253778*Area - 16.2816073249218*sqrt(Distance*V_in))),PySRFunction(X=>C_in*exp(Distance/(-12.253778*Area - 16.2816073249218*sqrt(Distance*V_in))))
14,18,0.17960003,exp(log(C_in) + (Distance / (((sqrt(Distance * (V_in * 1.7749742)) + Area) - -1.8917143) * -11.826539))),0.01970705998887113,C_in*exp(Distance/(-11.826539*Area - 15.7562800275362*sqrt(Distance*V_in) - 22.3724329458077)),PySRFunction(X=>C_in*exp(Distance/(-11.826539*Area - 15.7562800275362*sqrt(Distance*V_in) - 22.3724329458077)))
15,19,0.16810648,exp(log(C_in) + (Distance / ((Area + sqrt(Distance * sqrt((V_in * 3.9559054) + -0.7097613))) * -11.967601))),0.06613473475130509,C_in*exp(Distance/(-11.967601*Area - 11.967601*sqrt(Distance*sqrt(3.9559054*V_in - 0.7097613)))),PySRFunction(X=>C_in*exp(Distance/(-11.967601*Area - 11.967601*sqrt(Distance*sqrt(3.9559054*V_in - 0.7097613)))))
16,21,0.16713509,exp(log(C_in) + ((Distance / ((sqrt(sqrt((V_in * 3.8165147) + -0.6857951) * Distance) + Area) * -12.072701)) + -0.0060381563)),0.00289759029169579,0.993980036729881*C_in*exp(Distance/(-12.072701*Area - 12.072701*sqrt(Distance*sqrt(3.8165147*V_in - 0.6857951)))),PySRFunction(X=>0.993980036729881*C_in*exp(Distance/(-12.072701*Area - 12.072701*sqrt(Distance*sqrt(3.8165147*V_in - 0.6857951)))))
17,23,0.16301112,exp((((Distance + -12.102013) / ((sqrt(sqrt(-0.7103746 + (V_in * 3.896873)) * Distance) + Area) * -12.102013)) + -0.02595705) + log(C_in)),0.012491994116264636,0.97437693819954*C_in*exp((Distance - 12.102013)/(-12.102013*Area - 12.102013*sqrt(Distance*sqrt(3.896873*V_in - 0.7103746)))),PySRFunction(X=>0.97437693819954*C_in*exp((Distance - 12.102013)/(-12.102013*Area - 12.102013*sqrt(Distance*sqrt(3.896873*V_in - 0.7103746)))))
18,25,0.15728652,exp((log(C_in + 0.18399438) + ((Area + Distance) / ((sqrt(sqrt((V_in * 3.040121) + -0.5540539) * Distance) + Area) * -12.3383465))) * 1.0154175),0.01787465453433557,(C_in + 0.18399438)**1.0154175*exp(1.0154175*(Area + Distance)/(-12.3383465*Area - 12.3383465*sqrt(Distance*sqrt(3.040121*V_in - 0.5540539)))),PySRFunction(X=>(C_in + 0.18399438)**1.0154175*exp(1.0154175*(Area + Distance)/(-12.3383465*Area - 12.3383465*sqrt(Distance*sqrt(3.040121*V_in - 0.5540539)))))
