,complexity,loss,equation,score,sympy_format,lambda_format
0,1,142.58447,C_in,0.0,C_in,PySRFunction(X=>C_in)
1,3,107.05235,C_in / 1.6410482,0.14330831443259723,C_in/1.6410482,PySRFunction(X=>C_in/1.6410482)
2,5,106.0857,sqrt(C_in) * log(C_in),0.004535354563897102,sqrt(C_in)*log(C_in),PySRFunction(X=>sqrt(C_in)*log(C_in))
3,6,105.740875,C_in * log(log(sqrt(Area))),0.0032557322384067808,C_in*log(log(sqrt(Area))),PySRFunction(X=>C_in*log(log(sqrt(Area))))
4,7,98.307335,C_in * ((Distance * -0.00061654515) + 0.9476978),0.07289288290320352,C_in*(0.9476978 + Distance*(-0.00061654515)),PySRFunction(X=>C_in*(0.9476978 + Distance*(-0.00061654515)))
5,9,97.72365,((C_in * -0.0006595215) * (C_in + Distance)) + C_in,0.002977522787599312,C_in*(-0.0006595215)*(C_in + Distance) + C_in,PySRFunction(X=>C_in*(-0.0006595215)*(C_in + Distance) + C_in)
6,10,96.840256,(square(C_in + 13.866852) * (Distance * -9.327842e-6)) + C_in,0.009080821706757461,C_in + (C_in + 13.866852)**2*Distance*(-9.327842e-6),PySRFunction(X=>C_in + (C_in + 13.866852)**2*Distance*(-9.327842e-6))
7,11,96.63096,(C_in * ((Distance * -0.00054074277) - (C_in * 0.0028805588))) + C_in,0.0021635888373690406,C_in*(-0.0028805588*C_in + Distance*(-0.00054074277)) + C_in,PySRFunction(X=>C_in*(-0.0028805588*C_in + Distance*(-0.00054074277)) + C_in)
8,12,96.13207,(C_in - ((Distance * 0.00052281347) * C_in)) - exp(C_in / Area),0.005176211578569495,-0.00052281347*C_in*Distance + C_in - exp(C_in/Area),PySRFunction(X=>-0.00052281347*C_in*Distance + C_in - exp(C_in/Area))
9,13,95.8141,C_in + (((((Area - C_in) / V_in) - Distance) * C_in) * 0.00068108365),0.003313119411099998,(-Distance + (Area - C_in)/V_in)*C_in*0.00068108365 + C_in,PySRFunction(X=>(-Distance + (Area - C_in)/V_in)*C_in*0.00068108365 + C_in)
10,14,95.1065,(((Distance - ((Area - C_in) * sqrt(C_in))) * -0.0006328922) * C_in) + C_in,0.007412539453199278,C_in*(0.0006328922*sqrt(C_in)*(Area - C_in) - 0.0006328922*Distance) + C_in,PySRFunction(X=>C_in*(0.0006328922*sqrt(C_in)*(Area - C_in) - 0.0006328922*Distance) + C_in)
11,15,94.57676,(C_in - ((C_in * Distance) * 0.0006026007)) - square(square((C_in / Area) / 1.3031578)),0.005585536406792784,-0.0006026007*C_in*Distance + C_in - 0.346746406294336*C_in**4/Area**4,PySRFunction(X=>-0.0006026007*C_in*Distance + C_in - 0.346746406294336*C_in**4/Area**4)
12,17,94.54022,(C_in - (C_in * (Distance * 0.00058522477))) - square(square((C_in / Area) - -0.4240178) / -2.1806445),0.00019321374767452762,-0.00058522477*C_in*Distance + C_in - 0.210295635406519*(-1*(-0.4240178) + C_in/Area)**4,PySRFunction(X=>-0.00058522477*C_in*Distance + C_in - 0.210295635406519*(-1*(-0.4240178) + C_in/Area)**4)
13,18,94.278076,(((((C_in * 0.120355286) - exp(C_in / Area)) / 0.025638072) - Distance) * (C_in * 0.0006666339)) + C_in,0.0027766818574263626,(-Distance + (C_in*0.120355286 - exp(C_in/Area))/0.025638072)*C_in*0.0006666339 + C_in,PySRFunction(X=>(-Distance + (C_in*0.120355286 - exp(C_in/Area))/0.025638072)*C_in*0.0006666339 + C_in)
14,19,94.214424,C_in + (((((C_in * sqrt(Area)) - (exp(C_in / Area) / 0.022390557)) - Distance) * C_in) * 0.0006398868),0.0006753796826877228,0.0006398868*C_in*(sqrt(Area)*C_in - Distance - 44.6616848343701*exp(C_in/Area)) + C_in,PySRFunction(X=>0.0006398868*C_in*(sqrt(Area)*C_in - Distance - 44.6616848343701*exp(C_in/Area)) + C_in)
15,21,94.07448,((C_in * (((C_in * sqrt(Area)) - ((exp(C_in / Area) - -0.702287) / 0.022390557)) - Distance)) * 0.0006398868) + C_in,0.0007432409600126196,0.0006398868*C_in*(sqrt(Area)*C_in - Distance - 44.6616848343701*exp(C_in/Area) - 31.3653206572753) + C_in,PySRFunction(X=>0.0006398868*C_in*(sqrt(Area)*C_in - Distance - 44.6616848343701*exp(C_in/Area) - 31.3653206572753) + C_in)
16,22,94.06213,((C_in * ((((((C_in * 0.17912637) - exp(C_in / Area)) - 3.6629207) / 0.01906974) - Distance) * 0.0006339881)) + C_in) - -0.7605798,0.00013128757893248643,C_in*(-Distance + (C_in*0.17912637 - exp(C_in/Area) - 1*3.6629207)/0.01906974)*0.0006339881 + C_in - 1*(-0.7605798),PySRFunction(X=>C_in*(-Distance + (C_in*0.17912637 - exp(C_in/Area) - 1*3.6629207)/0.01906974)*0.0006339881 + C_in - 1*(-0.7605798))
17,23,94.05968,(((C_in * 0.0006398868) * (((C_in * sqrt(Area)) - (exp(C_in / (Area - -0.43090847)) / 0.022390557)) - Distance)) + C_in) / 1.0423851,2.604695330261755e-05,0.0006138679457333*C_in*(sqrt(Area)*C_in - Distance - 44.6616848343701*exp(C_in/(Area + 0.43090847))) + 0.959338348178615*C_in,PySRFunction(X=>0.0006138679457333*C_in*(sqrt(Area)*C_in - Distance - 44.6616848343701*exp(C_in/(Area + 0.43090847))) + 0.959338348178615*C_in)
18,24,94.00899,(C_in - -0.62911445) + ((C_in * 0.0006395105) * (((((C_in * 0.17844582) + (V_in - exp(C_in / Area))) - 3.8365915) / 0.018888095) - Distance)),0.0005390584325127499,C_in*0.0006395105*(-Distance + (C_in*0.17844582 + V_in - exp(C_in/Area) - 1*3.8365915)/0.018888095) + C_in - 1*(-0.62911445),PySRFunction(X=>C_in*0.0006395105*(-Distance + (C_in*0.17844582 + V_in - exp(C_in/Area) - 1*3.8365915)/0.018888095) + C_in - 1*(-0.62911445))
19,25,93.975716,(C_in - -0.48623222) + ((((((square(V_in) + ((C_in * 0.17844585) - 3.8365915)) - exp(C_in / Area)) / 0.0188884) - Distance) * 0.00062827795) * C_in),0.00035400752598977055,(-Distance + (C_in*0.17844585 + V_in**2 - exp(C_in/Area) - 1*3.8365915)/0.0188884)*0.00062827795*C_in + C_in - 1*(-0.48623222),PySRFunction(X=>(-Distance + (C_in*0.17844585 + V_in**2 - exp(C_in/Area) - 1*3.8365915)/0.0188884)*0.00062827795*C_in + C_in - 1*(-0.48623222))
