,Loss
0,59.50609304897479
1,50.84127017201142
2,50.32155287197431
3,50.36341453763165
4,50.239340062305146
5,50.17799420530114
6,50.12024454778821
7,49.80491416799548
8,49.928405551729774
9,50.0459304010785
10,49.7342018535473
11,50.097004475668484
12,49.685573058659365
13,49.79294249632918
14,49.828147713035044
15,49.634865445556564
16,49.61285107415391
17,49.61927488393116
18,49.883662988779946
19,49.540178296443756
20,49.729325988515015
21,49.53751006259818
22,49.81869928876838
23,49.596538771269174
24,49.78849853329179
25,49.591451579279514
26,49.37333935292654
27,49.592335770433515
28,49.5142677084281
29,49.58010037918998
30,49.62612012043781
31,49.48989331838482
32,49.461755587236176
33,49.24224881071704
34,49.62949591810711
35,49.454560960636215
36,49.72424022498614
37,49.48435288956942
38,49.620625873639874
39,49.410893847152174
40,49.48056162337901
41,49.2135118895027
42,49.3825180530889
43,49.55713698797806
44,49.27047357877962
45,49.31817351924478
46,49.29903389696675
47,49.37764011356335
48,49.41462007190739
49,49.25060763296249
50,49.37248967400212
51,49.365660356253414
52,49.34786166173157
