,Loss
0,29.51770775526932
1,23.37980261443854
2,23.082682983723075
3,23.051774107036692
4,22.962464308825815
5,22.941156021951393
6,22.904937480611707
7,22.718237724406556
8,22.793731793620907
9,22.884678056108232
10,22.719415029503086
11,22.92777931399162
12,22.67052073656321
13,22.747593523127723
14,22.766414579531563
15,22.63696021951094
16,22.65922117758869
17,22.62473262170177
18,22.79496691557997
19,22.584887334130997
20,22.690425487891442
21,22.57281436772258
22,22.675883221623238
23,22.623141722237655
24,22.728146296771904
25,22.603581979343033
26,22.491113364843706
27,22.617606101411365
28,22.56750107576177
29,22.631131042366587
30,22.614244127105216
31,22.5578372654859
32,22.543173262559367
33,22.40998847574786
34,22.62263606600891
35,22.534957986134398
36,22.720704393024295
37,22.554034546596416
38,22.624699253126405
39,22.511592265345662
40,22.54250894267956
41,22.43517671923605
42,22.444177556115086
43,22.594257615468255
44,22.389870235624905
45,22.414525544301053
46,22.416242678203783
47,22.489586115002066
48,22.487621618417656
49,22.38585933346298
50,22.423294855275305
51,22.41935528434678
52,22.477683325119997
53,22.32491829944103
54,22.470139333974267
55,22.4208029349979
56,22.359849406357313
57,22.438674686437828
58,22.472129859282944
59,22.381001030093937
60,22.42729168952179
61,22.56732968106761
62,22.354008193242944
63,22.48937936237503
64,22.363701295158595
