,complexity,loss,equation,score,sympy_format,lambda_format
0,1,112.22043,6.249031,0.0,6.24903100000000,PySRFunction(X=>6.24903100000000)
1,2,108.8202,sqrt(C_in),0.03076808312099372,sqrt(C_in),PySRFunction(X=>sqrt(C_in))
2,3,77.85045,C_in / 1.7804314,0.33490730034341376,C_in/1.7804314,PySRFunction(X=>C_in/1.7804314)
3,5,77.226074,exp(log(C_in) * 0.8297642),0.004026266244390652,C_in**0.8297642,PySRFunction(X=>C_in**0.8297642)
4,6,76.7337,sqrt(Area) * (C_in / 10.7493),0.006396160059566161,0.0930293135366954*sqrt(Area)*C_in,PySRFunction(X=>0.0930293135366954*sqrt(Area)*C_in)
5,7,70.48478,((Distance * -0.00056581636) + 0.8722053) * C_in,0.08494418607522453,C_in*(0.8722053 + Distance*(-0.00056581636)),PySRFunction(X=>C_in*(0.8722053 + Distance*(-0.00056581636)))
6,8,70.102875,((sqrt(Distance) * -0.023901973) + 1.0910677) * C_in,0.005432993948207352,C_in*(1.0910677 - 0.023901973*sqrt(Distance)),PySRFunction(X=>C_in*(1.0910677 - 0.023901973*sqrt(Distance)))
7,9,69.97542,C_in * (((C_in + Distance) * -0.0005847095) + 0.9045811),0.001819768511215474,C_in*(0.9045811 + (C_in + Distance)*(-0.0005847095)),PySRFunction(X=>C_in*(0.9045811 + (C_in + Distance)*(-0.0005847095)))
8,10,69.74311,((sqrt(Distance + C_in) * -0.025097739) + 1.1296662) * C_in,0.003325403066859293,C_in*(1.1296662 - 0.025097739*sqrt(C_in + Distance)),PySRFunction(X=>C_in*(1.1296662 - 0.025097739*sqrt(C_in + Distance)))
9,11,68.99619,C_in * ((Distance * ((C_in + 66.24546) * -5.670579e-6)) + 0.8840297),0.010767348778849084,C_in*(Distance*(C_in + 66.24546)*(-5.670579e-6) + 0.8840297),PySRFunction(X=>C_in*(Distance*(C_in + 66.24546)*(-5.670579e-6) + 0.8840297))
10,12,68.5807,(((sqrt(Distance) * -0.023884201) + (C_in * -0.00336996)) + 1.2177922) * C_in,0.006040131641285064,C_in*(-0.00336996*C_in - 0.023884201*sqrt(Distance) + 1.2177922),PySRFunction(X=>C_in*(-0.00336996*C_in - 0.023884201*sqrt(Distance) + 1.2177922))
11,13,67.59405,(((square(C_in / Area) + sqrt(Distance)) * -0.025485191) + 1.181911) * C_in,0.014491192616484185,C_in*(-0.025485191*sqrt(Distance) + 1.181911 - 0.025485191*C_in**2/Area**2),PySRFunction(X=>C_in*(-0.025485191*sqrt(Distance) + 1.181911 - 0.025485191*C_in**2/Area**2))
12,15,67.389824,C_in * (((sqrt(Distance) + square(C_in / (5.451689 - Area))) * -0.024427146) + 1.1998316),0.0015129670661928748,C_in*(-0.024427146*C_in**2/(5.451689 - Area)**2 - 0.024427146*sqrt(Distance) + 1.1998316),PySRFunction(X=>C_in*(-0.024427146*C_in**2/(5.451689 - Area)**2 - 0.024427146*sqrt(Distance) + 1.1998316))
13,17,67.25611,(((sqrt(Distance) + square(C_in / (5.4200435 - Area))) * -0.024545807) + 1.202586) * (C_in - 0.54071605),0.0009930789588975327,(C_in - 0.54071605)*(-0.024545807*C_in**2/(5.4200435 - Area)**2 - 0.024545807*sqrt(Distance) + 1.202586),PySRFunction(X=>(C_in - 0.54071605)*(-0.024545807*C_in**2/(5.4200435 - Area)**2 - 0.024545807*sqrt(Distance) + 1.202586))
14,18,67.1242,(((sqrt(Distance) + ((C_in * (C_in - (Area + Area))) * 0.0030374476)) * -0.024000242) + 1.0488644) * C_in,0.001963234678775339,C_in*(-7.28994774623192e-5*C_in*(-2*Area + C_in) - 0.024000242*sqrt(Distance) + 1.0488644),PySRFunction(X=>C_in*(-7.28994774623192e-5*C_in*(-2*Area + C_in) - 0.024000242*sqrt(Distance) + 1.0488644))
15,20,67.01305,((((((C_in * (C_in - (Area * 2.234785))) * 0.003062526) + sqrt(Distance)) * -0.023987744) + 1.0005931) * C_in) - -0.56075877,0.0008286290753648923,C_in*(-7.3463089681344e-5*C_in*(-2.234785*Area + C_in) - 0.023987744*sqrt(Distance) + 1.0005931) + 0.56075877,PySRFunction(X=>C_in*(-7.3463089681344e-5*C_in*(-2.234785*Area + C_in) - 0.023987744*sqrt(Distance) + 1.0005931) + 0.56075877)
16,22,66.911865,((((((C_in * (C_in - (Area * 2.4902356))) * 0.0031987177) + sqrt(Distance)) * -0.02403548) - (V_in * -0.112207755)) + 0.9372136) * C_in,0.0007555354375492557,C_in*(-7.6882715303996e-5*C_in*(-2.4902356*Area + C_in) - 0.02403548*sqrt(Distance) + 0.112207755*V_in + 0.9372136),PySRFunction(X=>C_in*(-7.6882715303996e-5*C_in*(-2.4902356*Area + C_in) - 0.02403548*sqrt(Distance) + 0.112207755*V_in + 0.9372136))
