,Loss
0,43.34073013197316
1,36.138349483596336
2,35.729545724087345
3,35.732230076749374
4,35.63559574434924
5,35.597303974229455
6,35.55787258589028
7,35.30618937456413
8,35.40390814384734
9,35.50157476241123
10,35.26267587296109
11,35.548298682766706
12,35.21421490275484
13,35.303949655634284
14,35.34960568983476
15,35.166276037600554
16,35.17308145044823
17,35.16004644449332
18,35.376270575801655
19,35.106350542505155
20,35.257869266762846
21,35.100706231482995
22,35.294818166602994
23,35.140722668016394
24,35.275819563459685
25,35.146050941532614
26,34.97452770179095
27,35.12958235876121
28,35.079639916195624
29,35.13535699050123
30,35.154187947697004
31,35.059893554231884
32,35.042652085520224
33,34.86530859307892
34,35.13554093832885
35,35.03043133079162
36,35.237018323169
37,35.0568373477555
38,35.14617394318731
39,34.99538153234498
40,35.04011802012448
41,34.85937199787274
42,34.958061371483105
43,35.12231828920495
44,34.87432301904247
45,34.90123180783833
46,34.89586854086065
47,34.96604047509944
48,34.965718074176614
49,34.86700672260089
50,34.925118600053715
51,34.926594733011584
52,34.95913584709132
