,Loss
0,53.86260517931639
1,45.71845970593324
2,45.23702988043941
3,45.266168177735366
4,45.15960800497461
5,45.10251361924524
6,45.05128318883428
7,44.757084895891595
8,44.87235330219312
9,44.98094738724851
10,44.692429410080585
11,45.03411410159825
12,44.64217184259768
13,44.740648233618
14,44.785364012663834
15,44.60407971221842
16,44.59611682311798
17,44.58842750762797
18,44.82726778310205
19,44.5076638745965
20,44.69744895998829
21,44.5113156400373
22,44.77328275983714
23,44.55631724594354
24,44.7331840763525
25,44.57677269249028
26,44.36473398716536
27,44.54802803741602
28,44.49371830800953
29,44.55232645862933
30,44.5872857767978
31,44.463092925140614
32,44.43979276478608
33,44.22926075274467
34,44.58192538047981
35,44.44011317009586
36,44.683464720318156
37,44.468490007219586
38,44.57614499931214
39,44.39977908017756
40,44.45561894548796
41,44.217195216242764
42,44.33556884092536
43,44.5626158267119
44,44.26418959138067
45,44.28355597940774
46,44.28031334520349
47,44.37682179343895
48,44.375601085442796
49,44.22753144594059
50,44.34880385895497
51,44.33488545991338
52,44.33535517327588
