,complexity,loss,equation,score,sympy_format,lambda_format
0,1,64.89707,5.6296678,0.0,5.62966780000000,PySRFunction(X=>5.62966780000000)
1,2,59.524456,sqrt(C_in),0.08641522299792546,sqrt(C_in),PySRFunction(X=>sqrt(C_in))
2,3,37.586205,C_in / 1.9861817,0.4597501585359473,C_in/1.9861817,PySRFunction(X=>C_in/1.9861817)
3,5,37.325127,(C_in / 2.1185367) - -0.7008857,0.0034851744066609746,C_in/2.1185367 - 1*(-0.7008857),PySRFunction(X=>C_in/2.1185367 - 1*(-0.7008857))
4,6,36.63049,inv((1.6138257 / C_in) + 0.01052195),0.01878579225004787,1/(0.01052195 + 1.6138257/C_in),PySRFunction(X=>1/(0.01052195 + 1.6138257/C_in))
5,7,31.07976,C_in * (488.6283 / (Distance + 517.95276)),0.16432415025271874,C_in*488.6283/(Distance + 517.95276),PySRFunction(X=>C_in*488.6283/(Distance + 517.95276))
6,9,30.080444,(C_in / ((Distance / Area) + 14.230679)) * 13.6152315,0.016340771925455043,C_in*13.6152315/(14.230679 + Distance/Area),PySRFunction(X=>C_in*13.6152315/(14.230679 + Distance/Area))
7,11,29.85731,(C_in / (((C_in + Distance) / Area) + 13.758292)) * 13.939175,0.0037227793155234744,C_in*13.939175/(13.758292 + (C_in + Distance)/Area),PySRFunction(X=>C_in*13.939175/(13.758292 + (C_in + Distance)/Area))
8,13,29.807688,(C_in * 10.609591) / ((Distance / ((V_in / 0.055337045) + Area)) + 11.001181),0.0008316770821137095,C_in*10.609591/(Distance/(Area + V_in/0.055337045) + 11.001181),PySRFunction(X=>C_in*10.609591/(Distance/(Area + V_in/0.055337045) + 11.001181))
9,14,28.943928,(C_in * 15.132152) / (((Distance + exp(C_in / 14.344296)) / Area) + 15.432133),0.029405905728069226,C_in*15.132152/(15.432133 + (Distance + exp(C_in/14.344296))/Area),PySRFunction(X=>C_in*15.132152/(15.432133 + (Distance + exp(C_in/14.344296))/Area))
10,16,28.911345,(C_in / (((exp(C_in / 14.22616) + Distance) / (Area - -9.704914)) + 11.746085)) * 11.655084,0.0005631812236858008,C_in*11.655084/(11.746085 + (Distance + exp(C_in/14.22616))/(Area - 1*(-9.704914))),PySRFunction(X=>C_in*11.655084/(11.746085 + (Distance + exp(C_in/14.22616))/(Area - 1*(-9.704914))))
11,17,28.801935,(C_in / (((exp(square(0.42443785 / (15.466346 / C_in))) + Distance) / Area) + 15.758349)) * 15.17319,0.003791506255363392,C_in*15.17319/(15.758349 + (Distance + exp(0.00075310020988943*C_in**2))/Area),PySRFunction(X=>C_in*15.17319/(15.758349 + (Distance + exp(0.00075310020988943*C_in**2))/Area))
12,18,28.781565,(C_in / (((Distance + (exp(C_in * 0.16682555) / (C_in * C_in))) / Area) + 15.423841)) * 14.918681,0.0007074943638257278,C_in*14.918681/(15.423841 + (Distance + exp(C_in*0.16682555)/((C_in*C_in)))/Area),PySRFunction(X=>C_in*14.918681/(15.423841 + (Distance + exp(C_in*0.16682555)/((C_in*C_in)))/Area))
13,20,28.757769,(C_in / ((square(square(((C_in / Area) / Area) / square(V_in))) + (Distance / Area)) + 15.085386)) * 14.69446,0.0004135605976362181,C_in*14.69446/(15.085386 + Distance/Area + C_in**4/(Area**8*V_in**8)),PySRFunction(X=>C_in*14.69446/(15.085386 + Distance/Area + C_in**4/(Area**8*V_in**8)))
14,22,28.734116,C_in * (14.451742 / (((Distance / (V_in + Area)) + 14.825374) + square(square(((C_in / Area) / Area) / square(V_in))))),0.00041141460807063603,C_in*14.451742/(Distance/(Area + V_in) + 14.825374 + C_in**4/(Area**8*V_in**8)),PySRFunction(X=>C_in*14.451742/(Distance/(Area + V_in) + 14.825374 + C_in**4/(Area**8*V_in**8)))
15,23,28.70385,C_in * (13.722054 / ((square(square(((C_in / Area) / Area) / square(V_in))) + 14.059873) + (Distance / (exp(V_in) + Area)))),0.0010538674994588707,C_in*13.722054/(Distance/(Area + exp(V_in)) + 14.059873 + C_in**4/(Area**8*V_in**8)),PySRFunction(X=>C_in*13.722054/(Distance/(Area + exp(V_in)) + 14.059873 + C_in**4/(Area**8*V_in**8)))
16,25,28.688362,(C_in * 13.722054) / ((Distance / (exp(V_in) + (V_in + Area))) + (square(square(((C_in / Area) / Area) / square(V_in))) + 14.059873)),0.0002698624053028691,C_in*13.722054/(Distance/(Area + V_in + exp(V_in)) + 14.059873 + C_in**4/(Area**8*V_in**8)),PySRFunction(X=>C_in*13.722054/(Distance/(Area + V_in + exp(V_in)) + 14.059873 + C_in**4/(Area**8*V_in**8)))
