Case,1100,1090,1080,1070,1060,1050,1040,1030,1020,1010,1000,990,980,970,960,950,940,930,920,910,900,890,880,870,860,850,840,830,820,810,800,790,780,770,760,750,740,730,720,710,700,690,680,670,660,650,640,630,620,610,600,590,580,570,560,550,540,530,520,510,500,490,480,470,460,450,440,430,420,410,400,390,380,370,360,350,340,330,320,310,300,290,280,270,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,0
dp57,6.814324484753334e-07,7.22698147355675e-07,6.96318125239631e-07,6.991039596186905e-07,7.101760443149485e-07,7.122381775047197e-07,6.84938241909292e-07,7.170541991797402e-07,7.349015266975242e-07,7.615922920775262e-07,7.227128409515676e-07,7.156389422753143e-07,7.537172698730577e-07,7.529637393397128e-07,7.453408065349607e-07,8.076978709375067e-07,8.190231359441071e-07,8.598967988605329e-07,8.224596304466744e-07,7.491551832980285e-07,8.795325100635751e-07,7.924707403106839e-07,8.8003668199687e-07,8.878097120450738e-07,8.170457081838423e-07,8.386369101586003e-07,8.45810798929184e-07,8.597566845246865e-07,8.536484502773082e-07,8.509286217570823e-07,9.040782627266637e-07,8.635733258269046e-07,8.899170734445943e-07,9.073929999866946e-07,9.186543957121729e-07,8.773210241858089e-07,9.652334760802314e-07,9.433248885274119e-07,9.222017691342568e-07,9.20336288714814e-07,1.000184414963775e-06,9.375039376015027e-07,1.002353507143722e-06,9.841694127012557e-07,9.757639478814221e-07,9.838326084990232e-07,1.011068321442336e-06,9.534140348154322e-07,9.538982002068022e-07,9.879986398552478e-07,1.023624337474806e-06,1.012784530712596e-06,1.074302796147534e-06,1.035499483352575e-06,1.019408965762448e-06,1.022688435460511e-06,1.148465700900945e-06,1.101887917350414e-06,1.143730477562104e-06,1.106058393711447e-06,1.164525648550148e-06,1.103664598293051e-06,1.0672321940394e-06,1.163094205298882e-06,1.170154557282201e-06,1.121959758065143e-06,1.175883784072565e-06,1.14775893428396e-06,1.193379130409644e-06,1.240350374302627e-06,1.129789991070211e-06,1.226570643601702e-06,1.162605772139216e-06,1.243282375753638e-06,1.176634723979263e-06,1.219728624644158e-06,1.31274268886554e-06,1.283190690132109e-06,1.316619501352599e-06,1.322045776754414e-06,1.270199947900991e-06,1.312309443236395e-06,1.312582608617815e-06,1.345783972054127e-06,1.322089167085362e-06,1.38439423918886e-06,1.330013916901419e-06,1.401056822771057e-06,1.382036695668822e-06,1.435456093389253e-06,1.443334916898288e-06,1.410659326911895e-06,1.479234377179128e-06,1.493974234203607e-06,1.511433529927449e-06,1.491829809019075e-06,1.550622113262109e-06,1.510003470230754e-06,1.570809756217829e-06,1.504234622623643e-06,1.55914141505197e-06,1.583654433594872e-06,1.61358537740086e-06,1.604378475627905e-06,1.654595517626767e-06,1.629417020215646e-06,1.723009591742897e-06,1.729854695725397e-06,1.76876545735766e-06,1.805305073968055e-06,1.876908124682094e-06
dp58,4.796290699455822e-07,5.079427552331798e-07,5.186837372926882e-07,5.225445758715466e-07,5.322207566671159e-07,4.723913370691569e-07,5.265216971871295e-07,5.383255758653298e-07,5.849250310988024e-07,5.919364263824837e-07,5.939675984509313e-07,5.675407472653594e-07,5.845050267433051e-07,5.946194885018556e-07,5.720488859129474e-07,6.422685245756523e-07,5.680292159584578e-07,6.038147400456143e-07,5.853915700206996e-07,6.294647368763579e-07,5.670023225260612e-07,6.245866265334027e-07,6.290841399087197e-07,6.122385564567064e-07,6.005616898762166e-07,6.539104213670728e-07,6.109341603961108e-07,6.464571630485723e-07,6.339536854977157e-07,6.980987394319325e-07,6.162534592329575e-07,5.842642469980103e-07,6.774255699724248e-07,6.617819816055734e-07,6.70120460279991e-07,6.83931914364132e-07,7.010649462193986e-07,6.780945051463766e-07,7.002713597540039e-07,7.498981964519587e-07,6.841316348932073e-07,7.39993626056664e-07,7.190180513085705e-07,7.501004224295339e-07,7.203766245941687e-07,7.732808633090105e-07,7.202512373487036e-07,7.234943273492997e-07,6.952843844915633e-07,7.710609083954817e-07,7.942187414277416e-07,7.792363284493311e-07,7.549020687732513e-07,7.987594314559917e-07,7.715004478835464e-07,7.836563334334208e-07,8.03195357932397e-07,7.892779764066749e-07,7.484676142347556e-07,8.820790137939739e-07,8.495918985301646e-07,8.926608827729281e-07,8.388054628596178e-07,8.476430338374822e-07,8.9417146442125e-07,8.307244414949936e-07,8.792946648228872e-07,8.489033209487014e-07,9.652844983063049e-07,8.872337818635854e-07,8.960108160920765e-07,9.483968073273099e-07,9.772170071912352e-07,9.030642809596765e-07,9.697073878488441e-07,9.750123093522387e-07,9.371760318123237e-07,1.06105407105864e-06,9.854879475404876e-07,1.016177542898541e-06,1.113685480943727e-06,1.060397079792506e-06,1.137851834970505e-06,1.053176533719902e-06,1.082371934400544e-06,1.10863927997442e-06,1.192334145611454e-06,1.132682122786729e-06,1.232765427206625e-06,1.162775476720001e-06,1.163699068313681e-06,1.158238670363241e-06,1.172741633501681e-06,1.289346413280231e-06,1.243496652167318e-06,1.270507184667059e-06,1.301842072611874e-06,1.305794413187448e-06,1.322501775361381e-06,1.305670562677265e-06,1.371643663486532e-06,1.391345294650706e-06,1.375888142772161e-06,1.338855487035656e-06,1.435203712793293e-06,1.405166012433733e-06,1.467018747504639e-06,1.511023898233038e-06,1.58294935554561e-06,1.618972655187707e-06,1.716946872434994e-06
dp59,1.000423069449009e-07,1.083066065921494e-07,1.031795955692919e-07,1.015384992433588e-07,1.099349007488934e-07,1.153057217384574e-07,1.052850827336378e-07,1.029191780604905e-07,1.063817408348464e-07,1.00439045201184e-07,9.930401910177382e-08,1.093625184061336e-07,1.055416383211351e-07,1.003694691040224e-07,9.915611372875556e-08,1.04890039717613e-07,9.895205714818187e-08,1.108009241371593e-07,1.108366995536118e-07,1.107299704007941e-07,1.012821479015617e-07,1.090307098620212e-07,1.074876657366996e-07,1.086255998440721e-07,1.074202483873295e-07,1.086677600636489e-07,1.198302576468848e-07,1.084565920012389e-07,1.14074226104238e-07,1.120086122302417e-07,1.257488908163431e-07,1.117061432433079e-07,1.171989747836795e-07,1.139062774237483e-07,1.117568463949884e-07,1.166539369546175e-07,1.157842568830894e-07,1.12330542887043e-07,1.142785039444067e-07,1.131228909331218e-07,1.160064004096209e-07,1.235949660247713e-07,1.280088366824741e-07,1.219058046236448e-07,1.247301399952864e-07,1.230795318084231e-07,1.192560299435569e-07,1.275238094348384e-07,1.297897209228461e-07,1.269075588324176e-07,1.248244357945103e-07,1.379389368603377e-07,1.316525612338241e-07,1.316037112403316e-07,1.283899741736209e-07,1.297996583642537e-07,1.298996786601571e-07,1.277261044882786e-07,1.412511833850826e-07,1.356902642886018e-07,1.381569409501167e-07,1.291047514298627e-07,1.324800216248264e-07,1.345994011345221e-07,1.401699961075116e-07,1.276719102740539e-07,1.440248032758341e-07,1.445239161008654e-07,1.394596421173716e-07,1.422277749140318e-07,1.424212418887427e-07,1.459008337425113e-07,1.421874942189788e-07,1.389922719389634e-07,1.401638247924344e-07,1.503410965323457e-07,1.601955376708681e-07,1.599754268996982e-07,1.568013149002695e-07,1.487460267395126e-07,1.59396695592964e-07,1.505765816024681e-07,1.518054606108836e-07,1.56675974444398e-07,1.639297099113947e-07,1.563218350203263e-07,1.668851784784976e-07,1.807384805417161e-07,1.640663725371097e-07,1.680193101801635e-07,1.651134298453489e-07,1.618669082568985e-07,1.607964447847927e-07,1.680175649260726e-07,1.696897506280613e-07,1.768455866054917e-07,1.86608589053055e-07,1.787554901325421e-07,1.845336637315713e-07,1.823541142759383e-07,1.895467668994377e-07,1.908659920584964e-07,1.889835363339608e-07,1.873892412901595e-07,1.997557557473686e-07,2.054196143647791e-07,2.020805621943553e-07,2.017462380794803e-07,2.075529323192938e-07,2.100974814690784e-07,2.194668522735963e-07
dp60,2.665733591294167e-07,2.969385414211312e-07,2.530665976566737e-07,2.579628443643348e-07,2.675790090698265e-07,2.678887153356222e-07,2.688312416517376e-07,2.652981997200289e-07,2.620451842724365e-07,2.724854629360406e-07,2.755847427108454e-07,2.729258656498134e-07,2.568504983484923e-07,2.922479508174481e-07,2.578553190202009e-07,2.631634350992938e-07,2.567644870206891e-07,2.632005851942152e-07,2.992223670488728e-07,2.697103008188692e-07,2.778422749838243e-07,2.610701321714369e-07,2.820095085494138e-07,2.875422734096374e-07,2.911877959846255e-07,2.759082917258126e-07,2.95100997188303e-07,2.835570060392832e-07,2.781552525172847e-07,2.776571937275009e-07,2.744860764739925e-07,2.834531391890017e-07,2.735638908897654e-07,2.902154549889648e-07,2.868227400524733e-07,2.894328712865949e-07,2.963548294002729e-07,3.098409145260133e-07,3.054849684194553e-07,3.054339533886596e-07,2.941682709764533e-07,2.759894622888101e-07,3.049808964851021e-07,3.055472914097756e-07,3.061876123292031e-07,3.009924295878876e-07,3.12483152146376e-07,3.24239309822444e-07,3.062826915089213e-07,3.093089042234895e-07,3.12782787587645e-07,3.260319911294701e-07,3.015786132951426e-07,3.240982281801343e-07,3.421491076487636e-07,3.11594805832975e-07,3.386213214908982e-07,3.037058389546681e-07,3.075210421865903e-07,3.235232486427014e-07,3.320188244941463e-07,3.52296005399449e-07,3.584337379649627e-07,3.401588624405607e-07,3.38081284811593e-07,3.493069726780366e-07,3.418051292267726e-07,3.344506054434077e-07,3.450716737431461e-07,3.642934617126005e-07,3.66844058212196e-07,3.621246490317975e-07,3.92302542071776e-07,3.779284646489212e-07,3.777613560893291e-07,3.745493369381804e-07,3.664049689491263e-07,3.784671085454969e-07,3.832432494688765e-07,4.016504141726448e-07,3.939294063588556e-07,3.936439257937575e-07,3.870320272357781e-07,4.118917463162337e-07,4.164910853390939e-07,3.922986085483572e-07,4.091881995112635e-07,4.080511368741528e-07,3.96038250512409e-07,4.071175158814661e-07,4.312593299550787e-07,4.102822743645903e-07,4.134256155728313e-07,4.221920246502895e-07,4.321899429091494e-07,4.480307870354648e-07,4.325708047418067e-07,4.56528277883993e-07,4.36184588838109e-07,4.642953266521692e-07,4.4692545545813e-07,4.428382083501741e-07,4.681107748322956e-07,4.691739109651814e-07,4.850611385433105e-07,5.123335264856828e-07,4.982052882290189e-07,4.87219866668354e-07,5.044311408263742e-07,5.261495505659619e-07,5.408720660759026e-07
dp61,3.739132603779988e-07,3.843818206769275e-07,3.422089354725907e-07,3.783618386255919e-07,3.790504881117244e-07,3.666495780126416e-07,3.934974671277191e-07,4.149129057698078e-07,4.104876817916067e-07,3.77498079523135e-07,3.824892786534937e-07,4.206170962753214e-07,3.725513424329318e-07,3.833337703451678e-07,3.8906498650326e-07,4.021862847882502e-07,3.769002521855644e-07,4.116333658043585e-07,4.393345782106459e-07,4.004324518229225e-07,4.346858816652005e-07,4.262942877577346e-07,4.175673631665865e-07,4.412747034577879e-07,4.088626739380552e-07,4.14143899243635e-07,4.253928931691469e-07,4.64606509776391e-07,4.254467184938711e-07,4.507946959802587e-07,4.257670666944356e-07,4.758126221500101e-07,4.565368358090821e-07,4.519944715455674e-07,4.538949685234996e-07,4.585428396052495e-07,4.456471908993198e-07,4.674738592260012e-07,4.480536436139889e-07,4.778137536838753e-07,4.777538587435457e-07,4.892579129558929e-07,4.84939530080025e-07,4.9030764112569e-07,5.057833874731637e-07,5.016784047247419e-07,5.637039381286252e-07,4.909918595070546e-07,5.264877948314766e-07,5.453535499683047e-07,5.047326315561833e-07,5.362489615859026e-07,5.077327684592891e-07,4.979930924693529e-07,5.509854040174265e-07,5.290571520584878e-07,5.355542083349376e-07,5.326801341745791e-07,5.315098972138991e-07,5.86156555471597e-07,5.427882886049023e-07,5.762105640873287e-07,5.805456305213134e-07,5.789389711386992e-07,5.920101713538988e-07,5.669744231857002e-07,6.197656682202607e-07,5.81716577642146e-07,5.541974129705853e-07,5.314872851422517e-07,6.295609043581186e-07,6.360388728770297e-07,6.38271337901519e-07,6.444446602405717e-07,6.290608447540539e-07,6.429712652838188e-07,6.767035974764999e-07,6.407825053653663e-07,6.827896092441592e-07,6.551025451362155e-07,6.359873330224055e-07,6.937109810198645e-07,6.831504189355381e-07,7.234268001004833e-07,6.874989690487692e-07,7.029812440674265e-07,7.315223420992764e-07,7.429655015401727e-07,7.392823330545909e-07,7.847213880878104e-07,6.919890695025884e-07,7.60848708926819e-07,8.158095006756459e-07,7.644197023644196e-07,7.851960397111332e-07,8.466597754212567e-07,8.239390885520801e-07,8.341491986823773e-07,8.118310656631751e-07,8.489464649033249e-07,8.072698211110915e-07,8.844154778691401e-07,8.760379064770882e-07,8.955761023348636e-07,9.172831625885335e-07,9.32212724641495e-07,9.759392043374659e-07,9.772404039044258e-07,1.008547228687716e-06,1.023250713669656e-06,1.079391828967094e-06
dp62,2.004202256697729e-07,2.222686491266024e-07,2.231215456378572e-07,2.255332543910195e-07,2.249319616001724e-07,2.258454721993285e-07,2.604657983194503e-07,2.248945289376403e-07,2.319044550777254e-07,2.440663917637662e-07,2.477691994931475e-07,2.517958894549713e-07,2.281803458321282e-07,2.454000599800591e-07,2.481777545649237e-07,2.627377685741944e-07,2.676130803661739e-07,2.728541180667037e-07,2.368147976495637e-07,2.492829288685585e-07,2.667448995568748e-07,2.677881138643992e-07,2.513351720711097e-07,2.638242435573063e-07,2.498210487101165e-07,2.74120182721695e-07,2.749434437941908e-07,2.605243570475748e-07,2.723984039043537e-07,2.659606972612284e-07,2.625223617782094e-07,2.786731362286031e-07,2.812089769600225e-07,2.946632176531165e-07,2.699823553631564e-07,2.831779660316789e-07,2.945026757051375e-07,3.199373626550105e-07,2.770468575600901e-07,2.795565204928712e-07,3.13147924529286e-07,3.092805547979734e-07,2.926283845955299e-07,3.099999111721371e-07,3.152987813275433e-07,3.05350631609917e-07,3.107038391595844e-07,3.169927719860733e-07,3.183254018339315e-07,3.241764748213571e-07,3.178292620865623e-07,3.072646848428462e-07,3.182110140726388e-07,3.332730524403266e-07,3.14732967968737e-07,3.217089620061845e-07,3.507999279335972e-07,3.497190311234117e-07,3.434949968267178e-07,3.439733432471941e-07,3.430504854148296e-07,3.377278656408196e-07,3.476163004999183e-07,3.814948806479204e-07,3.742224473304057e-07,3.779883450977193e-07,3.617131340169282e-07,3.639248282544923e-07,3.811396438698794e-07,3.748934603417979e-07,3.668208533032217e-07,3.810174630683535e-07,4.198215645085945e-07,3.775213259230441e-07,3.832873096423463e-07,4.219554757367442e-07,4.14778363660596e-07,4.149874768441427e-07,4.112431308277252e-07,4.166925974676388e-07,4.093083678977835e-07,4.314229096670698e-07,4.297257434153465e-07,4.42165088630955e-07,4.537039520353181e-07,4.527419803185417e-07,4.825322039834646e-07,4.483723433308202e-07,4.729456691624216e-07,4.850607194450352e-07,4.927673535912833e-07,5.225144717473921e-07,4.831676774174393e-07,5.124728095685364e-07,5.072173021421682e-07,5.350275423252828e-07,5.377731410036494e-07,5.203541706228028e-07,5.670142754579877e-07,5.375072221923826e-07,5.644499291962533e-07,5.311506988006264e-07,5.561706072569865e-07,5.936273049239538e-07,6.119711142678952e-07,6.078336722145437e-07,6.126371433450099e-07,6.20892424289873e-07,6.35282900589166e-07,6.663194960120633e-07,6.960365090356321e-07
dp63,2.778386057490632e-07,2.842511267829091e-07,2.733211814437446e-07,2.713530359757312e-07,3.011590148863397e-07,2.930515600297963e-07,2.850139988333945e-07,2.830147921575762e-07,2.708976830648735e-07,3.031420206343398e-07,2.871831702209746e-07,2.747141087273626e-07,2.557463940707021e-07,2.912341552650834e-07,2.933607682153612e-07,2.921657601041178e-07,3.102568097093461e-07,2.971505165949685e-07,2.843371092371011e-07,3.055374078258695e-07,2.873452628748586e-07,2.835632147222946e-07,2.964946496528413e-07,3.108613637261112e-07,3.01110062684755e-07,2.855121680701186e-07,3.185099838138429e-07,3.438820623832977e-07,3.114467683677744e-07,3.29231552805024e-07,3.056064575655024e-07,3.338872015321964e-07,3.191722959056269e-07,3.220065176478061e-07,3.458343169425904e-07,3.185509794740616e-07,3.076995900597243e-07,3.24560850741946e-07,3.224499081147835e-07,3.241527202210107e-07,3.243973982157705e-07,3.387504617692888e-07,3.180009474018084e-07,3.37113169742847e-07,3.326023437787006e-07,3.274187715782484e-07,3.520608273950151e-07,3.200939198596924e-07,3.632709899399972e-07,3.818200291885645e-07,3.717261760563214e-07,3.460671144177339e-07,3.456280156966071e-07,3.50943178178502e-07,3.632544582883321e-07,3.567753119239547e-07,3.598978880328681e-07,3.888770628582225e-07,3.74761464982446e-07,3.640663072467123e-07,3.779760418955176e-07,3.441855953205606e-07,3.810714320218241e-07,3.883316834046123e-07,3.652382771337734e-07,3.861135488255065e-07,3.994994547263035e-07,4.016801697060848e-07,4.031776180726287e-07,3.655521586235301e-07,3.950603009496316e-07,4.098294105652833e-07,3.78944322579191e-07,4.201815109078693e-07,3.800027678836573e-07,4.153709631732819e-07,4.014812596475685e-07,4.099673680444039e-07,4.340954811615927e-07,4.219621065027445e-07,4.004722876697616e-07,4.121260849008065e-07,4.151970213474435e-07,4.167900188550993e-07,4.26411590477114e-07,4.518650719827291e-07,4.599603279145223e-07,4.804349848975101e-07,4.510720341101313e-07,4.660868176512944e-07,4.672720272499019e-07,4.563779679015616e-07,4.76229440827225e-07,4.769668681603746e-07,5.086462639926305e-07,4.911706897748989e-07,5.216003466117821e-07,4.92089957246114e-07,4.818364683080433e-07,5.122372654394945e-07,5.069116045198846e-07,5.308815091393044e-07,5.172792711908988e-07,5.377621190467135e-07,5.159359080820319e-07,5.40153900998601e-07,5.745579662680172e-07,5.587418080086579e-07,5.770567472710369e-07,5.835412577561876e-07,6.132036683931269e-07
dp64,2.534886953254932e-07,2.49115602987667e-07,2.599860967124666e-07,2.697165953215596e-07,2.540771810545771e-07,2.596914659501792e-07,2.527354258856439e-07,2.690263956779402e-07,2.710168065961557e-07,2.499998057593501e-07,2.791863480621642e-07,2.517970429534338e-07,2.776727164857722e-07,2.663162454974063e-07,2.663654638245089e-07,2.772266841541028e-07,2.767860081189645e-07,2.60922578722387e-07,2.494354520417005e-07,2.739017327581965e-07,2.620405324329495e-07,2.741873276347021e-07,2.783871034054648e-07,2.858913784778794e-07,2.81027879915503e-07,2.819237317927551e-07,3.06115785440971e-07,2.760681077730608e-07,2.86472647620262e-07,2.858362559846218e-07,2.849672590647106e-07,2.925256483616251e-07,2.954934292814445e-07,3.02082121805665e-07,2.890250281458703e-07,2.888767393224604e-07,3.071554804508705e-07,2.97380814054772e-07,3.049375453795751e-07,3.18330705141121e-07,3.066670393350306e-07,3.039221108095822e-07,2.986500747439905e-07,3.086959768326522e-07,3.290193882339344e-07,3.228677541674883e-07,3.390616833914793e-07,3.344244927381411e-07,3.107673398672877e-07,3.041065382515727e-07,3.059524623290597e-07,3.182857715475191e-07,3.220338217296617e-07,3.390030782898291e-07,3.427297972526389e-07,3.329068210745485e-07,3.238170196209263e-07,3.426800969689385e-07,3.302639208651265e-07,3.183812053256292e-07,3.618142624512653e-07,3.648405063902791e-07,3.477888299554596e-07,3.495870394656555e-07,3.298014868197459e-07,3.791762113950098e-07,3.677209277088496e-07,3.89876766612199e-07,3.530752134357794e-07,3.696092879732191e-07,3.790379389008521e-07,3.575200458787718e-07,3.881135275219585e-07,4.059332799735418e-07,3.947121809917281e-07,3.87586544051592e-07,4.081527190004474e-07,4.006249027864666e-07,3.992454473984409e-07,3.915265751354261e-07,4.043005337210491e-07,4.203438411364921e-07,4.277675754626624e-07,4.184829714809614e-07,4.231515804182803e-07,4.288918909665916e-07,4.307028561897391e-07,4.311937083072645e-07,4.328132505953266e-07,4.278203269831322e-07,4.576659114170637e-07,4.393201904087578e-07,4.685357489883325e-07,4.629400087178008e-07,4.706426351818777e-07,4.451625147338083e-07,4.643755901406278e-07,4.886868157389329e-07,5.110168423495745e-07,4.929602855264846e-07,5.324908626370736e-07,4.906406342519888e-07,5.29467167322395e-07,5.021352622586813e-07,5.122213550085415e-07,5.39730050453127e-07,5.740207796372152e-07,5.691085512925587e-07,5.864151639977514e-07,5.899400907650875e-07,6.176711886990929e-07
dp65,3.078235286009779e-07,2.800176892589162e-07,2.939833449200904e-07,2.762478254366351e-07,2.862304901167157e-07,2.859360528922797e-07,2.757442863833189e-07,3.008124887889869e-07,2.940856527917753e-07,2.943796202385935e-07,2.942578290061992e-07,3.052310696163342e-07,2.929596425696551e-07,2.795762500268487e-07,2.81730269304411e-07,3.143834396128991e-07,3.103395486531968e-07,2.970623837839724e-07,2.990682480998757e-07,3.174796332943236e-07,3.080782790166082e-07,3.047043169270876e-07,3.096008762935549e-07,3.197911815213645e-07,2.817731186212769e-07,3.067591580504448e-07,3.116365466951908e-07,2.989724996743641e-07,3.115439069128533e-07,3.048598331128115e-07,3.316804525784506e-07,2.944359795624334e-07,3.382762580664629e-07,3.247320701939353e-07,3.258542897138918e-07,3.22912708416184e-07,3.170949798559412e-07,3.367923054638064e-07,3.243841774766063e-07,3.258377971420607e-07,3.491333587019282e-07,3.202705554379162e-07,3.282690907987545e-07,3.770245596246819e-07,3.544318167150257e-07,3.239544340123693e-07,3.52007691591758e-07,3.320666899578829e-07,3.505923431672783e-07,3.288259345916267e-07,3.317532076409656e-07,3.558276896064988e-07,3.526772726418602e-07,3.789839873658658e-07,3.348567388961127e-07,3.634124924878383e-07,3.318409011338746e-07,3.579046003299272e-07,3.596379397247918e-07,3.685614516460396e-07,3.693852067799103e-07,3.373752948373551e-07,3.749193746989367e-07,3.648957742017568e-07,3.662531531054119e-07,3.718601545759584e-07,3.890617099321149e-07,3.91214590848786e-07,3.783297740474558e-07,3.588181349286985e-07,3.966436634611014e-07,3.88583599651274e-07,3.930512344056994e-07,3.680733447650848e-07,3.954020762791312e-07,4.179905609852392e-07,4.302688109565832e-07,4.014268429941334e-07,4.332918264816065e-07,4.091425122648105e-07,4.269962461631609e-07,4.176621626910283e-07,4.102178425025495e-07,4.060567111085042e-07,4.416650581913655e-07,4.359877761468241e-07,4.368362540323416e-07,4.308302466414604e-07,4.745455451831305e-07,4.577014078179931e-07,4.708093146527791e-07,4.559048392567319e-07,5.038179917441501e-07,5.051350835089037e-07,4.743060747353461e-07,4.700204468627738e-07,5.133236809962074e-07,4.941453812651331e-07,5.044856842588871e-07,5.119073564835232e-07,5.088374354264903e-07,5.297779268828775e-07,5.357611903531155e-07,5.512832211652013e-07,5.580306628632732e-07,5.361208932134665e-07,5.556592250216586e-07,5.743574893376195e-07,5.860261978465943e-07,5.978269243241424e-07,6.275972709462804e-07
dp66,6.606074776821237e-07,6.310054353545622e-07,6.304158320770795e-07,6.606505103797396e-07,7.011941836229549e-07,7.015517954193756e-07,6.510222561747555e-07,7.515009997218388e-07,7.052686734582825e-07,6.850889768284944e-07,6.952907325949354e-07,6.67921224388028e-07,7.614201799178853e-07,7.424087584209704e-07,7.413461571203174e-07,6.789831609228349e-07,7.410056893523201e-07,7.477233388456144e-07,8.210900228347352e-07,7.499991047518189e-07,7.017417726848571e-07,7.828110835095293e-07,8.19583101976601e-07,7.43076156968239e-07,7.748938699642577e-07,7.772508202653348e-07,7.911206728948089e-07,7.680368811517487e-07,8.161033118038535e-07,8.248266377309678e-07,8.078281186343697e-07,8.196636071105791e-07,8.343535555294191e-07,8.831481270895184e-07,8.8289170352233e-07,8.35573470304177e-07,8.182732277276229e-07,8.55915306588096e-07,8.429241036495622e-07,8.661724391995234e-07,8.581184342898375e-07,9.148722302696946e-07,8.4670287424169e-07,9.112489757850633e-07,9.313546251522333e-07,9.065918531781949e-07,9.306801432894572e-07,8.375853368729479e-07,8.77567503504238e-07,8.819104983523242e-07,9.310639318002461e-07,8.794306072867389e-07,9.269093864542055e-07,9.334706946819347e-07,9.537391559495721e-07,9.413615400954009e-07,9.875821456996634e-07,9.286427191564331e-07,1.003148077072142e-06,9.788746975464003e-07,1.025552013422743e-06,9.435207452658766e-07,1.022440656556105e-06,1.09273503396838e-06,1.052732903223512e-06,1.052674196565135e-06,1.109190469951026e-06,1.035663612888568e-06,1.002164958048614e-06,1.11993677494557e-06,1.058482763188346e-06,1.105528643580822e-06,1.109057152878478e-06,1.085464790548642e-06,1.046556977897624e-06,1.122101617958104e-06,1.191057904691874e-06,1.193943038903863e-06,1.181462487650171e-06,1.259723309849526e-06,1.213786290944066e-06,1.169020570869505e-06,1.197611437708799e-06,1.159141076493216e-06,1.334747697935737e-06,1.255320902696042e-06,1.311980050046738e-06,1.236115774228813e-06,1.303898169508121e-06,1.311119067753636e-06,1.386320737754345e-06,1.387922398646806e-06,1.335938877505799e-06,1.25427558006512e-06,1.356091629995795e-06,1.386507230687893e-06,1.367085157560429e-06,1.459200219834444e-06,1.494085481157197e-06,1.449060381899101e-06,1.467418509186312e-06,1.500973559330758e-06,1.570924096940584e-06,1.531114010926623e-06,1.550653731419935e-06,1.624871290503936e-06,1.601244918282794e-06,1.633044165751386e-06,1.727705445207405e-06,1.756254198067216e-06,1.83916564877317e-06
dp67,4.10021768639383e-07,3.728152372420098e-07,4.38012825015054e-07,4.091108033402461e-07,3.995125482524364e-07,4.125778524599413e-07,4.364149747898985e-07,4.146731101141821e-07,4.16150500403493e-07,4.261091931866246e-07,3.739550917624971e-07,4.077495687167233e-07,4.208105562492762e-07,4.517771508933618e-07,4.574249454748093e-07,4.494472588477772e-07,4.704145200987434e-07,4.594151947997054e-07,4.108810300126947e-07,4.679503096467181e-07,4.659795479630155e-07,4.474851343833121e-07,4.679734928467759e-07,4.419874472899266e-07,4.862778817522933e-07,4.590792107097485e-07,4.668614506678735e-07,4.329752022903413e-07,4.835489608604918e-07,4.793881969990877e-07,4.614963525660724e-07,4.661815830830599e-07,5.001632801569612e-07,4.735884226744533e-07,4.415051169266465e-07,5.176163598698415e-07,4.963907431292823e-07,4.918678235989852e-07,5.245608250907938e-07,5.037641435735659e-07,5.674600274705931e-07,4.663194908161914e-07,5.02870582858481e-07,5.053636685348417e-07,4.921952340198684e-07,5.398179196677411e-07,5.183008608451028e-07,5.382103269883516e-07,5.094687156521861e-07,5.625016026160677e-07,5.792823208336962e-07,5.212309467807923e-07,5.410602716807655e-07,5.487123582608171e-07,5.464430458533705e-07,5.424254586070191e-07,5.549598126533465e-07,5.813354279937093e-07,5.435374033022405e-07,5.462773332771162e-07,5.146886409281562e-07,5.708909028932681e-07,5.457502865398897e-07,5.89343114529587e-07,5.790068715324208e-07,5.982202138708282e-07,6.205005934833199e-07,6.064525250241405e-07,5.731520422238823e-07,5.908990783632941e-07,6.168433284956964e-07,6.091496245074811e-07,6.376507696997303e-07,6.329169812986431e-07,6.444496401273772e-07,6.415285228883517e-07,6.766902278341456e-07,6.312494783157823e-07,6.502591902039634e-07,6.233952095083061e-07,7.159706988072981e-07,6.548064961693186e-07,6.826599114614693e-07,7.138445083020606e-07,7.238039141790122e-07,6.764334386678924e-07,7.124280096401223e-07,7.010170167445019e-07,7.567390061849567e-07,7.781613624148251e-07,7.178626421928968e-07,7.477603539639997e-07,8.168214387940244e-07,8.027450240674975e-07,8.094625859562793e-07,7.800676351877098e-07,8.0526096331142e-07,8.078433832249776e-07,9.012426812549578e-07,8.635271136210423e-07,8.754735206517781e-07,9.458017333124099e-07,9.397692532562538e-07,8.952483314166174e-07,9.600995445083716e-07,9.621500918094041e-07,9.382378964291891e-07,9.89653748055307e-07,1.004155327526648e-06,1.047873048874924e-06,1.110807365892716e-06
