Case,C_in,V_in,Area
dp269,1.130496439299167e-07,0.6913737462743048,24.6902746284936
dp270,2.020537314035595e-06,0.4519403127131688,27.56073527357281
dp271,4.275326665150309e-07,1.7583431240881333,51.86185963032658
dp272,2.153267702424613e-07,1.5444696785127991,36.66917987081436
dp273,1.245955801524012e-06,0.2934181290930608,57.25786721496222
dp274,6.784580682533597e-07,1.4396109642320227,57.74141137814369
dp275,8.817380759456125e-07,0.8278554304111314,36.53577444458637
dp276,4.887595914518144e-07,1.1386868077763774,56.64399604583632
dp277,1.252349140560434e-06,1.0301738005997867,41.00848204329042
dp278,7.193147225291078e-07,1.32115902393685,54.82617741672785
dp279,2.375762892827795e-07,1.9444906194035572,43.13906386789222
dp280,3.64136854495075e-07,1.6083342971972827,50.54912384766181
dp281,1.727057666415042e-06,1.2904613409328782,29.35049746326376
dp282,1.932804591842239e-07,0.6439427062464469,31.32245248756987
dp283,9.956678506293667e-08,1.0669576096574414,23.42323064481107
dp284,1.227344925137833e-06,0.859114702121089,42.36660661244058
dp285,1.112212041123298e-06,1.6589594183435739,34.51385678161333
dp286,2.242202852201137e-07,1.206138729847342,54.33175516378493
dp287,4.936838459511377e-07,1.565181343531906,60.97005448997248
dp288,8.673574355933788e-07,0.9347456961528391,43.19695459264437
dp289,8.28558095684048e-07,1.8376404950822214,32.73135309723805
dp290,4.131214194244691e-07,0.9919166956595049,51.95087745252263
dp291,4.369894093747477e-07,0.6330104748787131,47.76574399166225
dp292,4.399065524411291e-07,0.5696511230410413,66.07687425858265
dp293,2.570916236284776e-07,1.1669270960805507,63.81554238858937
dp294,9.724022919682778e-07,1.5375164950761442,44.06351199169656
dp295,1.940747176177205e-06,0.8141812148626648,35.55006131725327
dp296,1.172427310591743e-07,0.8095355765357828,34.39594259008776
dp297,7.790000507156587e-07,0.350323051716709,58.02042451306108
dp298,2.483765284322878e-07,1.7232282702130957,30.92653255985703
dp299,2.473337641574986e-07,1.419731241914464,52.09231292264695
dp300,5.292827698315434e-08,1.6678660165765238,53.21785275785018
dp301,5.679690118683943e-08,1.467346403548512,24.29585277857791
dp302,4.589072139646416e-07,1.5064015085334934,36.86595756398869
dp303,3.023711598630022e-07,1.172846707210614,64.53444589321545
dp304,1.170100513985141e-06,0.6140555530102974,52.14473472508229
dp305,8.213172598918685e-07,1.6325414402941896,38.72495573933252
dp306,5.113505655315659e-06,0.496809566285368,25.74077220048142
dp307,5.133087112645225e-08,1.2381796777553216,58.28156996135584
dp308,2.721314718161994e-06,0.5302882802921594,44.33723872598446
dp309,9.338891188504112e-07,1.6810967797037797,35.91051527866245
dp310,8.620230835257036e-07,1.2498634905064823,31.07088919218699
dp311,2.233548429597044e-06,0.5392195292443716,34.81093550442824
dp312,7.172123057933595e-07,1.3731656407852026,24.55728973126202
dp313,1.136375829044199e-06,1.7758476566798553,28.4566560352739
dp314,2.057606615311216e-06,0.3389111554472841,63.61863555477643
dp315,1.561385089302425e-06,0.49984311727519043,54.22194172041139
dp316,2.991217378015344e-07,1.9195784402753482,38.09898936535831
dp317,1.891019889233818e-06,0.2459187325944195,49.53436644154034
dp318,2.295285240894279e-07,1.3164032402170198,33.24026382645601
dp319,9.556337726857278e-08,1.8074338115041573,47.14742095477926
dp320,3.460135802862603e-07,1.8184355728950883,37.04247572791859
dp321,1.111029743211087e-06,1.1757719010229555,25.07672413034985
dp322,2.108888312955443e-07,0.5990111232402436,46.12915557349581
dp323,1.53859851621465e-07,1.7974885354179442,28.59168260377471
dp324,5.842271184121338e-06,0.21109934573253492,43.87241934795811
dp325,1.254788634330602e-06,1.0551259491248386,27.45771858762447
dp326,8.691725985504663e-07,1.304525939799385,59.15922429477403
dp327,9.281411561475935e-07,0.6689301873221667,41.28865089587771
dp328,3.069282543097571e-07,1.276685602910215,57.48660468344597
dp329,4.299256776693669e-07,1.7323673467634817,62.0998263326371
dp330,4.926012652209786e-07,1.5580969810949183,30.42669436958655
dp331,2.330538592578775e-06,0.41987438006206457,62.24272449891716
dp332,1.398722429695064e-07,1.4815916884186877,54.60418219278427
dp333,8.121602003240943e-07,1.6397765728164555,39.98123333071648
dp334,2.240974595213341e-06,0.30025162384343274,61.48656407227123
dp335,1.817056106356732e-07,1.3486813311794421,62.46623769600501
dp336,3.772663276387113e-06,0.5439400420514424,25.27563630920069
dp337,1.068935695397732e-06,0.6194979776980676,65.82339062252989
dp338,4.641100192162554e-07,1.5493619521955024,60.22513385286697
dp339,7.909167706399551e-08,1.5210550865362162,49.69696172280994
