,Loss
0,25.3804715366035
1,19.498228570672634
2,19.226014450668615
3,19.20073850211424
4,19.112922859889064
5,19.095673814864913
6,19.04661201177222
7,18.889534150992375
8,18.952551391634525
9,19.038099051072344
10,18.888635809515403
11,19.077747750296687
12,18.847102737309648
13,18.91460933554164
14,18.929914090313517
15,18.81243439683041
16,18.835275557919626
17,18.80711081133538
18,18.979088357520343
19,18.772429971555564
20,18.861764030468315
21,18.749213418190116
22,18.830218784091624
23,18.79564160646242
24,18.873496014936247
25,18.768044529874818
26,18.686081873177358
27,18.789607538015314
28,18.75870723228775
29,18.820554511187673
30,18.798982053665984
31,18.74638297316356
32,18.74344050467273
33,18.60639386667191
34,18.779446023464068
35,18.72904066743384
36,18.907371477128443
37,18.741741503087813
38,18.80394818385553
39,18.701363035958504
40,18.73738047507163
41,18.643663365394602
42,18.626112614511996
43,18.79966543021611
44,18.60584266900144
45,18.61043585749416
46,18.62124786881141
47,18.692417719974106
48,18.70613194299323
49,18.589992353938893
50,18.629863582845438
51,18.627590466059058
52,18.70536167421987
53,18.538672310190652
54,18.675628861417408
55,18.633401007049343
56,18.580225091883186
57,18.656320452119957
58,18.705404631313876
59,18.60209333309756
60,18.646987200863084
61,18.74048072107189
62,18.571386062018956
63,18.70231486621433
64,18.58225348827101
