,complexity,loss,equation,score,sympy_format,lambda_format
0,1,61.053825,5.594519,0.0,5.59451900000000,PySRFunction(X=>5.59451900000000)
1,2,55.596832,sqrt(C_in),0.09362963094077598,sqrt(C_in),PySRFunction(X=>sqrt(C_in))
2,3,34.127625,C_in * 0.50009626,0.48801904759232007,C_in*0.50009626,PySRFunction(X=>C_in*0.50009626)
3,5,33.867165,(C_in + 1.4915074) * 0.46876162,0.0038306063443379655,(C_in + 1.4915074)*0.46876162,PySRFunction(X=>(C_in + 1.4915074)*0.46876162)
4,6,28.63294,exp(Distance * -0.0012100043) * C_in,0.16788815761057094,C_in*exp(Distance*(-0.0012100043)),PySRFunction(X=>C_in*exp(Distance*(-0.0012100043)))
5,7,28.041212,C_in * ((Distance * -0.0005143726) + 0.7824725),0.020882518126348015,C_in*(0.7824725 + Distance*(-0.0005143726)),PySRFunction(X=>C_in*(0.7824725 + Distance*(-0.0005143726)))
6,8,27.632612,exp((C_in + Distance) * -0.0012100043) * C_in,0.01467861580503793,C_in*exp((C_in + Distance)*(-0.0012100043)),PySRFunction(X=>C_in*exp((C_in + Distance)*(-0.0012100043)))
7,10,27.110125,C_in * exp(((C_in + C_in) + Distance) * -0.0012001579),0.00954469752416753,C_in*exp((C_in + C_in + Distance)*(-0.0012001579)),PySRFunction(X=>C_in*exp((C_in + C_in + Distance)*(-0.0012001579)))
8,11,26.765072,((C_in * 5.910612) + (Distance - 1730.4543)) * (C_in * -0.0005216611),0.01280952042259581,(C_in*5.910612 + Distance - 1*1730.4543)*C_in*(-0.0005216611),PySRFunction(X=>(C_in*5.910612 + Distance - 1*1730.4543)*C_in*(-0.0005216611))
9,12,26.733679,((log(C_in) * C_in) + (Distance - 1623.3334)) * (C_in * -0.0005376027),0.0011735976267264556,-0.0005376027*C_in*(C_in*log(C_in) + Distance - 1623.3334),PySRFunction(X=>-0.0005376027*C_in*(C_in*log(C_in) + Distance - 1623.3334))
10,13,26.670269,C_in * (((C_in * -0.003012371) - (-0.0005247579 * (Area - Distance))) - -0.882072),0.0023747319130513755,C_in*(C_in*(-0.003012371) - (-1)*0.0005247579*(Area - Distance) - 1*(-0.882072)),PySRFunction(X=>C_in*(C_in*(-0.003012371) - (-1)*0.0005247579*(Area - Distance) - 1*(-0.882072)))
11,14,26.058495,C_in * ((((-55.201847 / square(Area / C_in)) - Distance) * 0.0005342675) + 0.8595344),0.023205605696305694,C_in*((-Distance - 55.201847*C_in**2/Area**2)*0.0005342675 + 0.8595344),PySRFunction(X=>C_in*((-Distance - 55.201847*C_in**2/Area**2)*0.0005342675 + 0.8595344))
12,16,26.053646,C_in * ((((-55.201847 / square(Area / (1.2013583 + C_in))) - Distance) * 0.0005342675) + 0.8595344),9.304933401210812e-05,C_in*((-Distance - 55.201847*(C_in + 1.2013583)**2/Area**2)*0.0005342675 + 0.8595344),PySRFunction(X=>C_in*((-Distance - 55.201847*(C_in + 1.2013583)**2/Area**2)*0.0005342675 + 0.8595344))
13,18,26.053043,(C_in * ((((-55.199696 / square((Area / C_in) * -0.9816403)) - Distance) * 0.0005255814) + 0.85817015)) + -0.081601895,1.1572410598349077e-05,C_in*((-Distance - 55.199696*1.03775597129908*C_in**2/Area**2)*0.0005255814 + 0.85817015) - 0.081601895,PySRFunction(X=>C_in*((-Distance - 55.199696*1.03775597129908*C_in**2/Area**2)*0.0005255814 + 0.85817015) - 0.081601895)
14,19,26.005468,(((((C_in + C_in) / (Area / C_in)) - ((Area / V_in) - Distance)) * -0.00052723574) + 0.8060967) * C_in,0.0018277515945235442,C_in*(0.8060967 + (-(Area/V_in - Distance) + (C_in + C_in)/((Area/C_in)))*(-0.00052723574)),PySRFunction(X=>C_in*(0.8060967 + (-(Area/V_in - Distance) + (C_in + C_in)/((Area/C_in)))*(-0.00052723574)))
15,20,25.817308,exp(((((C_in + C_in) / (Area / C_in)) - ((Area / V_in) - Distance)) * -0.0010493225) + -0.14649388) * C_in,0.007261703882571453,C_in*exp((-(Area/V_in - Distance) + (C_in + C_in)/((Area/C_in)))*(-0.0010493225) - 0.14649388),PySRFunction(X=>C_in*exp((-(Area/V_in - Distance) + (C_in + C_in)/((Area/C_in)))*(-0.0010493225) - 0.14649388))
16,22,25.811996,(C_in * exp(((((C_in + C_in) / (Area / C_in)) - ((Area / V_in) - Distance)) * -0.0010493225) + -0.14649388)) - -0.077524275,0.00010288730637824347,C_in*exp((-(Area/V_in - Distance) + (C_in + C_in)/((Area/C_in)))*(-0.0010493225) - 0.14649388) - 1*(-0.077524275),PySRFunction(X=>C_in*exp((-(Area/V_in - Distance) + (C_in + C_in)/((Area/C_in)))*(-0.0010493225) - 0.14649388) - 1*(-0.077524275))
17,24,25.809538,(C_in * exp(((((C_in + C_in) / (Area / C_in)) - (((Area / V_in) - Distance) - 2.6433978)) * -0.0010493225) + -0.14649388)) - -0.077524275,4.761578766448692e-05,C_in*exp((-(Area/V_in - Distance - 1*2.6433978) + (C_in + C_in)/((Area/C_in)))*(-0.0010493225) - 0.14649388) - 1*(-0.077524275),PySRFunction(X=>C_in*exp((-(Area/V_in - Distance - 1*2.6433978) + (C_in + C_in)/((Area/C_in)))*(-0.0010493225) - 0.14649388) - 1*(-0.077524275))
