,complexity,loss,equation,score,sympy_format,lambda_format
0,1,150.20023,C_in,0.0,C_in,PySRFunction(X=>C_in)
1,3,117.68541,C_in * 0.62623954,0.12197711162808635,C_in*0.62623954,PySRFunction(X=>C_in*0.62623954)
2,5,116.73062,log(C_in) * sqrt(C_in),0.004073080155726236,sqrt(C_in)*log(C_in),PySRFunction(X=>sqrt(C_in)*log(C_in))
3,6,116.3338,(sqrt(Area) * 0.10370286) * C_in,0.0034052420652584295,0.10370286*sqrt(Area)*C_in,PySRFunction(X=>0.10370286*sqrt(Area)*C_in)
4,7,108.41679,C_in * (0.9746418 - (Distance * 0.0006347379)),0.07048067867725974,C_in*(0.9746418 - 0.0006347379*Distance),PySRFunction(X=>C_in*(0.9746418 - 0.0006347379*Distance))
5,8,107.98408,(1.2186805 - (sqrt(Distance) * 0.026746536)) * C_in,0.003999157459057222,C_in*(1.2186805 - 0.026746536*sqrt(Distance)),PySRFunction(X=>C_in*(1.2186805 - 0.026746536*sqrt(Distance)))
6,9,107.78849,C_in - (((Distance + C_in) * 0.00064126577) * C_in),0.0018129278765192675,-0.00064126577*C_in*(C_in + Distance) + C_in,PySRFunction(X=>-0.00064126577*C_in*(C_in + Distance) + C_in)
7,10,107.586426,((Distance * sqrt(C_in)) * (C_in * -0.00011196901)) + C_in,0.0018763936213116185,-0.00011196901*C_in**(3/2)*Distance + C_in,PySRFunction(X=>-0.00011196901*C_in**(3/2)*Distance + C_in)
8,11,106.59311,((C_in * ((C_in * -6.2468785e-6) - 0.00044246053)) * Distance) + C_in,0.009275611856915595,C_in*Distance*(C_in*(-6.2468785e-6) - 1*0.00044246053) + C_in,PySRFunction(X=>C_in*Distance*(C_in*(-6.2468785e-6) - 1*0.00044246053) + C_in)
9,12,105.73332,C_in + ((Distance - (square(C_in) * -0.07092124)) * (C_in * -0.000562465)),0.008098800507355697,(-(-0.07092124)*C_in**2 + Distance)*C_in*(-0.000562465) + C_in,PySRFunction(X=>(-(-0.07092124)*C_in**2 + Distance)*C_in*(-0.000562465) + C_in)
10,14,105.25959,C_in + (C_in * ((Distance - (C_in * (square(C_in) * -0.0007845754))) * -0.0005880666)),0.0022452450939885755,C_in*(-(-0.0007845754)*C_in*C_in**2 + Distance)*(-0.0005880666) + C_in,PySRFunction(X=>C_in*(-(-0.0007845754)*C_in*C_in**2 + Distance)*(-0.0005880666) + C_in)
11,15,105.23512,(C_in * ((Distance - (C_in * (sqrt(Area) - sqrt(C_in)))) * -0.0006789975)) + C_in,0.00023249990567683623,C_in*(0.0006789975*C_in*(sqrt(Area) - sqrt(C_in)) - 0.0006789975*Distance) + C_in,PySRFunction(X=>C_in*(0.0006789975*C_in*(sqrt(Area) - sqrt(C_in)) - 0.0006789975*Distance) + C_in)
12,16,104.588394,(C_in * ((Distance - (C_in * ((Area * 0.19845276) - sqrt(C_in)))) * -0.0006789975)) + C_in,0.0061644954437135215,C_in*(0.0006789975*C_in*(0.19845276*Area - sqrt(C_in)) - 0.0006789975*Distance) + C_in,PySRFunction(X=>C_in*(0.0006789975*C_in*(0.19845276*Area - sqrt(C_in)) - 0.0006789975*Distance) + C_in)
13,17,104.27755,C_in + (C_in * ((Distance - ((C_in * 0.1173027) * ((Area * 1.6747757) - C_in))) * -0.00069405284)),0.002976495100552038,C_in*(-0.1173027*C_in*(Area*1.6747757 - C_in) + Distance)*(-0.00069405284) + C_in,PySRFunction(X=>C_in*(-0.1173027*C_in*(Area*1.6747757 - C_in) + Distance)*(-0.00069405284) + C_in)
14,19,104.165565,(C_in + ((C_in * (Distance - ((C_in * ((Area * 1.9314791) - C_in)) * 0.13243227))) * -0.0006933664)) * 0.9387246,0.0005372449494153953,(C_in*(-0.13243227*C_in*(Area*1.9314791 - C_in) + Distance)*(-0.0006933664) + C_in)*0.9387246,PySRFunction(X=>(C_in*(-0.13243227*C_in*(Area*1.9314791 - C_in) + Distance)*(-0.0006933664) + C_in)*0.9387246)
15,21,103.92384,(((Distance - (((Area * 2.213168) - C_in) * (C_in * 0.12812403))) * ((C_in - 1.8563963) * -0.0007810023)) + C_in) * 0.9108827,0.0011616406358056655,(C_in + (-0.12812403*C_in*(Area*2.213168 - C_in) + Distance)*(C_in - 1*1.8563963)*(-0.0007810023))*0.9108827,PySRFunction(X=>(C_in + (-0.12812403*C_in*(Area*2.213168 - C_in) + Distance)*(C_in - 1*1.8563963)*(-0.0007810023))*0.9108827)
16,23,103.8566,C_in + ((((Distance * -0.00067662774) - ((((Area * 2.0629196) - C_in) * -8.076473e-5) * C_in)) - (2.4310029 / Area)) * (C_in - V_in)),0.0003236108381867484,C_in + (C_in - V_in)*(-(-8.076473e-5)*C_in*(Area*2.0629196 - C_in) + Distance*(-0.00067662774) - 2.4310029/Area),PySRFunction(X=>C_in + (C_in - V_in)*(-(-8.076473e-5)*C_in*(Area*2.0629196 - C_in) + Distance*(-0.00067662774) - 2.4310029/Area))
17,25,103.84679,(C_in + ((((Distance - ((C_in * 0.12147351) * ((Area * 2.0469637) - C_in))) * -0.0006712549) - (2.3409016 / Area)) * (C_in - V_in))) - 0.124276936,4.723081316726451e-05,C_in + (C_in - V_in)*((-0.12147351*C_in*(Area*2.0469637 - C_in) + Distance)*(-0.0006712549) - 2.3409016/Area) - 1*0.124276936,PySRFunction(X=>C_in + (C_in - V_in)*((-0.12147351*C_in*(Area*2.0469637 - C_in) + Distance)*(-0.0006712549) - 2.3409016/Area) - 1*0.124276936)
