,complexity,loss,equation,score,sympy_format,lambda_format
0,1,53.95055,5.5412064,0.0,5.54120640000000,PySRFunction(X=>5.54120640000000)
1,2,48.36656,sqrt(C_in),0.10925922043283375,sqrt(C_in),PySRFunction(X=>sqrt(C_in))
2,3,27.511509,C_in * 0.49549437,0.5642042396310663,C_in*0.49549437,PySRFunction(X=>C_in*0.49549437)
3,5,27.188656,exp(log(C_in) * 0.7923407),0.005902299363864321,C_in**0.7923407,PySRFunction(X=>C_in**0.7923407)
4,6,21.612759,C_in * exp(Distance / -709.7771),0.2295159927419311,C_in*exp(Distance/(-709.7771)),PySRFunction(X=>C_in*exp(Distance/(-709.7771)))
5,7,21.399515,C_in * (0.778415 - (Distance / 1940.0664)),0.009915576523689833,C_in*(0.778415 - Distance/1940.0664),PySRFunction(X=>C_in*(0.778415 - Distance/1940.0664))
6,8,20.999598,C_in * ((sqrt(Distance) * -0.021913417) + 0.98088133),0.018864963536528542,C_in*(0.98088133 - 0.021913417*sqrt(Distance)),PySRFunction(X=>C_in*(0.98088133 - 0.021913417*sqrt(Distance)))
7,9,20.748587,C_in * exp(inv(Area) * (Distance * -0.0499153)),0.012025146710552184,C_in*exp(Distance*(-0.0499153)/Area),PySRFunction(X=>C_in*exp(Distance*(-0.0499153)/Area))
8,10,20.244581,exp(((C_in / -0.23310079) - Distance) / 930.3267) * C_in,0.024590995170815266,C_in*exp((C_in/(-0.23310079) - Distance)/930.3267),PySRFunction(X=>C_in*exp((C_in/(-0.23310079) - Distance)/930.3267))
9,11,20.207693,exp((inv(Area) * (Distance * -0.039719053)) - 0.14547713) * C_in,0.0018237793121173177,C_in*exp(-1*0.14547713 + Distance*(-0.039719053)/Area),PySRFunction(X=>C_in*exp(-1*0.14547713 + Distance*(-0.039719053)/Area))
10,12,19.796534,C_in * exp(((C_in * -0.15748699) / Area) - (Distance / 944.99274)),0.020556501617257302,C_in*exp(-Distance/944.99274 + C_in*(-0.15748699)/Area),PySRFunction(X=>C_in*exp(-Distance/944.99274 + C_in*(-0.15748699)/Area))
11,13,19.739218,exp(((C_in / -0.20306838) / square(Area)) - (Distance / 870.096)) * C_in,0.002899453646604457,C_in*exp(-Distance/870.096 + C_in/((-0.20306838)*(Area**2))),PySRFunction(X=>C_in*exp(-Distance/870.096 + C_in/((-0.20306838)*(Area**2))))
12,15,19.622738,exp((((C_in / -0.20306838) / square(Area)) - (Distance / 870.096)) / 1.0751443) * C_in,0.002959211173403989,C_in*exp((-Distance/870.096 + C_in/((-0.20306838)*(Area**2)))/1.0751443),PySRFunction(X=>C_in*exp((-Distance/870.096 + C_in/((-0.20306838)*(Area**2)))/1.0751443))
13,16,19.429081,C_in * exp(((Distance * -0.04279831) * inv(Area)) - square((C_in - Area) * 0.010631361)),0.009918031600930025,C_in*exp(-0.000113025836712321*(-Area + C_in)**2 + Distance*(-0.04279831)/Area),PySRFunction(X=>C_in*exp(-0.000113025836712321*(-Area + C_in)**2 + Distance*(-0.04279831)/Area))
14,20,19.40623,(exp(inv(Area) * ((Distance * -0.04806819) - square(-2.6740718 - (C_in * -0.07198271)))) * (C_in + -2.4120784)) - -1.3758774,0.00029420393514020197,(C_in - 2.4120784)*exp((Distance*(-0.04806819) - (-(-0.07198271)*C_in - 2.6740718)**2)/Area) - 1*(-1.3758774),PySRFunction(X=>(C_in - 2.4120784)*exp((Distance*(-0.04806819) - (-(-0.07198271)*C_in - 2.6740718)**2)/Area) - 1*(-1.3758774))
15,21,19.244781,exp((-0.041635748 * (Distance * inv(Area))) - square(0.008364594 * ((0.30831313 * square(0.2099283 * C_in)) - Area))) * C_in,0.008354241445557926,C_in*exp(-6.9966432784836e-5*(-Area + 0.30831313*(0.04406989114089*C_in**2))**2 - 0.041635748*Distance/Area),PySRFunction(X=>C_in*exp(-6.9966432784836e-5*(-Area + 0.30831313*(0.04406989114089*C_in**2))**2 - 0.041635748*Distance/Area))
16,22,19.19427,V_in + ((C_in + -1.9006805) * exp(((Distance * -0.042610195) * inv(Area)) - square(((Area - C_in) - 0.7189191) * -0.010766357))),0.002628110099446996,V_in + (C_in - 1.9006805)*exp(-0.000115914443051449*(Area - C_in - 1*0.7189191)**2 + Distance*(-0.042610195)/Area),PySRFunction(X=>V_in + (C_in - 1.9006805)*exp(-0.000115914443051449*(Area - C_in - 1*0.7189191)**2 + Distance*(-0.042610195)/Area))
17,23,19.156372,(exp(((inv(Area) * Distance) * -0.04520939) - square((Area - square(C_in * 0.120610744)) * -0.0076797972)) * (C_in + -0.6209367)) - -0.5307847,0.0019763951975684192,(C_in - 0.6209367)*exp(-5.89792850331278e-5*(Area - 0.0145469515682335*C_in**2)**2 + Distance*(-0.04520939)/Area) - 1*(-0.5307847),PySRFunction(X=>(C_in - 0.6209367)*exp(-5.89792850331278e-5*(Area - 0.0145469515682335*C_in**2)**2 + Distance*(-0.04520939)/Area) - 1*(-0.5307847))
18,25,19.092476,V_in + (exp(((Distance * -0.043555845) * inv(Area)) - square(((square(C_in * 0.3109053) * 0.16908236) - Area) * -0.0066873576)) * (C_in + -1.948751)),0.001670535526663235,V_in + (C_in - 1.948751)*exp(-4.47207516702778e-5*(-Area + (0.09666210556809*C_in**2)*0.16908236)**2 + Distance*(-0.043555845)/Area),PySRFunction(X=>V_in + (C_in - 1.948751)*exp(-4.47207516702778e-5*(-Area + (0.09666210556809*C_in**2)*0.16908236)**2 + Distance*(-0.043555845)/Area))
