,complexity,loss,equation,score,sympy_format,lambda_format
0,1,34.49472,5.6688013,0.0,5.66880130000000,PySRFunction(X=>5.66880130000000)
1,2,29.72157,sqrt(C_in),0.14893322401286835,sqrt(C_in),PySRFunction(X=>sqrt(C_in))
2,3,8.370927,C_in / 1.9986904,1.2671084137769069,C_in/1.9986904,PySRFunction(X=>C_in/1.9986904)
3,5,7.9983244,(C_in + 1.8091925) * 0.4627529,0.022766280657404266,(C_in + 1.8091925)*0.4627529,PySRFunction(X=>(C_in + 1.8091925)*0.4627529)
4,6,7.8804765,(C_in + sqrt(C_in)) * 0.41928208,0.014843698157395448,0.41928208*sqrt(C_in) + 0.41928208*C_in,PySRFunction(X=>0.41928208*sqrt(C_in) + 0.41928208*C_in)
5,7,1.6010555,((Distance * -0.0005424741) - -0.798063) * C_in,1.5937252723371405,C_in*(Distance*(-0.0005424741) - 1*(-0.798063)),PySRFunction(X=>C_in*(Distance*(-0.0005424741) - 1*(-0.798063)))
6,8,1.2823572,((sqrt(Distance) * -0.02286319) + 1.0067284) * C_in,0.22196315241335537,C_in*(1.0067284 - 0.02286319*sqrt(Distance)),PySRFunction(X=>C_in*(1.0067284 - 0.02286319*sqrt(Distance)))
7,9,1.2280757,(((Distance * -0.0005424858) - -0.760492) * C_in) + 0.83765537,0.04325147405811099,C_in*(Distance*(-0.0005424858) - 1*(-0.760492)) + 0.83765537,PySRFunction(X=>C_in*(Distance*(-0.0005424858) - 1*(-0.760492)) + 0.83765537)
8,10,0.93970495,(C_in * ((sqrt(Distance) * -0.022815902) + 0.96966386)) - -0.80287343,0.2676378087445026,C_in*(0.96966386 - 0.022815902*sqrt(Distance)) + 0.80287343,PySRFunction(X=>C_in*(0.96966386 - 0.022815902*sqrt(Distance)) + 0.80287343)
9,11,0.8081814,C_in * (((C_in * -0.0024333664) + 0.89266956) + (Distance * -0.00054760923)),0.15077940473962803,C_in*(C_in*(-0.0024333664) + Distance*(-0.00054760923) + 0.89266956),PySRFunction(X=>C_in*(C_in*(-0.0024333664) + Distance*(-0.00054760923) + 0.89266956))
10,12,0.60566247,C_in * ((((C_in * -9.7278e-5) + -0.019553034) * sqrt(Distance)) + 1.0147176),0.28846368757392216,C_in*(sqrt(Distance)*(-9.7278e-5*C_in - 0.019553034) + 1.0147176),PySRFunction(X=>C_in*(sqrt(Distance)*(-9.7278e-5*C_in - 0.019553034) + 1.0147176))
11,14,0.44788262,C_in * ((sqrt(C_in + Distance) * -0.02457412) + ((Area * 0.0042120474) + 0.91255516)),0.15089583077206278,C_in*(0.0042120474*Area - 0.02457412*sqrt(C_in + Distance) + 0.91255516),PySRFunction(X=>C_in*(0.0042120474*Area - 0.02457412*sqrt(C_in + Distance) + 0.91255516))
12,15,0.30669332,(((sqrt(Distance) + inv(V_in)) * -0.023143336) + ((Area * 0.004816161) + 0.8950238)) * C_in,0.3786828985143429,C_in*(0.004816161*Area - 0.023143336*sqrt(Distance) + 0.8950238 - 0.023143336/V_in),PySRFunction(X=>C_in*(0.004816161*Area - 0.023143336*sqrt(Distance) + 0.8950238 - 0.023143336/V_in))
13,16,0.2821614,C_in * ((((C_in * -0.070676185) - sqrt(Distance)) * ((Area * -0.00013553498) + 0.028085988)) + 1.0738819),0.08336904300240291,C_in*((0.028085988 - 0.00013553498*Area)*(-0.070676185*C_in - sqrt(Distance)) + 1.0738819),PySRFunction(X=>C_in*((0.028085988 - 0.00013553498*Area)*(-0.070676185*C_in - sqrt(Distance)) + 1.0738819))
14,18,0.23175652,C_in * ((0.89568424 + (sqrt(Distance) * (((-0.04666879 / V_in) / Area) + -0.019641943))) + (Area * 0.0031742628)),0.09839595491214079,C_in*(0.0031742628*Area + sqrt(Distance)*(-0.019641943 - 0.04666879/(Area*V_in)) + 0.89568424),PySRFunction(X=>C_in*(0.0031742628*Area + sqrt(Distance)*(-0.019641943 - 0.04666879/(Area*V_in)) + 0.89568424))
15,20,0.20312417,(((Area * 0.003093888) + 0.9533874) + ((((-0.03512255 / V_in) / Area) + -0.021878883) * sqrt(Distance + C_in))) * C_in,0.06593493544662148,C_in*(0.003093888*Area + (-0.021878883 - 0.03512255/(Area*V_in))*sqrt(C_in + Distance) + 0.9533874),PySRFunction(X=>C_in*(0.003093888*Area + (-0.021878883 - 0.03512255/(Area*V_in))*sqrt(C_in + Distance) + 0.9533874))
16,22,0.1959404,(((((Area * -0.13073076) + sqrt(Distance + C_in)) * (((-0.04030309 / V_in) / Area) + -0.021546312)) + 0.94758224) * C_in) - -0.08090322,0.018003467783068702,C_in*((-0.021546312 - 0.04030309/(Area*V_in))*(-0.13073076*Area + sqrt(C_in + Distance)) + 0.94758224) + 0.08090322,PySRFunction(X=>C_in*((-0.021546312 - 0.04030309/(Area*V_in))*(-0.13073076*Area + sqrt(C_in + Distance)) + 0.94758224) + 0.08090322)
17,24,0.19397901,((((((-0.044004526 / V_in) / Area) + -0.021238381) * ((Area * -0.13181302) + (sqrt(Distance + C_in) + -1.7497355))) + 0.9033114) * C_in) + 0.08291054,0.005030287011113217,C_in*((-0.021238381 - 0.044004526/(Area*V_in))*(-0.13181302*Area + sqrt(C_in + Distance) - 1.7497355) + 0.9033114) + 0.08291054,PySRFunction(X=>C_in*((-0.021238381 - 0.044004526/(Area*V_in))*(-0.13181302*Area + sqrt(C_in + Distance) - 1.7497355) + 0.9033114) + 0.08291054)
