,Loss
0,19.583521290187473
1,13.981677370278142
2,13.736567728285937
3,13.705653925866532
4,13.631364417291675
5,13.627370373416822
6,13.566800674893516
7,13.451426308508934
8,13.505167215390246
9,13.567131605821825
10,13.448724916103679
11,13.596693567550805
12,13.417102349529058
13,13.482829607667504
14,13.468491099482351
15,13.384063028854266
16,13.409171894294166
17,13.374398395282382
18,13.510584208357901
19,13.357399741612511
20,13.429873464179469
21,13.331659914050688
22,13.387939394994076
23,13.379268462417054
24,13.443170429788294
25,13.342645587296234
26,13.282387261339696
27,13.38260940850336
28,13.348187308245139
29,13.400052006406492
30,13.365252683862591
31,13.340585902224527
32,13.347211345063226
33,13.21505233993941
34,13.349999655867387
35,13.318913231890907
36,13.472438762818678
37,13.321508740946788
38,13.392210654285853
39,13.31560100681656
40,13.329958243005425
41,13.265132826801771
42,13.24007266217668
43,13.381032584876813
44,13.21017295232393
45,13.230844191075699
46,13.241098810764928
47,13.294461031256553
48,13.304427252976017
49,13.210019967909064
50,13.23964441059167
51,13.240866526419241
52,13.309859498281648
53,13.17583873245568
54,13.279479165555681
55,13.233641742199914
56,13.197591412905222
57,13.27961738107633
58,13.30497838547865
59,13.214875879396708
60,13.25976017120799
61,13.357241606981997
62,13.201638813717679
63,13.308420408044249
64,13.228233442888156
