,Loss
0,9.109316681815072
1,3.683958594700355
2,3.4960132462955382
3,3.4384180198610212
4,3.42281631034488
5,3.4081642081598944
6,3.3603600573619055
7,3.309679109652976
8,3.3403732725841175
9,3.3607464934576385
10,3.3097973357516945
11,3.339381232244407
12,3.2844838001930183
13,3.3245325388047604
14,3.3038507563637163
15,3.283366464410683
16,3.286629123621492
17,3.267876502437698
18,3.3183990262299656
19,3.275794255468684
20,3.288494806357898
21,3.247513204422925
22,3.2512409893249212
23,3.2632652423293247
24,3.28417870796551
25,3.2549027028600097
26,3.2111938929725867
27,3.2810980395723237
28,3.253433354451908
29,3.280041877930232
30,3.270624906234327
31,3.239519889278256
32,3.2521041126270465
33,3.198661996623552
34,3.2628855727385715
35,3.2586819795481157
36,3.321374477216873
37,3.2290256664869905
38,3.286197258486509
39,3.248432523466299
40,3.250900622790385
41,3.2500349787282774
42,3.2187793853285003
43,3.2772530666113457
44,3.2012149455690766
