,Loss
0,33.87288304185544
1,27.42667506808971
2,27.094957593218616
3,27.081356854086966
4,26.980879778302775
5,26.95654850553941
6,26.90580170602967
7,26.699127442529196
8,26.783497950215985
9,26.88092267712164
10,26.694290458096102
11,26.91759208151228
12,26.64238780941993
13,26.719726291400846
14,26.75040457517764
15,26.59953466405626
16,26.627841902608075
17,26.600733397541255
18,26.775244527875184
19,26.550554778889992
20,26.664878426593454
21,26.537740811769503
22,26.672528152466892
23,26.58688060729932
24,26.702903622621697
25,26.577030792791845
26,26.44493301003614
27,26.573658031708277
28,26.54566796056712
29,26.59538622361867
30,26.593373535543414
31,26.523488833987738
32,26.50991385736943
33,26.34493326837795
34,26.59546321622793
35,26.49710146885841
36,26.702615784771048
37,26.525629554108885
38,26.592670999184456
39,26.46612378384479
40,26.503708711643135
41,26.387579550504224
42,26.406449386754694
43,26.577116019351514
44,26.340560143988405
45,26.36904885630296
46,26.37782757329673
47,26.452403847504364
48,26.45649278549818
49,26.348375198186094
50,26.394103306757238
51,26.397299705967644
52,26.44583323904694
53,26.261854011238057
54,26.433209608966678
55,26.401796753870535
56,26.341855536535167
57,26.410166082880572
58,26.461831784218635
59,26.346474450766298
60,26.39943310758124
61,26.568067666076942
62,26.305431596172347
63,26.474914617774395
64,26.311205436269166
