,Loss
0,14.47588137512876
1,9.02923053964514
2,8.81074409655393
3,8.77603262899562
4,8.719509972208149
5,8.725917505381592
6,8.669054822082794
7,8.574454636281281
8,8.618945777322704
9,8.65613876015125
10,8.576631224642254
11,8.683492555392489
12,8.543565566107068
13,8.604694283805323
14,8.58172893481609
15,8.520723001871973
16,8.541391477457807
17,8.51032682768477
18,8.619017163572407
19,8.50607763447802
20,8.551819711375316
21,8.479178243753795
22,8.512124529778403
23,8.51346687426135
24,8.555398052333821
25,8.483580231018253
26,8.422498851406507
27,8.517045815481092
28,8.491527522767639
29,8.52902212152763
30,8.515265978138615
31,8.47767131243809
32,8.503440590635073
33,8.386236542698613
34,8.495611762823104
35,8.488996240249925
36,8.61304402374239
37,8.46535992957088
38,8.533523115063542
39,8.480246019355887
40,8.487159656930318
41,8.454929891362656
42,8.418607917244676
43,8.538875029515802
44,8.395256521294806
