,complexity,loss,equation,score,sympy_format,lambda_format
0,1,47.712044,5.5129924,0.0,5.51299240000000,PySRFunction(X=>5.51299240000000)
1,2,42.07865,sqrt(C_in),0.12564337461599376,sqrt(C_in),PySRFunction(X=>sqrt(C_in))
2,3,21.569292,C_in * 0.49284282,0.6682698496691939,C_in*0.49284282,PySRFunction(X=>C_in*0.49284282)
3,5,21.289635,exp(log(C_in) * 0.79072523),0.006525150968655328,C_in**0.79072523,PySRFunction(X=>C_in**0.79072523)
4,6,20.895834,(log(Area) * C_in) * 0.13856271,0.018670525600938858,0.13856271*C_in*log(Area),PySRFunction(X=>0.13856271*C_in*log(Area))
5,7,15.37661,C_in * ((Distance * -0.00051884097) + 0.7776433),0.3067022853008749,C_in*(0.7776433 + Distance*(-0.00051884097)),PySRFunction(X=>C_in*(0.7776433 + Distance*(-0.00051884097)))
6,8,14.965473,C_in * (0.98165756 - (sqrt(Distance) * 0.022067431)),0.02710177576909333,C_in*(0.98165756 - 0.022067431*sqrt(Distance)),PySRFunction(X=>C_in*(0.98165756 - 0.022067431*sqrt(Distance)))
7,10,14.735667,((C_in * 0.022030963) * (43.183258 - sqrt(Distance))) + 0.65722626,0.0077374331753070165,0.022030963*C_in*(43.183258 - sqrt(Distance)) + 0.65722626,PySRFunction(X=>0.022030963*C_in*(43.183258 - sqrt(Distance)) + 0.65722626)
8,11,14.478678,(((44.944756 - sqrt(Distance)) * C_in) * 0.003578263) * sqrt(Area),0.01759379709066746,0.003578263*sqrt(Area)*C_in*(44.944756 - sqrt(Distance)),PySRFunction(X=>0.003578263*sqrt(Area)*C_in*(44.944756 - sqrt(Distance)))
9,12,14.096289,(((C_in * -0.11550937) - sqrt(Distance)) + 48.855103) * (C_in * 0.022053594),0.026765513193278953,0.022053594*C_in*(-0.11550937*C_in - sqrt(Distance) + 48.855103),PySRFunction(X=>0.022053594*C_in*(-0.11550937*C_in - sqrt(Distance) + 48.855103))
10,14,13.736944,(C_in * 0.022119677) * (((C_in / Area) * -3.655283) + (48.72712 - sqrt(Distance))),0.012911362750269514,0.022119677*C_in*(-sqrt(Distance) + 48.72712 - 3.655283*C_in/Area),PySRFunction(X=>0.022119677*C_in*(-sqrt(Distance) + 48.72712 - 3.655283*C_in/Area))
11,16,13.604308,(inv(C_in - (square(Area) * V_in)) + 0.024316575) * (C_in * (45.485085 - sqrt(Distance))),0.00485116923236109,C_in*(0.024316575 + 1/(-Area**2*V_in + C_in))*(45.485085 - sqrt(Distance)),PySRFunction(X=>C_in*(0.024316575 + 1/(-Area**2*V_in + C_in))*(45.485085 - sqrt(Distance)))
12,18,13.579125,((45.32479 - sqrt(Distance)) * (inv(C_in - (square(Area + -0.93395555) * V_in)) + 0.02478897)) * C_in,0.0009264101117881477,C_in*(0.02478897 + 1/(C_in - V_in*(Area - 0.93395555)**2))*(45.32479 - sqrt(Distance)),PySRFunction(X=>C_in*(0.02478897 + 1/(C_in - V_in*(Area - 0.93395555)**2))*(45.32479 - sqrt(Distance)))
13,20,13.57088,((45.32479 - sqrt(Distance)) * (inv(C_in - (square(-0.88764125 + Area) * V_in)) + 0.02478897)) * (C_in - 0.29875413),0.00030368319466090904,(0.02478897 + 1/(C_in - V_in*(Area - 0.88764125)**2))*(45.32479 - sqrt(Distance))*(C_in - 0.29875413),PySRFunction(X=>(0.02478897 + 1/(C_in - V_in*(Area - 0.88764125)**2))*(45.32479 - sqrt(Distance))*(C_in - 0.29875413))
14,21,13.542002,(((C_in - 1.6242352) * (inv(C_in - ((Area * V_in) * Area)) + 0.02603082)) * (43.55749 - sqrt(Distance))) + 0.9522014,0.0021302059235282257,(0.02603082 + 1/(-Area**2*V_in + C_in))*(43.55749 - sqrt(Distance))*(C_in - 1.6242352) + 0.9522014,PySRFunction(X=>(0.02603082 + 1/(-Area**2*V_in + C_in))*(43.55749 - sqrt(Distance))*(C_in - 1.6242352) + 0.9522014)
15,23,13.452738,((inv(C_in - ((V_in * (Area - 3.8459437)) * Area)) + 0.028217811) * ((42.31725 - sqrt(Distance)) * (C_in - 2.2456906))) + 1.2352664,0.003306730324171915,(0.028217811 + 1/(-Area*V_in*(Area - 3.8459437) + C_in))*(42.31725 - sqrt(Distance))*(C_in - 2.2456906) + 1.2352664,PySRFunction(X=>(0.028217811 + 1/(-Area*V_in*(Area - 3.8459437) + C_in))*(42.31725 - sqrt(Distance))*(C_in - 2.2456906) + 1.2352664)
16,25,13.449525,(((42.304943 - sqrt(Distance)) * (inv(C_in - ((Area - 3.7158444) * (V_in * (Area - V_in)))) + 0.028275508)) * (C_in - 2.2743278)) + 1.2482653,0.00011943233233865476,(0.028275508 + 1/(C_in - V_in*(Area - 3.7158444)*(Area - V_in)))*(42.304943 - sqrt(Distance))*(C_in - 2.2743278) + 1.2482653,PySRFunction(X=>(0.028275508 + 1/(C_in - V_in*(Area - 3.7158444)*(Area - V_in)))*(42.304943 - sqrt(Distance))*(C_in - 2.2743278) + 1.2482653)
