,complexity,loss,equation,score,sympy_format,lambda_format
0,1,203.1971,7.5189333,0.0,7.51893330000000,PySRFunction(X=>7.51893330000000)
1,3,152.46985,C_in * 0.6788747,0.1436047861828513,C_in*0.6788747,PySRFunction(X=>C_in*0.6788747)
2,5,152.12053,(C_in + 1.2603285) * 0.6424843,0.0011468522188719155,(C_in + 1.2603285)*0.6424843,PySRFunction(X=>(C_in + 1.2603285)*0.6424843)
3,6,141.83588,C_in / exp(Distance * 0.0008475555),0.0700025526147214,C_in/exp(Distance*0.0008475555),PySRFunction(X=>C_in/exp(Distance*0.0008475555))
4,7,140.64998,C_in / exp(Distance / square(Area)),0.008396221791861832,C_in/exp(Distance/(Area**2)),PySRFunction(X=>C_in/exp(Distance/(Area**2)))
5,8,140.02129,C_in / exp(Distance * (0.02924375 / Area)),0.004479910262724905,C_in/exp(Distance*0.02924375/Area),PySRFunction(X=>C_in/exp(Distance*0.02924375/Area))
6,9,138.97035,C_in / (((Distance / Area) * 0.053485185) + 0.7832823),0.007533881451690078,C_in/(0.7832823 + Distance*0.053485185/Area),PySRFunction(X=>C_in/(0.7832823 + Distance*0.053485185/Area))
7,10,138.81157,C_in / square((Distance * (0.023387155 / Area)) + 0.8993374),0.0011431990771215,C_in/((0.8993374 + Distance*0.023387155/Area)**2),PySRFunction(X=>C_in/((0.8993374 + Distance*0.023387155/Area)**2))
8,11,138.51076,C_in / ((((Distance + C_in) / Area) * 0.052416526) + 0.7398365),0.0021693898069726817,C_in/(0.7398365 + (C_in + Distance)*0.052416526/Area),PySRFunction(X=>C_in/(0.7398365 + (C_in + Distance)*0.052416526/Area))
9,12,138.28323,C_in / exp((Distance * 0.020475926) / (Area - (C_in * 0.20711796))),0.0016440389565434894,C_in/exp(Distance*0.020475926/(Area - 0.20711796*C_in)),PySRFunction(X=>C_in/exp(Distance*0.020475926/(Area - 0.20711796*C_in)))
10,13,137.12857,C_in / ((Distance * (0.035680953 / (Area - (C_in * 0.22875293)))) + 0.80297834),0.008385020287434295,C_in/(Distance*0.035680953/(Area - 0.22875293*C_in) + 0.80297834),PySRFunction(X=>C_in/(Distance*0.035680953/(Area - 0.22875293*C_in) + 0.80297834))
11,14,136.5219,C_in / (((Distance * 0.042125393) / (Area - square(C_in * 0.050382644))) + 0.7910416),0.0044339115800219415,C_in/(Distance*0.042125393/(Area - 0.00253841081643074*C_in**2) + 0.7910416),PySRFunction(X=>C_in/(Distance*0.042125393/(Area - 0.00253841081643074*C_in**2) + 0.7910416))
12,16,136.34943,(C_in + -0.7247969) / (((Distance * 0.04129414) / (Area - square(C_in * 0.051800225))) - -0.7559705),0.0006320562257930921,(C_in - 0.7247969)/(Distance*0.04129414/(Area - 0.00268326331005062*C_in**2) - 1*(-0.7559705)),PySRFunction(X=>(C_in - 0.7247969)/(Distance*0.04129414/(Area - 0.00268326331005062*C_in**2) - 1*(-0.7559705)))
13,18,136.31865,(-0.7247969 + C_in) / (((Distance * 0.04129414) / (Area - square(-0.097336926 + (C_in * 0.051800225)))) - -0.7559705),0.0001128845009315688,(C_in - 0.7247969)/(Distance*0.04129414/(Area - (C_in*0.051800225 - 0.097336926)**2) - 1*(-0.7559705)),PySRFunction(X=>(C_in - 0.7247969)/(Distance*0.04129414/(Area - (C_in*0.051800225 - 0.097336926)**2) - 1*(-0.7559705)))
14,19,136.26611,log(V_in) + ((-0.46789557 + C_in) / (((0.040739726 * Distance) / (Area - square(C_in * 0.04968124))) + 0.76955277)),0.000385494777115527,(C_in - 0.46789557)/(0.040739726*Distance/(Area - 0.0024682256079376*C_in**2) + 0.76955277) + log(V_in),PySRFunction(X=>(C_in - 0.46789557)/(0.040739726*Distance/(Area - 0.0024682256079376*C_in**2) + 0.76955277) + log(V_in))
15,20,135.29112,(C_in - -26.96689) * (C_in / (((exp(C_in / 8.210928) + (C_in * Distance)) / (Area * 10.532253)) + 41.792366)),0.007180763992012682,C_in*(C_in - 1*(-26.96689))/(41.792366 + (C_in*Distance + exp(C_in/8.210928))/((Area*10.532253))),PySRFunction(X=>C_in*(C_in - 1*(-26.96689))/(41.792366 + (C_in*Distance + exp(C_in/8.210928))/((Area*10.532253))))
16,22,134.29562,((C_in - -28.171984) * C_in) / (((C_in * (Distance + exp(41.96968 / (Area * V_in)))) / (Area * 10.970584)) + 41.236443),0.0036927058241089015,C_in*(C_in - 1*(-28.171984))/(C_in*(Distance + exp(41.96968/((Area*V_in))))/((Area*10.970584)) + 41.236443),PySRFunction(X=>C_in*(C_in - 1*(-28.171984))/(C_in*(Distance + exp(41.96968/((Area*V_in))))/((Area*10.970584)) + 41.236443))
17,24,134.26303,(C_in * (C_in - -28.109396)) / (((((Distance + exp(42.3182 / (Area * V_in))) * C_in) / (10.972253 * Area)) + 41.120945) - V_in),0.00012135151915606716,C_in*(C_in - 1*(-28.109396))/(-V_in + 41.120945 + C_in*(Distance + exp(42.3182/((Area*V_in))))/((10.972253*Area))),PySRFunction(X=>C_in*(C_in - 1*(-28.109396))/(-V_in + 41.120945 + C_in*(Distance + exp(42.3182/((Area*V_in))))/((10.972253*Area))))
18,25,133.20062,(C_in / (((exp(square(2.1086605 / (V_in * (Area / 10.433612)))) + (C_in * Distance)) / (Area * 10.148906)) + 46.211346)) * (C_in - -32.300476),0.007944373657186162,C_in*(C_in - 1*(-32.300476))/(46.211346 + (C_in*Distance + exp(484.041602749908/(Area**2*V_in**2)))/((Area*10.148906))),PySRFunction(X=>C_in*(C_in - 1*(-32.300476))/(46.211346 + (C_in*Distance + exp(484.041602749908/(Area**2*V_in**2)))/((Area*10.148906))))
