,Loss
0,84.69952431371252
1,73.54056406061058
2,72.82837855255022
3,72.89740104900707
4,72.7757477887694
5,72.6581229176753
6,72.5768229393576
7,72.17194554396302
8,72.33057105046936
9,72.45656283315208
10,72.053830336903
11,72.55483591688841
12,71.99088768852992
13,72.11937426161495
14,72.18423266353966
15,71.95160036012257
16,71.86673604341223
17,71.9325731193225
18,72.26650160395977
19,71.81877203970556
20,72.03516794937867
21,71.82598660746598
22,72.22897124343629
23,71.8875626175917
24,72.12898342732035
25,71.88418582154137
26,71.58215383529935
27,71.89312104756485
28,71.77606984928
29,71.85500211021791
30,71.93704729967978
31,71.71758615829141
32,71.70755388940417
33,71.40031028370491
34,71.91599998129144
35,71.6919134877073
36,71.99377208059614
37,71.68786579916018
38,71.9507838194265
39,71.62922869693787
40,71.70934313992782
41,71.31304977370581
42,71.64261751994859
43,71.8702219945367
44,71.476514401877
45,71.53380814236921
46,71.50278499201383
47,71.61238030672997
48,71.64416524041752
49,71.41039005019877
50,71.60821386464922
51,71.59882718867223
52,71.52749573028028
