,Loss
0,65.41543775635391
1,56.1946843058017
2,55.62025315905204
3,55.663962509973715
4,55.54636748612959
5,55.459942978404804
6,55.39890130996928
7,55.05958720354936
8,55.198439840615826
9,55.31368116830435
10,54.98455003259166
11,55.379113929561136
12,54.92424398398847
13,55.034926595345915
14,55.0926024262297
15,54.87980686890471
16,54.83146715821503
17,54.87101762541884
18,55.141835874290074
19,54.78097302412738
20,54.981049001079946
21,54.78396680560906
22,55.090946984593586
23,54.83539271898713
24,55.04234049754651
25,54.83726851387478
26,54.601460550300565
27,54.83748172283664
28,54.74577241046756
29,54.82109276359134
30,54.86437329267642
31,54.72073709473721
32,54.69261591093259
33,54.45156149386165
34,54.86974653993593
35,54.67785558829401
36,54.95808520500198
37,54.697519622484386
38,54.86182822718794
39,54.62004622088116
40,54.69281665687901
41,54.38711840992471
42,54.596507649028595
43,54.79640237413885
44,54.47734914564783
45,54.518133954904734
46,54.49215653234033
47,54.60386345811127
48,54.605046733435614
49,54.44621542338344
50,54.58269019302461
51,54.5957587644992
52,54.5502961651765
