,complexity,loss,equation,score,sympy_format,lambda_format
0,1,49.15761,6.21725,0.0,6.21725000000000,PySRFunction(X=>6.21725000000000)
1,2,45.14168,sqrt(C_in),0.08522567851215793,sqrt(C_in),PySRFunction(X=>sqrt(C_in))
2,3,11.86775,C_in / 1.7505372,1.3359813510844152,C_in/1.7505372,PySRFunction(X=>C_in/1.7505372)
3,4,11.867748,0.5712238 / inv(C_in),1.6852395500240632e-07,0.5712238/(1/C_in),PySRFunction(X=>0.5712238/(1/C_in))
4,5,11.747098,(C_in / 1.8186389) - -0.47639135,0.010218237271382083,C_in/1.8186389 - 1*(-0.47639135),PySRFunction(X=>C_in/1.8186389 - 1*(-0.47639135))
5,6,11.489488,0.6502011 / (inv(C_in) + 0.0036954198),0.02217370098206015,0.6502011/(0.0036954198 + 1/C_in),PySRFunction(X=>0.6502011/(0.0036954198 + 1/C_in))
6,7,1.8031954,(514.87384 / (Distance + 454.65378)) * C_in,1.8518722171007231,514.87384*C_in/(Distance + 454.65378),PySRFunction(X=>514.87384*C_in/(Distance + 454.65378))
7,8,1.7509655,C_in / square((Distance * -0.00081013906) + -0.95988446),0.029392963196946904,C_in/((Distance*(-0.00081013906) - 0.95988446)**2),PySRFunction(X=>C_in/((Distance*(-0.00081013906) - 0.95988446)**2))
8,9,0.89573544,(C_in * 14.592896) / ((Distance / Area) + 12.883786),0.6702775275472517,C_in*14.592896/(12.883786 + Distance/Area),PySRFunction(X=>C_in*14.592896/(12.883786 + Distance/Area))
9,10,0.80920506,C_in / square(((Distance / Area) / -36.319393) + -0.95994776),0.10159274315414021,C_in/((-0.95994776 + Distance/((-36.319393)*Area))**2),PySRFunction(X=>C_in/((-0.95994776 + Distance/((-36.319393)*Area))**2))
10,12,0.7305338,C_in / square(((Distance / (Area + 11.30302)) / -26.356985) + -0.9517207),0.05113842928243141,C_in/((Distance/((-26.356985)*(Area + 11.30302)) - 0.9517207)**2),PySRFunction(X=>C_in/((Distance/((-26.356985)*(Area + 11.30302)) - 0.9517207)**2))
11,13,0.7259978,C_in / square((Distance / ((exp(V_in) + Area) / -0.02920631)) + -0.9522512),0.006228515281473732,C_in/((Distance/(((Area + exp(V_in))/(-0.02920631))) - 0.9522512)**2),PySRFunction(X=>C_in/((Distance/(((Area + exp(V_in))/(-0.02920631))) - 0.9522512)**2))
12,14,0.60586566,C_in / square((Distance / ((Area + (V_in / 0.077076785)) / -0.033409007)) + -0.958119),0.18088870619152247,C_in/((Distance/(((Area + V_in/0.077076785)/(-0.033409007))) - 0.958119)**2),PySRFunction(X=>C_in/((Distance/(((Area + V_in/0.077076785)/(-0.033409007))) - 0.958119)**2))
13,16,0.52969116,(C_in + -0.5928576) / square((Distance / (((V_in / 0.06402043) + Area) / -0.034586377)) + -0.9385944),0.06718207930307046,(C_in - 0.5928576)/((Distance/(((Area + V_in/0.06402043)/(-0.034586377))) - 0.9385944)**2),PySRFunction(X=>(C_in - 0.5928576)/((Distance/(((Area + V_in/0.06402043)/(-0.034586377))) - 0.9385944)**2))
14,18,0.52495545,((C_in + -1.0046837) / square((Distance / (((V_in / 0.06642707) + Area) / -0.035204977)) + -0.9352111)) + 0.33345848,0.004490358935657767,(C_in - 1.0046837)/((Distance/(((Area + V_in/0.06642707)/(-0.035204977))) - 0.9352111)**2) + 0.33345848,PySRFunction(X=>(C_in - 1.0046837)/((Distance/(((Area + V_in/0.06642707)/(-0.035204977))) - 0.9352111)**2) + 0.33345848)
15,19,0.47774047,C_in / (inv(C_in) + (square((Distance / (((V_in / 0.06478726) + Area) / -0.043564465)) + -0.62321913) - -0.5027126)),0.09424576659814689,C_in/((Distance/(((Area + V_in/0.06478726)/(-0.043564465))) - 0.62321913)**2 - 1*(-0.5027126) + 1/C_in),PySRFunction(X=>C_in/((Distance/(((Area + V_in/0.06478726)/(-0.043564465))) - 0.62321913)**2 - 1*(-0.5027126) + 1/C_in))
16,21,0.47400522,C_in / (inv(C_in + 0.79558176) + (square((Distance / (((V_in / 0.06478726) + Area) / -0.043564465)) + -0.62321913) - -0.5027126)),0.003924650478691625,C_in/((Distance/(((Area + V_in/0.06478726)/(-0.043564465))) - 0.62321913)**2 - 1*(-0.5027126) + 1/(C_in + 0.79558176)),PySRFunction(X=>C_in/((Distance/(((Area + V_in/0.06478726)/(-0.043564465))) - 0.62321913)**2 - 1*(-0.5027126) + 1/(C_in + 0.79558176)))
17,22,0.47201446,C_in / (inv(C_in + inv(C_in)) + (square((Distance / (((V_in / 0.06478726) + Area) / -0.043564465)) + -0.62321913) - -0.5027126)),0.004208713583149896,C_in/((Distance/(((Area + V_in/0.06478726)/(-0.043564465))) - 0.62321913)**2 - 1*(-0.5027126) + 1/(C_in + 1/C_in)),PySRFunction(X=>C_in/((Distance/(((Area + V_in/0.06478726)/(-0.043564465))) - 0.62321913)**2 - 1*(-0.5027126) + 1/(C_in + 1/C_in)))
18,24,0.4711918,C_in / (inv(C_in + inv(C_in / V_in)) + (square((Distance / ((Area + (V_in / 0.06478726)) / -0.043564465)) + -0.62321913) - -0.5027126)),0.0008721954502358903,C_in/((Distance/(((Area + V_in/0.06478726)/(-0.043564465))) - 0.62321913)**2 - 1*(-0.5027126) + 1/(C_in + V_in/C_in)),PySRFunction(X=>C_in/((Distance/(((Area + V_in/0.06478726)/(-0.043564465))) - 0.62321913)**2 - 1*(-0.5027126) + 1/(C_in + V_in/C_in)))
19,25,0.46681836,((C_in / (square((Distance / ((Area + (V_in / 0.06590485)) / -0.07056475)) + -0.9082153) + (inv(C_in * 0.22368741) + 1.2441342))) - -0.114165865) * 2.3924427,0.00932499855057345,(C_in/((Distance/(((Area + V_in/0.06590485)/(-0.07056475))) - 0.9082153)**2 + 1.2441342 + 4.47052429101844/C_in) - 1*(-0.114165865))*2.3924427,PySRFunction(X=>(C_in/((Distance/(((Area + V_in/0.06590485)/(-0.07056475))) - 0.9082153)**2 + 1.2441342 + 4.47052429101844/C_in) - 1*(-0.114165865))*2.3924427)
