,complexity,loss,equation,score,sympy_format,lambda_format
0,1,57.397312,5.56491,0.0,5.56491000000000,PySRFunction(X=>5.56491000000000)
1,2,51.86936,sqrt(C_in),0.10126922321216947,sqrt(C_in),PySRFunction(X=>sqrt(C_in))
2,3,30.75035,C_in / 2.0098598,0.5228268734469619,C_in/2.0098598,PySRFunction(X=>C_in/2.0098598)
3,5,30.4927,(C_in + 1.4927579) * 0.46632287,0.0042070327989553,(C_in + 1.4927579)*0.46632287,PySRFunction(X=>(C_in + 1.4927579)*0.46632287)
4,6,29.996176,log(Area) * (C_in * 0.13996346),0.016417403832738996,0.13996346*C_in*log(Area),PySRFunction(X=>0.13996346*C_in*log(Area))
5,7,29.867554,((-7.539546 / Area) + 0.71981126) * C_in,0.004297166178047027,C_in*(0.71981126 - 7.539546/Area),PySRFunction(X=>C_in*(0.71981126 - 7.539546/Area))
6,8,28.535557,(Area * C_in) / (Area + sqrt(Distance)),0.045621817006857725,Area*C_in/(Area + sqrt(Distance)),PySRFunction(X=>Area*C_in/(Area + sqrt(Distance)))
7,9,23.40951,Area * (C_in / (Area + (Distance / 12.596096))),0.1980085736282315,Area*C_in/(Area + Distance/12.596096),PySRFunction(X=>Area*C_in/(Area + Distance/12.596096))
8,11,23.173416,Area * (C_in / (Area + ((C_in + Distance) / 13.773338))),0.005068295228182597,Area*C_in/(Area + (C_in + Distance)/13.773338),PySRFunction(X=>Area*C_in/(Area + (C_in + Distance)/13.773338))
9,12,23.120995,(Area * C_in) / (Area + (Distance / (15.237982 - inv(V_in)))),0.0022646803911008685,Area*C_in/(Area + Distance/(15.237982 - 1/V_in)),PySRFunction(X=>Area*C_in/(Area + Distance/(15.237982 - 1/V_in)))
10,13,22.8259,C_in * (Area / ((Distance / (17.443233 - (C_in / 8.548163))) + Area)),0.012845223057578872,Area*C_in/(Area + Distance/(17.443233 - C_in/8.548163)),PySRFunction(X=>Area*C_in/(Area + Distance/(17.443233 - C_in/8.548163)))
11,14,22.740871,(C_in * Area) / (Area + ((Distance / 14.870526) + exp(C_in / Area))),0.0037320660133038108,Area*C_in/(Area + Distance/14.870526 + exp(C_in/Area)),PySRFunction(X=>Area*C_in/(Area + Distance/14.870526 + exp(C_in/Area)))
12,15,22.688969,Area * ((C_in / (Area + (Distance / (19.93372 - (C_in / 6.737785))))) + -0.010677241),0.002284930899219535,Area*(C_in/(Area + Distance/(19.93372 - C_in/6.737785)) - 0.010677241),PySRFunction(X=>Area*(C_in/(Area + Distance/(19.93372 - C_in/6.737785)) - 0.010677241))
13,16,22.638063,C_in * ((inv((C_in + 8.392028) - Distance) + Area) / (Area + (Distance / 13.856798))),0.002246166102507719,C_in*(Area + 1/(C_in - Distance + 8.392028))/(Area + Distance/13.856798),PySRFunction(X=>C_in*(Area + 1/(C_in - Distance + 8.392028))/(Area + Distance/13.856798))
14,17,22.551744,C_in * (Area / (((Distance + (Distance / ((Area * V_in) + -6.043432))) / 15.882281) + Area)),0.0038202909334286326,Area*C_in/(Area + (Distance + Distance/(Area*V_in - 6.043432))/15.882281),PySRFunction(X=>Area*C_in/(Area + (Distance + Distance/(Area*V_in - 6.043432))/15.882281))
15,18,22.194185,C_in * (Area / (Area + (square(-3.3073127 / ((Area * V_in) + -6.038644)) + (Distance / 14.152166)))),0.015982084574456087,Area*C_in/(Area + Distance/14.152166 + 10.9383172955813/(Area*V_in - 6.038644)**2),PySRFunction(X=>Area*C_in/(Area + Distance/14.152166 + 10.9383172955813/(Area*V_in - 6.038644)**2))
16,20,21.926834,(C_in * (Area + inv(C_in + (8.391901 - Distance)))) / (Area + (Distance / (17.445059 - (C_in / 8.549154)))),0.006059567033604153,C_in*(Area + 1/(C_in - Distance + 8.391901))/(Area + Distance/(17.445059 - C_in/8.549154)),PySRFunction(X=>C_in*(Area + 1/(C_in - Distance + 8.391901))/(Area + Distance/(17.445059 - C_in/8.549154)))
17,21,21.926529,((Area + inv(C_in + (8.391901 - Distance))) / (Area + (Distance / (17.445059 - (C_in / inv(0.11848892)))))) * C_in,1.3909993630611594e-05,C_in*(Area + 1/(C_in - Distance + 8.391901))/(Area + Distance/(17.445059 - C_in/8.43960768652461)),PySRFunction(X=>C_in*(Area + 1/(C_in - Distance + 8.391901))/(Area + Distance/(17.445059 - C_in/8.43960768652461)))
18,22,21.82881,(C_in - 0.5058133) * ((Area + inv(C_in + (8.391901 - Distance))) / (Area + (Distance / (17.66245 - (C_in / 8.549154))))),0.004466616632232683,(Area + 1/(C_in - Distance + 8.391901))*(C_in - 1*0.5058133)/(Area + Distance/(17.66245 - C_in/8.549154)),PySRFunction(X=>(Area + 1/(C_in - Distance + 8.391901))*(C_in - 1*0.5058133)/(Area + Distance/(17.66245 - C_in/8.549154)))
19,24,21.72793,C_in * (Area / (Area + (Distance / (((Distance / ((Area + 0.8367444) + (Distance / log(V_in)))) * (C_in / Area)) + 13.483037)))),0.0023160636075712023,Area*C_in/(Area + Distance/(13.483037 + C_in*Distance/(Area*(Area + Distance/log(V_in) + 0.8367444)))),PySRFunction(X=>Area*C_in/(Area + Distance/(13.483037 + C_in*Distance/(Area*(Area + Distance/log(V_in) + 0.8367444)))))
