,complexity,loss,equation,score,sympy_format,lambda_format
0,1,36.62314,5.6796446,0.0,5.67964460000000,PySRFunction(X=>5.67964460000000)
1,2,31.645554,sqrt(C_in),0.14608261627554645,sqrt(C_in),PySRFunction(X=>sqrt(C_in))
2,3,9.294411,C_in / 1.9763118,1.225184413025369,C_in/1.9763118,PySRFunction(X=>C_in/1.9763118)
3,5,8.9981365,(C_in / 2.1164901) - -0.7466954,0.016197875711038486,C_in/2.1164901 - 1*(-0.7466954),PySRFunction(X=>C_in/2.1164901 - 1*(-0.7466954))
4,6,8.820388,(log(Area) * 0.1419763) * C_in,0.019951640360870306,0.1419763*C_in*log(Area),PySRFunction(X=>0.1419763*C_in*log(Area))
5,7,1.1272982,(C_in * 448.03198) / (Distance + 440.69235),2.0572420636493214,C_in*448.03198/(Distance + 440.69235),PySRFunction(X=>C_in*448.03198/(Distance + 440.69235))
6,9,0.905345,((C_in * 406.022) / (Distance + 408.9197)) + 0.6387876,0.10963149439413218,C_in*406.022/(Distance + 408.9197) + 0.6387876,PySRFunction(X=>C_in*406.022/(Distance + 408.9197) + 0.6387876)
7,10,0.8621279,((C_in + sqrt(C_in)) * 382.58606) / (Distance + 456.61707),0.04891245099823166,(382.58606*sqrt(C_in) + 382.58606*C_in)/(Distance + 456.61707),PySRFunction(X=>(382.58606*sqrt(C_in) + 382.58606*C_in)/(Distance + 456.61707))
8,11,0.6451872,((Area * 12.776078) * C_in) / ((Area * 12.645345) + Distance),0.28986312828256144,Area*12.776078*C_in/(Area*12.645345 + Distance),PySRFunction(X=>Area*12.776078*C_in/(Area*12.645345 + Distance))
9,13,0.51221436,Area * ((C_in * (V_in + 12.237142)) / ((Area * 12.652187) + Distance)),0.11539864897434875,Area*C_in*(V_in + 12.237142)/(Area*12.652187 + Distance),PySRFunction(X=>Area*C_in*(V_in + 12.237142)/(Area*12.652187 + Distance))
10,14,0.4862292,(((exp(V_in) + Area) * 12.094085) * C_in) / ((Area * 12.560804) + Distance),0.05206309162778555,(Area + exp(V_in))*12.094085*C_in/(Area*12.560804 + Distance),PySRFunction(X=>(Area + exp(V_in))*12.094085*C_in/(Area*12.560804 + Distance))
11,15,0.42503178,((((V_in * 5.1209836) + Area) * 11.80455) * C_in) / (Distance + (Area * 12.561431)),0.1345161750687233,(Area + V_in*5.1209836)*11.80455*C_in/(Area*12.561431 + Distance),PySRFunction(X=>(Area + V_in*5.1209836)*11.80455*C_in/(Area*12.561431 + Distance))
12,16,0.40230325,(((sqrt(V_in * 59.99143) + Area) * C_in) * 10.92362) / ((Area * 12.334245) + Distance),0.05495778512792594,10.92362*C_in*(Area + 7.74541348153861*sqrt(V_in))/(12.334245*Area + Distance),PySRFunction(X=>10.92362*C_in*(Area + 7.74541348153861*sqrt(V_in))/(12.334245*Area + Distance))
13,17,0.37999302,C_in * ((((Area * 18.920578) / (Distance + (Area * 17.246113))) + (V_in * 0.083223104)) + -0.16353539),0.05705327334078092,C_in*(Area*18.920578/(Area*17.246113 + Distance) + V_in*0.083223104 - 0.16353539),PySRFunction(X=>C_in*(Area*18.920578/(Area*17.246113 + Distance) + V_in*0.083223104 - 0.16353539))
14,18,0.31455082,((((Area + 1.0557969) * 15.647323) / ((Area * 15.287176) + Distance)) + (inv(V_in) * -0.026150677)) * C_in,0.18900723121929247,C_in*((Area + 1.0557969)*15.647323/(Area*15.287176 + Distance) - 0.026150677/V_in),PySRFunction(X=>C_in*((Area + 1.0557969)*15.647323/(Area*15.287176 + Distance) - 0.026150677/V_in))
15,19,0.2600493,((-0.09034197 * sqrt(inv(V_in))) + ((Area + 3.6501427) * (17.571396 / (Distance + (Area * 17.058468))))) * C_in,0.19027442448596674,C_in*(17.571396*(Area + 3.6501427)/(17.058468*Area + Distance) - 0.09034197*sqrt(1/V_in)),PySRFunction(X=>C_in*(17.571396*(Area + 3.6501427)/(17.058468*Area + Distance) - 0.09034197*sqrt(1/V_in)))
16,20,0.2589415,C_in * ((inv(V_in) * -0.02527012) + (((Area + 3.5742376) * (19.484625 / ((Area * 18.626637) + Distance))) + -0.10340142)),0.004269060963931531,C_in*((Area + 3.5742376)*19.484625/(Area*18.626637 + Distance) - 0.10340142 - 0.02527012/V_in),PySRFunction(X=>C_in*((Area + 3.5742376)*19.484625/(Area*18.626637 + Distance) - 0.10340142 - 0.02527012/V_in))
17,21,0.2501227,C_in * ((((Area + 3.6594613) * (19.448713 / ((Area * 18.63385) + Distance))) + -0.04559746) + (sqrt(inv(V_in)) * -0.07944181)),0.0346505700021661,C_in*(19.448713*(Area + 3.6594613)/(18.63385*Area + Distance) - 0.07944181*sqrt(1/V_in) - 0.04559746),PySRFunction(X=>C_in*(19.448713*(Area + 3.6594613)/(18.63385*Area + Distance) - 0.07944181*sqrt(1/V_in) - 0.04559746))
18,23,0.24363486,(((Area + 4.043912) * (19.546387 / (((V_in + Area) * 18.561543) + Distance))) + ((inv(sqrt(V_in)) * -0.089192785) + -0.03572919)) * C_in,0.013140484206812183,C_in*(19.546387*(Area + 4.043912)/(18.561543*Area + Distance + 18.561543*V_in) - 0.03572919 - 0.089192785/sqrt(V_in)),PySRFunction(X=>C_in*(19.546387*(Area + 4.043912)/(18.561543*Area + Distance + 18.561543*V_in) - 0.03572919 - 0.089192785/sqrt(V_in)))
