,Loss
0,21.450026964581816
1,15.761981960332179
2,15.50601437631686
3,15.478270963475978
4,15.400513267383193
5,15.3910083539495
6,15.340117475652951
7,15.207423639591022
8,15.264070138182863
9,15.334202899097335
10,15.204683127191279
11,15.363417956986368
12,15.166232314422778
13,15.22976443412566
14,15.231839622650053
15,15.135159704103584
16,15.163469584218314
17,15.128948712510844
18,15.269304515614323
19,15.109802173245578
20,15.186438776844392
21,15.078123980986536
22,15.139408512535047
23,15.132535113512468
24,15.196375038241584
25,15.096584737349504
26,15.0227745120661
27,15.127189134635909
28,15.098892703696018
29,15.151727537682078
30,15.13373721384651
31,15.083979627555191
32,15.092790291924416
33,14.948442217203093
34,15.111803968652476
35,15.07691818251229
36,15.24911711925873
37,15.080156600162386
38,15.142335345132265
39,15.064499989172067
40,15.084476528773033
41,14.993047935684155
42,14.988299674238283
43,15.140978018719633
44,14.956874577832167
