,Loss
0,16.08461883946151
1,10.599009474100129
2,10.372599056699169
3,10.338594216247966
4,10.278043364485132
5,10.278732109814403
6,10.225153465750173
7,10.121646674993942
8,10.17212060246818
9,10.216935052887726
10,10.123876286744101
11,10.245531012652114
12,10.088535463766801
13,10.151276114004938
14,10.133099317933116
15,10.063612243903716
16,10.085546734587018
17,10.050681249079437
18,10.173166309062522
19,10.04630298084305
20,10.103950478729665
21,10.016977650045574
22,10.052216462075139
23,10.057571238773999
24,10.105771103095984
25,10.021172350780324
26,9.969158029271467
27,10.062462524932723
28,10.032240872170549
29,10.079951919602172
30,10.05908559889841
31,10.020378874253769
32,10.040596888281419
33,9.927497380436947
34,10.039081726961518
35,10.01898255673231
36,10.149733828465445
37,10.001061280743764
38,10.075217107294934
39,10.016372239887707
40,10.030638312038803
41,9.980147414336763
42,9.951472552389335
43,10.078520231565479
44,9.91884467513094
45,9.939502325601996
46,9.953633326593799
47,9.992903023400308
48,9.988789285143456
49,9.925283912152036
50,9.958305187181185
51,9.948149690553603
52,10.021492846335224
53,9.899932327790317
54,9.974299870466378
55,9.94939810306128
56,9.917499916756952
57,9.977129782124763
58,10.013119762704724
59,9.933788358026272
60,9.959803916971039
61,10.028123017540862
62,9.927381358983787
63,9.99382418790153
64,9.952756818766717
