,Loss
0,5.901754032308036
1,0.34422045052158273
2,0.19285603613486121
3,0.12703962774976765
4,0.09480601759880222
5,0.08118296417206622
6,0.07418047037102489
7,0.06582567356833505
8,0.06391517263299691
9,0.06225379028901161
10,0.057797147710750944
11,0.05815577735715543
12,0.05777557336992603
13,0.054304813642155586
14,0.0528643643449733
15,0.060278750265346286
16,0.05198667472085181
17,0.05096653300646144
18,0.05341413472203446
19,0.051823939801169616
20,0.05122582852401239
21,0.05053228528210549
22,0.048741862886345015
23,0.04751906928158662
24,0.0480277367175826
25,0.047061129390357136
26,0.04895076861330071
27,0.047662502198513174
28,0.04446016681395897
29,0.045705257019531945
30,0.04734343087311873
31,0.04861861359816102
32,0.045267979366546855
33,0.04763915389440561
34,0.053403890986950454
35,0.04628521332717788
36,0.04471997769613771
37,0.04420311364748639
38,0.04440798855016876
39,0.044494501138186045
40,0.053712520945249205
41,0.04446929161746999
42,0.04518934595549076
43,0.04594937318858227
44,0.04639509073620099
45,0.042043578064638695
46,0.04293124297971076
47,0.04565176846565731
48,0.042810036264673376
49,0.045660598683901085
50,0.042928579592949066
51,0.049264148822678225
52,0.046695849935639994
53,0.04079101282425652
54,0.04397676471771304
55,0.04568146646508902
56,0.05026899008158188
57,0.043582197301629086
58,0.046534554194084025
59,0.045828408126181205
60,0.041475366110214774
61,0.04651565143812799
62,0.04346121877861713
63,0.04361831209501777
64,0.052981278189835
