,Loss
0,10.248810544620527
1,4.840994664570469
2,4.6491138563441705
3,4.596434625153186
4,4.568353643023406
5,4.5625220719921975
6,4.510355492417079
7,4.448332226631653
8,4.479244669100393
9,4.504308312641714
10,4.447712225057105
11,4.4883233125104205
12,4.41452447283356
13,4.46597175838269
14,4.440461552590078
15,4.409420056920276
16,4.421333038160156
17,4.396285992469372
18,4.463779735133889
19,4.401896457596419
20,4.423278551994343
21,4.376927736331293
22,4.3826208354718466
23,4.397627873701246
24,4.4193447944413515
25,4.379275458825931
26,4.338677919093585
27,4.4098838943860725
28,4.381845640720418
29,4.418843367970964
30,4.407364436609487
31,4.373395088302678
32,4.381565743923342
33,4.315005119791669
34,4.395050259648095
35,4.381385966293992
36,4.467555677250214
37,4.354649584918184
38,4.415174625801512
39,4.375847524803715
40,4.379286498862691
41,4.369774612173094
42,4.336894447680697
43,4.410312144998922
44,4.3146512453128985
45,4.327747977055157
46,4.343209811577413
47,4.355557539843726
48,4.343383054223901
49,4.32229327018585
50,4.337339891519625
51,4.320676352527697
52,4.38568317436051
53,4.3065219699048765
54,4.347012147568726
55,4.327426545307557
56,4.315491224174111
57,4.344965344257418
58,4.354824493794033
59,4.327794019124783
60,4.339003873011491
61,4.36611398506343
62,4.332615622350938
63,4.352344283316626
64,4.33154416675226
