,complexity,loss,equation,score,sympy_format,lambda_format
0,1,36.9453,5.5150676,0.0,5.51506760000000,PySRFunction(X=>5.51506760000000)
1,2,31.406612,sqrt(C_in),0.16241999639110583,sqrt(C_in),PySRFunction(X=>sqrt(C_in))
2,3,11.015683,C_in * 0.49202728,1.0476984593082184,C_in*0.49202728,PySRFunction(X=>C_in*0.49202728)
3,5,10.746951,(C_in * 0.46014267) - -0.710866,0.012348949125134625,C_in*0.46014267 - 1*(-0.710866),PySRFunction(X=>C_in*0.46014267 - 1*(-0.710866))
4,6,10.61053,(C_in + sqrt(C_in)) * 0.41206488,0.012775182183758059,0.41206488*sqrt(C_in) + 0.41206488*C_in,PySRFunction(X=>0.41206488*sqrt(C_in) + 0.41206488*C_in)
5,7,4.3645186,exp(sqrt(Distance) * -0.034144748) * C_in,0.8883390074122014,C_in*exp(-0.034144748*sqrt(Distance)),PySRFunction(X=>C_in*exp(-0.034144748*sqrt(Distance)))
6,8,3.9721718,C_in * ((sqrt(Distance) * -0.022790419) - -0.9968445),0.09419489882379596,C_in*(0.9968445 - 0.022790419*sqrt(Distance)),PySRFunction(X=>C_in*(0.9968445 - 0.022790419*sqrt(Distance)))
7,10,3.7287064,(C_in * ((sqrt(Distance) * -0.022750545) - -0.9656016)) - -0.6767808,0.03162581708253164,C_in*(0.9656016 - 0.022750545*sqrt(Distance)) + 0.6767808,PySRFunction(X=>C_in*(0.9656016 - 0.022750545*sqrt(Distance)) + 0.6767808)
8,11,3.6688328,C_in * (((log(C_in) + sqrt(Distance)) * -0.023162605) - -1.08395),0.016187790517391568,C_in*(-0.023162605*sqrt(Distance) - 0.023162605*log(C_in) + 1.08395),PySRFunction(X=>C_in*(-0.023162605*sqrt(Distance) - 0.023162605*log(C_in) + 1.08395))
9,12,3.300186,C_in * ((sqrt(Distance) * -0.022778256) - (-1.0810437 - (C_in * -0.0022393093))),0.10589474281405473,C_in*(-0.0022393093*C_in - 0.022778256*sqrt(Distance) + 1.0810437),PySRFunction(X=>C_in*(-0.0022393093*C_in - 0.022778256*sqrt(Distance) + 1.0810437))
10,13,3.13215,C_in * (((sqrt(Distance) * -0.022901487) + 1.1794264) - (sqrt(C_in) / Area)),0.05225916081838461,C_in*(-0.022901487*sqrt(Distance) + 1.1794264 - sqrt(C_in)/Area),PySRFunction(X=>C_in*(-0.022901487*sqrt(Distance) + 1.1794264 - sqrt(C_in)/Area))
11,14,3.0812507,(((-0.02313307 * sqrt(Distance)) - -1.0963774) - (C_in * (0.07335653 / Area))) * C_in,0.01638408371267879,C_in*(-0.02313307*sqrt(Distance) + 1.0963774 - 0.07335653*C_in/Area),PySRFunction(X=>C_in*(-0.02313307*sqrt(Distance) + 1.0963774 - 0.07335653*C_in/Area))
12,15,2.9505208,(((sqrt(Distance) * -0.02293761) - -1.2114471) - ((inv(V_in) + 4.612515) / Area)) * C_in,0.0433538888465258,C_in*(-0.02293761*sqrt(Distance) + 1.2114471 - (4.612515 + 1/V_in)/Area),PySRFunction(X=>C_in*(-0.02293761*sqrt(Distance) + 1.2114471 - (4.612515 + 1/V_in)/Area))
13,17,2.9450364,(((sqrt(Distance) * -0.023148714) - -1.2257353) - ((inv(V_in) + 4.7989893) / Area)) * (C_in + -0.17073023),0.0009302600917919467,(C_in - 0.17073023)*(-0.023148714*sqrt(Distance) + 1.2257353 - (4.7989893 + 1/V_in)/Area),PySRFunction(X=>(C_in - 0.17073023)*(-0.023148714*sqrt(Distance) + 1.2257353 - (4.7989893 + 1/V_in)/Area))
14,18,2.939119,(((sqrt(Distance) * -0.02328117) - -1.2398822) - (((1.1486644 / V_in) + 4.71561) / Area)) * (C_in - 0.2715893),0.002011300379598894,(C_in - 0.2715893)*(-0.02328117*sqrt(Distance) + 1.2398822 - (4.71561 + 1.1486644/V_in)/Area),PySRFunction(X=>(C_in - 0.2715893)*(-0.02328117*sqrt(Distance) + 1.2398822 - (4.71561 + 1.1486644/V_in)/Area))
