Noise_Level,a,b,c,d,Norm_a,Norm_b,Norm_c,Norm_d
0.0,9.492390442902007,9.785072357182178,29.82541229823206,-10.04206779416729,1.0,1.0,1.0,1.0
0.1,8.232681449813137,8.124819363998334,27.385650615751743,-3.7573706216935996,0.867292754057454,0.8303279799494554,0.9181985597354194,0.37416304079086027
0.2,8.76577141796099,8.578557015074633,30.159390927519425,-7.55678664806026,0.9234524718181655,0.8766983729842354,1.0111977875091156,0.7525130085707499
0.3,8.822299664187872,8.806162939996518,29.49810801251212,-7.141058769991069,0.929407583606593,0.8999588984677107,0.9890259929201601,0.7111143756805539
0.4,10.634269329503818,11.243856309974294,30.524977439261963,-13.110691140739588,1.1202941338612613,1.1490825922939014,1.0234553384890297,1.3055768402952468
0.5,8.896684288038802,8.87920535160423,28.507564830948027,-6.086084276728704,0.9372438208851125,0.9074235761871452,0.9558146102355088,0.6060588716861351
0.6,9.061932685947983,9.031991131981165,27.288751312580576,-5.675877461484242,0.9546523334092414,0.9230377458937995,0.9149496757903378,0.5652100322187577
