,complexity,loss,equation,score,sympy_format,lambda_format
0,1,34.961243,5.5221972,0.0,5.52219720000000,PySRFunction(X=>5.52219720000000)
1,2,29.477375,sqrt(C_in),0.17061708513791415,sqrt(C_in),PySRFunction(X=>sqrt(C_in))
2,3,9.086018,C_in / 2.0322404,1.176886271532241,C_in/2.0322404,PySRFunction(X=>C_in/2.0322404)
3,5,8.809518,(C_in * 0.45972732) + 0.721203,0.015452010254900948,C_in*0.45972732 + 0.721203,PySRFunction(X=>C_in*0.45972732 + 0.721203)
4,6,2.2966132,C_in / exp(Distance / 696.47406),1.344397211924864,C_in/exp(Distance/696.47406),PySRFunction(X=>C_in/exp(Distance/696.47406))
5,7,1.8549328,C_in / ((Distance / 447.19867) + 1.0326158),0.21358704698224934,C_in/(Distance/447.19867 + 1.0326158),PySRFunction(X=>C_in/(Distance/447.19867 + 1.0326158))
6,8,1.8513734,C_in / exp(Distance / (Area * 19.70982)),0.0019207269460229397,C_in/exp(Distance/((Area*19.70982))),PySRFunction(X=>C_in/exp(Distance/((Area*19.70982))))
7,9,1.2887645,C_in / ((Distance / (Area * 12.664973)) - -1.033423),0.3622437345439353,C_in/(Distance/((Area*12.664973)) - 1*(-1.033423)),PySRFunction(X=>C_in/(Distance/((Area*12.664973)) - 1*(-1.033423)))
8,10,1.2738839,C_in / square(-1.0406045 - (Distance / (Area * 34.32473))),0.011613584799072955,C_in/((-Distance/(Area*34.32473) - 1.0406045)**2),PySRFunction(X=>C_in/((-Distance/(Area*34.32473) - 1.0406045)**2))
9,11,1.2059793,C_in / ((Distance / ((Area * 13.996182) - C_in)) - -1.0401627),0.05477848872049746,C_in/(Distance/(Area*13.996182 - C_in) - 1*(-1.0401627)),PySRFunction(X=>C_in/(Distance/(Area*13.996182 - C_in) - 1*(-1.0401627)))
10,12,1.144059,C_in / ((Distance / ((Area * sqrt(V_in)) / 0.05101162)) - -1.0571896),0.052709468924266985,C_in/(1.0571896 + 0.05101162*Distance/(Area*sqrt(V_in))),PySRFunction(X=>C_in/(1.0571896 + 0.05101162*Distance/(Area*sqrt(V_in))))
11,13,1.0616611,C_in / ((Distance / (((V_in / 0.08632558) + Area) / 0.08969148)) - -1.0746043),0.07474770804014587,C_in/(Distance/(((Area + V_in/0.08632558)/0.08969148)) - 1*(-1.0746043)),PySRFunction(X=>C_in/(Distance/(((Area + V_in/0.08632558)/0.08969148)) - 1*(-1.0746043)))
12,14,1.0394382,(C_in / ((Distance / ((Area * sqrt(V_in)) / 0.048443433)) - -1.0186462)) - 0.46890056,0.021154382125011268,C_in/(1.0186462 + 0.048443433*Distance/(Area*sqrt(V_in))) - 0.46890056,PySRFunction(X=>C_in/(1.0186462 + 0.048443433*Distance/(Area*sqrt(V_in))) - 0.46890056)
13,15,0.90603924,C_in / ((Distance / ((Area / 0.057523794) - (Distance / (V_in / 0.08330205)))) - -1.0948387),0.13735303750794395,C_in/(Distance/(Area/0.057523794 - Distance/(V_in/0.08330205)) - 1*(-1.0948387)),PySRFunction(X=>C_in/(Distance/(Area/0.057523794 - Distance/(V_in/0.08330205)) - 1*(-1.0948387)))
14,17,0.83466697,C_in / ((Distance / (((Area + 15.778838) / 0.083423406) - (Distance / (V_in / 0.0883892)))) - -1.0843918),0.04102490469650412,C_in/(Distance/(-Distance/(V_in/0.0883892) + (Area + 15.778838)/0.083423406) - 1*(-1.0843918)),PySRFunction(X=>C_in/(Distance/(-Distance/(V_in/0.0883892) + (Area + 15.778838)/0.083423406) - 1*(-1.0843918)))
15,19,0.7946652,C_in / ((Distance / (((17.690844 + Area) / 0.08388237) - (C_in + (Distance / (V_in / 0.0755094))))) - -1.0807133),0.02455595654625011,C_in/(Distance/((Area + 17.690844)/0.08388237 - (C_in + Distance/((V_in/0.0755094)))) - 1*(-1.0807133)),PySRFunction(X=>C_in/(Distance/((Area + 17.690844)/0.08388237 - (C_in + Distance/((V_in/0.0755094)))) - 1*(-1.0807133)))
16,21,0.79272246,C_in / ((Distance / (((17.690844 + (V_in + Area)) / 0.08388237) - (C_in + (Distance / (V_in / 0.0755094))))) - -1.0807133),0.0012238604462677261,C_in/(Distance/(-(C_in + Distance/((V_in/0.0755094))) + (Area + V_in + 17.690844)/0.08388237) - 1*(-1.0807133)),PySRFunction(X=>C_in/(Distance/(-(C_in + Distance/((V_in/0.0755094))) + (Area + V_in + 17.690844)/0.08388237) - 1*(-1.0807133)))
