,complexity,loss,equation,score,sympy_format,lambda_format
0,1,36.335236,5.4935355,0.0,5.49353550000000,PySRFunction(X=>5.49353550000000)
1,2,30.455679,sqrt(C_in),0.17651547993287114,sqrt(C_in),PySRFunction(X=>sqrt(C_in))
2,3,9.458607,C_in * 0.49508527,1.1693473585939538,C_in*0.49508527,PySRFunction(X=>C_in*0.49508527)
3,5,9.261384,(C_in / 2.137889) + 0.60934675,0.010535811551169586,C_in/2.137889 + 0.60934675,PySRFunction(X=>C_in/2.137889 + 0.60934675)
4,6,1.198342,C_in / exp(Distance / 693.886),2.04491456278746,C_in/exp(Distance/693.886),PySRFunction(X=>C_in/exp(Distance/693.886))
5,7,0.9955821,(C_in * 421.05182) / (Distance - -410.05432),0.18536662250418684,C_in*421.05182/(Distance - 1*(-410.05432)),PySRFunction(X=>C_in*421.05182/(Distance - 1*(-410.05432)))
6,8,0.9033581,C_in / exp((Distance / Area) / 19.665838),0.09720854941976702,C_in/exp(Distance/(19.665838*Area)),PySRFunction(X=>C_in/exp(Distance/(19.665838*Area)))
7,9,0.55575395,C_in / ((Distance / (Area * 12.033317)) + 0.98255223),0.48579338147254986,C_in/(Distance/((Area*12.033317)) + 0.98255223),PySRFunction(X=>C_in/(Distance/((Area*12.033317)) + 0.98255223))
8,10,0.5359149,C_in / square(((Distance / Area) / 32.26421) + 1.0167373),0.03635028052241032,C_in/((1.0167373 + Distance/(32.26421*Area))**2),PySRFunction(X=>C_in/((1.0167373 + Distance/(32.26421*Area))**2))
9,11,0.46156636,C_in / (((Distance / (Area + 16.494356)) + 7.7852144) / 8.028721),0.1493495442205123,C_in/(((Distance/(Area + 16.494356) + 7.7852144)/8.028721)),PySRFunction(X=>C_in/(((Distance/(Area + 16.494356) + 7.7852144)/8.028721)))
10,12,0.38596788,C_in / square(((Distance / (Area + 17.695068)) + 21.037323) / -20.85313),0.17887168202124504,C_in/((0.00229962752741409*(Distance/(Area + 17.695068) + 21.037323)**2)),PySRFunction(X=>C_in/((0.00229962752741409*(Distance/(Area + 17.695068) + 21.037323)**2)))
11,13,0.26892358,C_in / (((Distance / ((V_in * 18.267117) + Area)) + 9.189391) / 9.406076),0.3613269035457291,C_in/(((Distance/(Area + V_in*18.267117) + 9.189391)/9.406076)),PySRFunction(X=>C_in/(((Distance/(Area + V_in*18.267117) + 9.189391)/9.406076)))
12,15,0.24505103,(C_in / (((Distance / (Area + (V_in * 21.992338))) + 8.950623) / 9.286128)) + -0.22744438,0.046480387725483414,C_in/(((Distance/(Area + V_in*21.992338) + 8.950623)/9.286128)) - 0.22744438,PySRFunction(X=>C_in/(((Distance/(Area + V_in*21.992338) + 8.950623)/9.286128)) - 0.22744438)
13,16,0.1623388,C_in / square((((Distance / (Area + 15.515446)) / (V_in + 2.159809)) + 8.266758) / 8.183375),0.4117809651584021,C_in/((0.0149325883848258*(Distance/((Area + 15.515446)*(V_in + 2.159809)) + 8.266758)**2)),PySRFunction(X=>C_in/((0.0149325883848258*(Distance/((Area + 15.515446)*(V_in + 2.159809)) + 8.266758)**2)))
14,18,0.1408429,(C_in + -0.44594502) / square((((Distance / (Area + 15.511777)) / (V_in + 1.3473356)) + 12.006278) / 12.000007),0.07102021229801041,(C_in - 0.44594502)/((0.00694443634259968*(Distance/((Area + 15.511777)*(V_in + 1.3473356)) + 12.006278)**2)),PySRFunction(X=>(C_in - 0.44594502)/((0.00694443634259968*(Distance/((Area + 15.511777)*(V_in + 1.3473356)) + 12.006278)**2)))
15,19,0.12204265,C_in / square(((((Distance / (Area + 15.690597)) + square(V_in)) / (V_in + 1.2861714)) + 12.2357235) / 12.330776),0.1432745110113445,C_in/((0.00657686887180357*(12.2357235 + (Distance/(Area + 15.690597) + V_in**2)/(V_in + 1.2861714))**2)),PySRFunction(X=>C_in/((0.00657686887180357*(12.2357235 + (Distance/(Area + 15.690597) + V_in**2)/(V_in + 1.2861714))**2)))
16,21,0.107575074,C_in / square(((((Distance / (Area + 11.3075075)) / (sqrt(V_in) + 0.41561487)) + (V_in + 31.402721)) / -22.093996) + 0.4334192),0.06309080359409619,C_in/(-0.0452611650694605*Distance/((Area + 11.3075075)*(sqrt(V_in) + 0.41561487)) - 0.0452611650694605*V_in - 0.987904538811214)**2,PySRFunction(X=>C_in/(-0.0452611650694605*Distance/((Area + 11.3075075)*(sqrt(V_in) + 0.41561487)) - 0.0452611650694605*V_in - 0.987904538811214)**2)
17,23,0.097126,(C_in / square(((V_in + (((Distance / (Area + 11.434837)) / (sqrt(V_in) + 0.3554769)) + 31.320587)) / -23.632385) + 0.34143746)) - 0.16072717,0.05108993098574549,C_in/(-0.0423148150303069*Distance/((Area + 11.434837)*(sqrt(V_in) + 0.3554769)) - 0.0423148150303069*V_in - 0.983887385545636)**2 - 0.16072717,PySRFunction(X=>C_in/(-0.0423148150303069*Distance/((Area + 11.434837)*(sqrt(V_in) + 0.3554769)) - 0.0423148150303069*V_in - 0.983887385545636)**2 - 0.16072717)
