,Loss
0,176.52399553647737
1,155.9325642983638
2,154.39831897113538
3,154.4683128102574
4,154.42698219383013
5,154.0417651644097
6,153.8240291136892
7,153.20734356167407
8,153.44185202530494
9,153.64262263407608
10,152.9603700220853
11,153.79818625741092
12,152.78576318394016
13,152.9885926960952
14,153.13775636088988
15,152.74297199878265
16,152.42973662251373
17,152.68599557087222
18,153.34807589100197
19,152.47558685543342
20,152.78397057712615
21,152.50550741339802
22,153.2683259487359
23,152.57910979439063
24,153.05675769436957
25,152.66086149075068
26,152.0257122390036
27,152.64591303978116
28,152.42677945591603
29,152.5173694828776
30,152.760544933746
31,152.26275179522955
32,152.23893655944758
33,151.7593243952333
34,152.71701513937896
35,152.1864348347209
36,152.60765541086514
37,152.04331090923444
38,152.7775369768175
39,152.09813835738012
40,152.23806757791345
41,151.39465036980394
42,152.2102658615103
43,152.36562437126602
44,151.88990643219825
45,151.9446454213604
46,151.85823947873362
47,152.05075627420987
48,152.00498689295438
49,151.7048259506884
50,152.06050693479628
51,152.09626584998753
52,151.79636225893282
