,complexity,loss,equation,score,sympy_format,lambda_format
0,1,43.570026,6.285735,0.0,6.28573500000000,PySRFunction(X=>6.28573500000000)
1,2,41.0003,sqrt(C_in),0.06079005311934042,sqrt(C_in),PySRFunction(X=>sqrt(C_in))
2,3,10.923853,C_in / 1.7961272,1.322630636839092,C_in/1.7961272,PySRFunction(X=>C_in/1.7961272)
3,5,10.504738,(C_in / 1.9345526) + 0.8880895,0.019561176715097193,C_in/1.9345526 + 0.8880895,PySRFunction(X=>C_in/1.9345526 + 0.8880895)
4,6,10.399248,(sqrt(C_in) + C_in) / 2.1444643,0.010092897640730404,0.466316925863489*sqrt(C_in) + 0.466316925863489*C_in,PySRFunction(X=>0.466316925863489*sqrt(C_in) + 0.466316925863489*C_in)
5,7,2.0171692,(0.8982932 - (Distance * 0.00062221894)) * C_in,1.6400383534260987,C_in*(0.8982932 - 0.00062221894*Distance),PySRFunction(X=>C_in*(0.8982932 - 0.00062221894*Distance))
6,8,1.5109986,((sqrt(Distance) * -0.02634583) + 1.1403321) * C_in,0.28892438566313616,C_in*(1.1403321 - 0.02634583*sqrt(Distance)),PySRFunction(X=>C_in*(1.1403321 - 0.02634583*sqrt(Distance)))
7,9,0.9916207,(C_in * Area) / (Area + (Distance * 0.062718436)),0.4211853604374811,Area*C_in/(Area + Distance*0.062718436),PySRFunction(X=>Area*C_in/(Area + Distance*0.062718436))
8,11,0.7338948,((C_in * Area) + 42.352394) / ((Distance * 0.06996372) + Area),0.15048749060209038,(Area*C_in + 42.352394)/(Area + Distance*0.06996372),PySRFunction(X=>(Area*C_in + 42.352394)/(Area + Distance*0.06996372))
9,12,0.68119776,(C_in * (Area + exp(V_in))) / ((Distance * 0.07019722) + Area),0.07451303362354446,C_in*(Area + exp(V_in))/(Area + Distance*0.07019722),PySRFunction(X=>C_in*(Area + exp(V_in))/(Area + Distance*0.07019722))
10,13,0.5880933,((Area + (V_in * 5.4069333)) * C_in) / ((Distance * 0.0746473) + Area),0.14696705168767674,C_in*(Area + V_in*5.4069333)/(Area + Distance*0.0746473),PySRFunction(X=>C_in*(Area + V_in*5.4069333)/(Area + Distance*0.0746473))
11,15,0.5471369,((((Area + 6.0286927) / (Area + (Distance * 0.062373754))) - 0.116286) * C_in) + 0.5611183,0.03609328172453209,C_in*((Area + 6.0286927)/(Area + Distance*0.062373754) - 1*0.116286) + 0.5611183,PySRFunction(X=>C_in*((Area + 6.0286927)/(Area + Distance*0.062373754) - 1*0.116286) + 0.5611183)
12,16,0.5325456,(((V_in * sqrt(C_in)) + Area) * (C_in / ((Distance * 0.07959687) + Area))) - -0.41871166,0.027030517611614922,C_in*(Area + sqrt(C_in)*V_in)/(Area + 0.07959687*Distance) + 0.41871166,PySRFunction(X=>C_in*(Area + sqrt(C_in)*V_in)/(Area + 0.07959687*Distance) + 0.41871166)
13,17,0.46556944,C_in * (((0.09786208 * V_in) + ((Area + 5.682038) / ((Distance * 0.06577009) + Area))) - 0.12238189),0.13440726919575507,C_in*(0.09786208*V_in + (Area + 5.682038)/(Area + Distance*0.06577009) - 1*0.12238189),PySRFunction(X=>C_in*(0.09786208*V_in + (Area + 5.682038)/(Area + Distance*0.06577009) - 1*0.12238189))
14,18,0.43882647,(((sqrt(Area) + Area) / ((Distance * 0.061093185) + Area)) + ((V_in * 0.089478366) - 0.14305812)) * C_in,0.05915720833275261,C_in*(0.089478366*V_in + (sqrt(Area) + Area)/(Area + 0.061093185*Distance) - 0.14305812),PySRFunction(X=>C_in*(0.089478366*V_in + (sqrt(Area) + Area)/(Area + 0.061093185*Distance) - 0.14305812))
15,19,0.42061156,(((((Area + 4.1882696) / (Area + (Distance * 0.055698134))) / 0.9111633) + (V_in * 0.09076284)) - 0.2024978) * C_in,0.04239430275473141,C_in*(V_in*0.09076284 + (Area + 4.1882696)/(0.9111633*(Area + Distance*0.055698134)) - 1*0.2024978),PySRFunction(X=>C_in*(V_in*0.09076284 + (Area + 4.1882696)/(0.9111633*(Area + Distance*0.055698134)) - 1*0.2024978))
16,21,0.40498796,(((Area + 4.188769) / ((Distance * 0.05572906) + (V_in + Area))) + ((V_in * 0.092416555) - 0.19368318)) * (C_in / 0.89304817),0.018926204583606592,C_in*(V_in*0.092416555 + (Area + 4.188769)/(Area + Distance*0.05572906 + V_in) - 1*0.19368318)/0.89304817,PySRFunction(X=>C_in*(V_in*0.092416555 + (Area + 4.188769)/(Area + Distance*0.05572906 + V_in) - 1*0.19368318)/0.89304817)
17,22,0.3928334,(((Area + 4.1891017) / ((square(V_in) + (Distance * 0.053580116)) + Area)) + ((V_in * 0.09985886) - 0.21211894)) * (C_in / 0.88603765),0.030471734854263143,C_in*(V_in*0.09985886 + (Area + 4.1891017)/(Area + Distance*0.053580116 + V_in**2) - 1*0.21211894)/0.88603765,PySRFunction(X=>C_in*(V_in*0.09985886 + (Area + 4.1891017)/(Area + Distance*0.053580116 + V_in**2) - 1*0.21211894)/0.88603765)
18,24,0.3891474,(((((V_in * 0.092366405) - 0.21290442) + ((Area + 4.189106) / ((square(V_in) + (Distance * 0.053374916)) + Area))) * C_in) / 0.8860893) + 0.0999213,0.004713705630278601,C_in*(V_in*0.092366405 + (Area + 4.189106)/(Area + Distance*0.053374916 + V_in**2) - 1*0.21290442)/0.8860893 + 0.0999213,PySRFunction(X=>C_in*(V_in*0.092366405 + (Area + 4.189106)/(Area + Distance*0.053374916 + V_in**2) - 1*0.21290442)/0.8860893 + 0.0999213)
