,complexity,loss,equation,score,sympy_format,lambda_format
0,1,35.953087,5.6097136,0.0,5.60971360000000,PySRFunction(X=>5.60971360000000)
1,2,30.736025,sqrt(C_in),0.15677953033904782,sqrt(C_in),PySRFunction(X=>sqrt(C_in))
2,3,9.356078,C_in / 2.0021129,1.1894092338210285,C_in/2.0021129,PySRFunction(X=>C_in/2.0021129)
3,5,9.062928,(C_in / 2.1452043) + 0.7427152,0.015916969465738808,C_in/2.1452043 + 0.7427152,PySRFunction(X=>C_in/2.1452043 + 0.7427152)
4,6,1.2608689,C_in / exp(Distance * 0.0014141279),1.9723911601808344,C_in/exp(Distance*0.0014141279),PySRFunction(X=>C_in/exp(Distance*0.0014141279))
5,7,1.094836,C_in / ((Distance * 0.002191683) + 1.0038787),0.1411965061089114,C_in/(Distance*0.002191683 + 1.0038787),PySRFunction(X=>C_in/(Distance*0.002191683 + 1.0038787))
6,8,0.9340285,C_in / exp(Distance * (0.050022107 / Area)),0.1588529076622718,C_in/exp(Distance*0.050022107/Area),PySRFunction(X=>C_in/exp(Distance*0.050022107/Area))
7,9,0.6038528,C_in / ((Distance * (0.080789834 / Area)) + 0.9883335),0.43617649205815767,C_in/(0.9883335 + Distance*0.080789834/Area),PySRFunction(X=>C_in/(0.9883335 + Distance*0.080789834/Area))
8,10,0.57235444,C_in / square((Distance * (0.03033444 / Area)) + 1.0179789),0.053572009798332605,C_in/((1.0179789 + Distance*0.03033444/Area)**2),PySRFunction(X=>C_in/((1.0179789 + Distance*0.03033444/Area)**2))
9,11,0.45022765,C_in / exp((Distance * 0.08571638) / (Area + sqrt(Distance))),0.24000510609083162,C_in*exp(-0.08571638*Distance/(Area + sqrt(Distance))),PySRFunction(X=>C_in*exp(-0.08571638*Distance/(Area + sqrt(Distance))))
10,13,0.15686235,C_in / exp((Distance * 0.074760266) / (Area + sqrt(V_in * Distance))),0.5271923372750675,C_in*exp(-0.074760266*Distance/(Area + sqrt(Distance*V_in))),PySRFunction(X=>C_in*exp(-0.074760266*Distance/(Area + sqrt(Distance*V_in))))
11,15,0.13184927,C_in / exp((Distance * 0.08373206) / (sqrt((Distance * V_in) * 1.8918184) + Area)),0.08685464649756088,C_in*exp(-0.08373206*Distance/(Area + 1.37543389517635*sqrt(Distance*V_in))),PySRFunction(X=>C_in*exp(-0.08373206*Distance/(Area + 1.37543389517635*sqrt(Distance*V_in))))
12,17,0.12767772,C_in / exp((0.086302966 / (Area + (sqrt(V_in * (Distance * 1.9460441)) + 1.2176149))) * Distance),0.016075049895076365,C_in*exp(-0.086302966*Distance/(Area + 1.39500684586134*sqrt(Distance*V_in) + 1.2176149)),PySRFunction(X=>C_in*exp(-0.086302966*Distance/(Area + 1.39500684586134*sqrt(Distance*V_in) + 1.2176149)))
13,19,0.09767339,C_in / exp(((Distance * 0.08055779) / (sqrt(Distance * (V_in + -0.1973801)) + (Area + 11.852622))) + 0.03829801),0.13394005941456769,0.962426085552687*C_in*exp(-0.08055779*Distance/(Area + sqrt(Distance*(V_in - 0.1973801)) + 11.852622)),PySRFunction(X=>0.962426085552687*C_in*exp(-0.08055779*Distance/(Area + sqrt(Distance*(V_in - 0.1973801)) + 11.852622)))
14,21,0.096953385,(C_in / exp(((Distance * 0.08055779) / (Area + (sqrt((V_in + -0.1973801) * Distance) + 11.608306))) + 0.03951102)) + 0.03829801,0.00369943079316284,0.961259360854073*C_in*exp(-0.08055779*Distance/(Area + sqrt(Distance*(V_in - 0.1973801)) + 11.608306)) + 0.03829801,PySRFunction(X=>0.961259360854073*C_in*exp(-0.08055779*Distance/(Area + sqrt(Distance*(V_in - 0.1973801)) + 11.608306)) + 0.03829801)
15,22,0.09693296,inv(Area) + (C_in / exp((Distance * (0.08055779 / ((Area + sqrt(Distance * (V_in + -0.1973801))) + 11.568795))) + 0.03829801)),0.00021069044419357415,0.962426085552687*C_in*exp(-0.08055779*Distance/(Area + sqrt(Distance*(V_in - 0.1973801)) + 11.568795)) + 1/Area,PySRFunction(X=>0.962426085552687*C_in*exp(-0.08055779*Distance/(Area + sqrt(Distance*(V_in - 0.1973801)) + 11.568795)) + 1/Area)
16,24,0.09546763,inv(V_in * Area) + (C_in / exp(((Distance * 0.08055779) / ((Area + sqrt(Distance * (V_in + -0.1973801))) + 11.568795)) + 0.03829801)),0.007616184194977018,0.962426085552687*C_in*exp(-0.08055779*Distance/(Area + sqrt(Distance*(V_in - 0.1973801)) + 11.568795)) + 1/(Area*V_in),PySRFunction(X=>0.962426085552687*C_in*exp(-0.08055779*Distance/(Area + sqrt(Distance*(V_in - 0.1973801)) + 11.568795)) + 1/(Area*V_in))
