,complexity,loss,equation,score,sympy_format,lambda_format
0,1,197.076,C_in,0.0,C_in,PySRFunction(X=>C_in)
1,3,178.1457,C_in * 0.71485466,0.05049384317305672,C_in*0.71485466,PySRFunction(X=>C_in*0.71485466)
2,5,177.76225,(C_in * 0.67677087) - -0.84800833,0.001077385735172456,C_in*0.67677087 - 1*(-0.84800833),PySRFunction(X=>C_in*0.67677087 - 1*(-0.84800833))
3,6,167.0493,C_in * exp(Distance / -1340.1637),0.06215800489514683,C_in*exp(Distance/(-1340.1637)),PySRFunction(X=>C_in*exp(Distance/(-1340.1637)))
4,7,165.91466,C_in * ((Distance / -1371.1412) + 1.1150873),0.006815418653673116,C_in*(Distance/(-1371.1412) + 1.1150873),PySRFunction(X=>C_in*(Distance/(-1371.1412) + 1.1150873))
5,8,165.34743,C_in * (exp(Distance / -653.23065) - -0.23213676),0.0034246632591596734,C_in*(exp(Distance/(-653.23065)) - 1*(-0.23213676)),PySRFunction(X=>C_in*(exp(Distance/(-653.23065)) - 1*(-0.23213676)))
6,9,164.96025,(sqrt(C_in) + C_in) * exp(Distance / -965.3155),0.0023443607325709845,(sqrt(C_in) + C_in)*exp(-0.0010359307397426*Distance),PySRFunction(X=>(sqrt(C_in) + C_in)*exp(-0.0010359307397426*Distance))
7,10,164.58408,C_in * (exp((C_in + Distance) / -906.43) / 0.7778083),0.002282971540623199,C_in*exp((C_in + Distance)/(-906.43))/0.7778083,PySRFunction(X=>C_in*exp((C_in + Distance)/(-906.43))/0.7778083)
8,11,163.05728,(((Distance + (C_in * 6.1423063)) / -1327.168) + 1.3029635) * C_in,0.009320014126483986,C_in*((C_in*6.1423063 + Distance)/(-1327.168) + 1.3029635),PySRFunction(X=>C_in*((C_in*6.1423063 + Distance)/(-1327.168) + 1.3029635))
9,12,162.57977,(((Distance / -1354.5201) + 1.2422792) * C_in) - exp(C_in / Area),0.002932776490035914,C_in*(Distance/(-1354.5201) + 1.2422792) - exp(C_in/Area),PySRFunction(X=>C_in*(Distance/(-1354.5201) + 1.2422792) - exp(C_in/Area))
10,14,159.63322,((Distance / -1055.3105) + 1.4111431) * (C_in - exp(C_in / (Area * 0.780309))),0.009144982454697921,(C_in - exp(C_in/((Area*0.780309))))*(Distance/(-1055.3105) + 1.4111431),PySRFunction(X=>(C_in - exp(C_in/((Area*0.780309))))*(Distance/(-1055.3105) + 1.4111431))
11,16,159.21973,(((Distance / -1000.1829) + 1.4640578) * (C_in - exp((C_in / Area) + 0.9056417))) - -1.7578776,0.0012968054138726786,(C_in - exp(0.9056417 + C_in/Area))*(Distance/(-1000.1829) + 1.4640578) - 1*(-1.7578776),PySRFunction(X=>(C_in - exp(0.9056417 + C_in/Area))*(Distance/(-1000.1829) + 1.4640578) - 1*(-1.7578776))
12,18,159.17398,(((Distance / -1083.0055) + 1.442566) * (C_in - exp((C_in / (Area + -1.4191325)) + 0.7200568))) + V_in,0.00014369002551858676,V_in + (C_in - exp(C_in/(Area - 1.4191325) + 0.7200568))*(Distance/(-1083.0055) + 1.442566),PySRFunction(X=>V_in + (C_in - exp(C_in/(Area - 1.4191325) + 0.7200568))*(Distance/(-1083.0055) + 1.442566))
13,19,151.56181,C_in * ((Distance / (-1429.1156 - ((((Distance / -0.28182814) / (Distance - C_in)) + -2.5320468) * C_in))) + 1.1821558),0.04900428929697388,C_in*(Distance/(-C_in*(Distance/((-0.28182814)*(-C_in + Distance)) - 2.5320468) - 1429.1156) + 1.1821558),PySRFunction(X=>C_in*(Distance/(-C_in*(Distance/((-0.28182814)*(-C_in + Distance)) - 2.5320468) - 1429.1156) + 1.1821558))
14,21,151.54385,(C_in + -0.10187835) * ((Distance / (-1429.1156 - ((((Distance / -0.28178978) / (Distance - C_in)) + -2.5320468) * C_in))) + 1.1894181),5.925326508597414e-05,(C_in - 0.10187835)*(Distance/(-C_in*(Distance/((-0.28178978)*(-C_in + Distance)) - 2.5320468) - 1429.1156) + 1.1894181),PySRFunction(X=>(C_in - 0.10187835)*(Distance/(-C_in*(Distance/((-0.28178978)*(-C_in + Distance)) - 2.5320468) - 1429.1156) + 1.1894181))
15,23,151.43677,((C_in + -0.82381654) * ((Distance / (-1429.1156 - ((((Distance / -0.28182814) / (Distance - C_in)) + -2.5320468) * C_in))) + 1.1894181)) - -0.7220804,0.0003534219596564897,(C_in - 0.82381654)*(Distance/(-C_in*(Distance/((-0.28182814)*(-C_in + Distance)) - 2.5320468) - 1429.1156) + 1.1894181) - 1*(-0.7220804),PySRFunction(X=>(C_in - 0.82381654)*(Distance/(-C_in*(Distance/((-0.28182814)*(-C_in + Distance)) - 2.5320468) - 1429.1156) + 1.1894181) - 1*(-0.7220804))
