,complexity,loss,equation,score,sympy_format,lambda_format
10,14,1.1358389,C_in * ((sqrt(Distance) * (((Area + V_in) * 0.00026617304) + -0.04069696)) + 1.3328394),0.012028239885183943,C_in*(sqrt(Distance)*(0.00026617304*Area + 0.00026617304*V_in - 0.04069696) + 1.3328394),PySRFunction(X=>C_in*(sqrt(Distance)*(0.00026617304*Area + 0.00026617304*V_in - 0.04069696) + 1.3328394))
11,15,1.0429177,C_in * (((inv(V_in) + sqrt(Distance)) * ((Area * 0.00026905676) + -0.040733222)) + 1.423542),0.08534923095593654,C_in*((0.00026905676*Area - 0.040733222)*(sqrt(Distance) + 1/V_in) + 1.423542),PySRFunction(X=>C_in*((0.00026905676*Area - 0.040733222)*(sqrt(Distance) + 1/V_in) + 1.423542))
12,16,1.0125616,((((Area * 0.0002263266) + -0.0391974) * (sqrt(Distance) + (C_in * 0.052223053))) + 1.408081) * C_in,0.029538908252190944,C_in*((0.0002263266*Area - 0.0391974)*(0.052223053*C_in + sqrt(Distance)) + 1.408081),PySRFunction(X=>C_in*((0.0002263266*Area - 0.0391974)*(0.052223053*C_in + sqrt(Distance)) + 1.408081))
13,17,0.9238342,((((Area * 0.00027704134) + -0.041820247) * (sqrt(Distance) + inv(V_in))) + 1.4465755) * (C_in + -0.4998979),0.09170601832475805,(C_in - 0.4998979)*((0.00027704134*Area - 0.041820247)*(sqrt(Distance) + 1/V_in) + 1.4465755),PySRFunction(X=>(C_in - 0.4998979)*((0.00027704134*Area - 0.041820247)*(sqrt(Distance) + 1/V_in) + 1.4465755))
14,18,0.86826015,C_in * (((sqrt(Distance) + (Area * -0.17616034)) * (((-0.05710992 / Area) / V_in) + -0.02659219)) + 1.1226068),0.06204123657420808,C_in*((-0.02659219 - 0.05710992/(Area*V_in))*(-0.17616034*Area + sqrt(Distance)) + 1.1226068),PySRFunction(X=>C_in*((-0.02659219 - 0.05710992/(Area*V_in))*(-0.17616034*Area + sqrt(Distance)) + 1.1226068))
15,19,0.86126816,(1.4352933 + ((sqrt(Distance) * (-0.039952725 + (Area * 0.00022835667))) - (inv(Area) / V_in))) * (C_in + -0.41469625),0.008085474000333869,(C_in - 0.41469625)*(sqrt(Distance)*(0.00022835667*Area - 0.039952725) + 1.4352933 - 1/(Area*V_in)),PySRFunction(X=>(C_in - 0.41469625)*(sqrt(Distance)*(0.00022835667*Area - 0.039952725) + 1.4352933 - 1/(Area*V_in)))
16,20,0.78681654,(((sqrt(Distance) + (Area * -0.17188844)) * (((-0.06488061 / Area) / V_in) + -0.026723376)) + 1.1637409) * (C_in - 0.4059829),0.09041079958226987,(C_in - 0.4059829)*((-0.026723376 - 0.06488061/(Area*V_in))*(-0.17188844*Area + sqrt(Distance)) + 1.1637409),PySRFunction(X=>(C_in - 0.4059829)*((-0.026723376 - 0.06488061/(Area*V_in))*(-0.17188844*Area + sqrt(Distance)) + 1.1637409))
17,22,0.7722483,(((sqrt(Distance + 4.7554045) + (Area * -0.17077872)) * (((-0.064467125 / Area) / V_in) + -0.027131276)) + 1.1754107) * (C_in + -0.40839836),0.009344488859022284,(C_in - 0.40839836)*((-0.027131276 - 0.064467125/(Area*V_in))*(-0.17077872*Area + sqrt(Distance + 4.7554045)) + 1.1754107),PySRFunction(X=>(C_in - 0.40839836)*((-0.027131276 - 0.064467125/(Area*V_in))*(-0.17077872*Area + sqrt(Distance + 4.7554045)) + 1.1754107))
18,23,0.7533765,(C_in - 0.28334546) * ((Area * 0.0037131796) + ((((-0.107614174 / (Area - square(-0.9685006 / V_in))) + -0.02691128) * sqrt(Distance)) + 1.2193289)),0.024741027595060083,(C_in - 0.28334546)*(0.0037131796*Area + sqrt(Distance)*(-0.02691128 - 0.107614174/(Area - 0.93799341220036/V_in**2)) + 1.2193289),PySRFunction(X=>(C_in - 0.28334546)*(0.0037131796*Area + sqrt(Distance)*(-0.02691128 - 0.107614174/(Area - 0.93799341220036/V_in**2)) + 1.2193289))
19,24,0.75337636,(C_in - square(0.531973)) * (((((-0.107614174 / (Area - square(-0.9685006 / V_in))) + -0.02691128) * sqrt(Distance)) + 1.2193289) + (Area * 0.0037131796)),1.8583007705097183e-07,(C_in - 0.282995272729)*(0.0037131796*Area + sqrt(Distance)*(-0.02691128 - 0.107614174/(Area - 0.93799341220036/V_in**2)) + 1.2193289),PySRFunction(X=>(C_in - 0.282995272729)*(0.0037131796*Area + sqrt(Distance)*(-0.02691128 - 0.107614174/(Area - 0.93799341220036/V_in**2)) + 1.2193289))
20,25,0.7173301,((C_in - 1.3655024) * ((((-0.04914241 / (Area - square(-1.070752 / V_in))) + -0.030567506) * sqrt(Distance)) + ((Area * 0.004912511) + 1.2037289))) + 0.9063854,0.04902879184300498,(C_in - 1.3655024)*(0.004912511*Area + sqrt(Distance)*(-0.030567506 - 0.04914241/(Area - 1.146509845504/V_in**2)) + 1.2037289) + 0.9063854,PySRFunction(X=>(C_in - 1.3655024)*(0.004912511*Area + sqrt(Distance)*(-0.030567506 - 0.04914241/(Area - 1.146509845504/V_in**2)) + 1.2037289) + 0.9063854)
