,Loss
0,78.01998133588081
1,67.5278463216479
2,66.87039165370815
3,66.92205528158534
4,66.79535311125844
5,66.69640540586138
6,66.60882103798505
7,66.22307342227256
8,66.37366619857279
9,66.50358323782616
10,66.12881162452628
11,66.56970373227611
12,66.05852434543812
13,66.18325322335336
14,66.27149973651882
15,66.02144824018332
16,65.93529489237113
17,66.00480688062734
18,66.32014268188883
19,65.91231962693364
20,66.11830220699972
21,65.90348517809281
22,66.26818026529064
23,65.96537745077099
24,66.18156569104072
25,65.96286841207748
26,65.69825605418508
27,65.97812322056781
28,65.85023834700624
29,65.93170484921191
30,66.00266415995493
31,65.82643905182736
32,65.80224045354667
33,65.53582501437366
34,66.01672009513344
35,65.80048942523118
36,66.08676720982521
37,65.79149767620598
38,66.03167381311368
39,65.73945398162058
40,65.80048983473137
41,65.43386626122259
42,65.728509158039
43,65.92929024557631
44,65.56664674266783
45,65.61556167747273
46,65.59780296656072
47,65.6952456402391
48,65.72252413071158
49,65.5349592049981
50,65.6974473379718
51,65.7018497638492
52,65.63592650124691
