,complexity,loss,equation,score,sympy_format,lambda_format
0,1,36.67485,5.6565948,0.0,5.65659480000000,PySRFunction(X=>5.65659480000000)
1,2,31.606428,sqrt(C_in),0.14873071641332525,sqrt(C_in),PySRFunction(X=>sqrt(C_in))
2,3,9.717111,C_in / 1.9870855,1.1794721655569596,C_in/1.9870855,PySRFunction(X=>C_in/1.9870855)
3,5,9.397226,exp(log(C_in) * 0.796827),0.016736906365162087,C_in**0.796827,PySRFunction(X=>C_in**0.796827)
4,6,9.274653,(sqrt(C_in) + C_in) * 0.4215617,0.01312934394580634,0.4215617*sqrt(C_in) + 0.4215617*C_in,PySRFunction(X=>0.4215617*sqrt(C_in) + 0.4215617*C_in)
5,7,1.1118169,(C_in / (Distance - -415.83817)) * 431.32358,2.1212896713973683,C_in*431.32358/(Distance - 1*(-415.83817)),PySRFunction(X=>C_in*431.32358/(Distance - 1*(-415.83817)))
6,9,0.88555545,((C_in * 390.34293) / (Distance + 384.92838)) - -0.6445539,0.11376786386421954,C_in*390.34293/(Distance + 384.92838) - 1*(-0.6445539),PySRFunction(X=>C_in*390.34293/(Distance + 384.92838) - 1*(-0.6445539))
7,10,0.83123934,(391.21603 / (Distance + 429.53885)) * (log(C_in) + C_in),0.06329730742336098,391.21603*(C_in + log(C_in))/(Distance + 429.53885),PySRFunction(X=>391.21603*(C_in + log(C_in))/(Distance + 429.53885))
8,11,0.7443697,(C_in + 0.9414081) * ((Area + 371.671) / (Distance + 408.66818)),0.1103799478106382,(Area + 371.671)*(C_in + 0.9414081)/(Distance + 408.66818),PySRFunction(X=>(Area + 371.671)*(C_in + 0.9414081)/(Distance + 408.66818))
9,12,0.6654042,((Area + 330.724) * (C_in + sqrt(C_in))) / (Distance + 430.86172),0.11214314445980421,(Area + 330.724)*(sqrt(C_in) + C_in)/(Distance + 430.86172),PySRFunction(X=>(Area + 330.724)*(sqrt(C_in) + C_in)/(Distance + 430.86172))
10,14,0.49026495,(2.7428038 + ((Area * 0.0042910315) + (log(Distance + 162.64474) * -0.37194327))) * C_in,0.15272435815007485,C_in*(0.0042910315*Area - 0.37194327*log(Distance + 162.64474) + 2.7428038),PySRFunction(X=>C_in*(0.0042910315*Area - 0.37194327*log(Distance + 162.64474) + 2.7428038))
11,16,0.38233954,(C_in * ((log(Distance + 172.89873) * -0.37920013) + ((Area * 0.0037887485) + 2.7942636))) + 0.46777442,0.12431844863729394,C_in*(0.0037887485*Area - 0.37920013*log(Distance + 172.89873) + 2.7942636) + 0.46777442,PySRFunction(X=>C_in*(0.0037887485*Area - 0.37920013*log(Distance + 172.89873) + 2.7942636) + 0.46777442)
12,18,0.35052797,((C_in - 1.1063694) * (((Area * 0.004081737) + 2.8632784) + (log(Distance + 162.64468) * -0.3926934))) + 1.0195719,0.04343427920321313,(C_in - 1.1063694)*(0.004081737*Area - 0.3926934*log(Distance + 162.64468) + 2.8632784) + 1.0195719,PySRFunction(X=>(C_in - 1.1063694)*(0.004081737*Area - 0.3926934*log(Distance + 162.64468) + 2.8632784) + 1.0195719)
13,19,0.33410674,C_in * ((C_in * -0.001757363) + (log(sqrt(19.989866 / ((Distance - (Area * 3.5466604)) + 478.65848))) + 2.4360664)),0.047979980816133236,C_in*(-0.001757363*C_in + log(4.47100279579425*sqrt(1/(-3.5466604*Area + Distance + 478.65848))) + 2.4360664),PySRFunction(X=>C_in*(-0.001757363*C_in + log(4.47100279579425*sqrt(1/(-3.5466604*Area + Distance + 478.65848))) + 2.4360664))
14,20,0.270609,C_in * ((log((17.871572 / sqrt((Distance + 411.59308) / 0.26146024)) - inv(Area)) + 1.8673004) + (C_in * -0.0017848319)),0.21078554815283632,C_in*(-0.0017848319*C_in + log(17.871572/sqrt(3.82467330405571*Distance + 1574.20906521007) - 1/Area) + 1.8673004),PySRFunction(X=>C_in*(-0.0017848319*C_in + log(17.871572/sqrt(3.82467330405571*Distance + 1574.20906521007) - 1/Area) + 1.8673004))
15,22,0.27024883,(C_in + -0.03266914) * ((log((17.871572 / sqrt((Distance + 411.59308) / 0.26146024)) - inv(Area)) + 1.8673004) + (C_in * -0.0017848319)),0.0006659237109309182,(C_in - 0.03266914)*(-0.0017848319*C_in + log(17.871572/sqrt(3.82467330405571*Distance + 1574.20906521007) - 1/Area) + 1.8673004),PySRFunction(X=>(C_in - 0.03266914)*(-0.0017848319*C_in + log(17.871572/sqrt(3.82467330405571*Distance + 1574.20906521007) - 1/Area) + 1.8673004))
16,23,0.26409853,((square(C_in) * -1.4678976e-5) + (log((17.76646 / sqrt((Distance + 273.6971) / (0.13447613 - inv(Area)))) + 0.023466744) + 1.9892845)) * C_in,0.023020873971107886,C_in*(-1.4678976e-5*C_in**2 + log(0.023466744 + 17.76646/sqrt((Distance + 273.6971)/(0.13447613 - 1/Area))) + 1.9892845),PySRFunction(X=>C_in*(-1.4678976e-5*C_in**2 + log(0.023466744 + 17.76646/sqrt((Distance + 273.6971)/(0.13447613 - 1/Area))) + 1.9892845))
17,24,0.23734702,(((log(17.782387 / sqrt((Distance + 273.69702) / (0.1428771 - inv(Area)))) + 2.0774717) + (-0.0014905382 * C_in)) * (C_in - 1.3136579)) - -0.86632895,0.1067989635937132,(C_in - 1.3136579)*(-0.0014905382*C_in + log(17.782387/sqrt((Distance + 273.69702)/(0.1428771 - 1/Area))) + 2.0774717) + 0.86632895,PySRFunction(X=>(C_in - 1.3136579)*(-0.0014905382*C_in + log(17.782387/sqrt((Distance + 273.69702)/(0.1428771 - 1/Area))) + 2.0774717) + 0.86632895)
18,25,0.23658945,((C_in - 1.3356662) * (log(17.782978 / sqrt((Distance + 273.6968) / (0.14133556 - inv(Area)))) + 2.089097)) + ((square(C_in) * -0.0015253928) - -0.86034924),0.00319692909566319,-0.0015253928*C_in**2 + (C_in - 1.3356662)*(log(17.782978/sqrt((Distance + 273.6968)/(0.14133556 - 1/Area))) + 2.089097) + 0.86034924,PySRFunction(X=>-0.0015253928*C_in**2 + (C_in - 1.3356662)*(log(17.782978/sqrt((Distance + 273.6968)/(0.14133556 - 1/Area))) + 2.089097) + 0.86034924)
