,complexity,loss,equation,score,sympy_format,lambda_format
0,1,41.710567,C_in,0.0,C_in,PySRFunction(X=>C_in)
1,3,15.956819,C_in * 0.6673501,0.48043412029957666,C_in*0.6673501,PySRFunction(X=>C_in*0.6673501)
2,5,15.751929,(C_in + 0.96907383) * 0.63956046,0.006461713708582917,(C_in + 0.96907383)*0.63956046,PySRFunction(X=>(C_in + 0.96907383)*0.63956046)
3,6,3.8128953,exp(Distance * -0.0009081518) * C_in,1.418574012158034,C_in*exp(Distance*(-0.0009081518)),PySRFunction(X=>C_in*exp(Distance*(-0.0009081518)))
4,7,3.2493966,C_in * ((Distance * -0.0007432458) + 1.0753248),0.15991950423854054,C_in*(1.0753248 + Distance*(-0.0007432458)),PySRFunction(X=>C_in*(1.0753248 + Distance*(-0.0007432458)))
5,8,2.5320063,(C_in * exp(Distance * -0.0011941356)) * 1.1893003,0.24945732513545446,C_in*exp(Distance*(-0.0011941356))*1.1893003,PySRFunction(X=>C_in*exp(Distance*(-0.0011941356))*1.1893003)
6,10,1.0884424,C_in * (exp((Distance / Area) * -0.06812142) - -0.25312683),0.422132154498118,C_in*(exp(Distance*(-0.06812142)/Area) - 1*(-0.25312683)),PySRFunction(X=>C_in*(exp(Distance*(-0.06812142)/Area) - 1*(-0.25312683)))
7,12,1.0375829,(exp((Distance * -0.06846825) / (Area + V_in)) - -0.25009277) * C_in,0.02392690494460331,C_in*(exp(Distance*(-0.06846825)/(Area + V_in)) - 1*(-0.25009277)),PySRFunction(X=>C_in*(exp(Distance*(-0.06846825)/(Area + V_in)) - 1*(-0.25009277)))
8,13,0.9813971,(exp(Distance * (-0.07223438 / (exp(V_in) + Area))) - -0.2552955) * C_in,0.0556719838380491,C_in*(exp(Distance*(-0.07223438)/(Area + exp(V_in))) - 1*(-0.2552955)),PySRFunction(X=>C_in*(exp(Distance*(-0.07223438)/(Area + exp(V_in))) - 1*(-0.2552955)))
9,14,0.88139707,C_in * exp(((Distance * -0.049931716) / (Area + (V_in * 11.2781515))) - -0.1998818),0.10746894054364123,C_in*exp(Distance*(-0.049931716)/(Area + V_in*11.2781515) - 1*(-0.1998818)),PySRFunction(X=>C_in*exp(Distance*(-0.049931716)/(Area + V_in*11.2781515) - 1*(-0.1998818)))
10,16,0.7868105,(square(((Distance * -0.031129621) / (Area + (V_in / 0.069875985))) + 0.94964445) - -0.3042913) * C_in,0.05676039826195498,C_in*((Distance*(-0.031129621)/(Area + V_in/0.069875985) + 0.94964445)**2 - 1*(-0.3042913)),PySRFunction(X=>C_in*((Distance*(-0.031129621)/(Area + V_in/0.069875985) + 0.94964445)**2 - 1*(-0.3042913)))
11,18,0.7066913,(square((-0.032168843 * (Distance / ((V_in / 0.06662782) + Area))) + 0.97146565) - -0.30581215) * (C_in - 0.492751),0.053696747370307885,(C_in - 1*0.492751)*((-0.032168843*Distance/(Area + V_in/0.06662782) + 0.97146565)**2 - 1*(-0.30581215)),PySRFunction(X=>(C_in - 1*0.492751)*((-0.032168843*Distance/(Area + V_in/0.06662782) + 0.97146565)**2 - 1*(-0.30581215)))
12,20,0.67051256,C_in * (square((((Distance / ((Area + (V_in / 0.04056327)) * 1.8749449)) + V_in) * -0.065360785) + 0.99799913) - -0.29599547),0.026275751022674494,C_in*((0.99799913 + (Distance/(((Area + V_in/0.04056327)*1.8749449)) + V_in)*(-0.065360785))**2 - 1*(-0.29599547)),PySRFunction(X=>C_in*((0.99799913 + (Distance/(((Area + V_in/0.04056327)*1.8749449)) + V_in)*(-0.065360785))**2 - 1*(-0.29599547)))
13,22,0.6605921,(C_in - 0.23162133) * (square((((Distance / (((V_in / 0.040592562) + Area) * 1.7315668)) + V_in) * -0.060285293) + 0.9994027) - -0.29753342),0.007452940387875418,(C_in - 1*0.23162133)*((0.9994027 + (Distance/(((Area + V_in/0.040592562)*1.7315668)) + V_in)*(-0.060285293))**2 - 1*(-0.29753342)),PySRFunction(X=>(C_in - 1*0.23162133)*((0.9994027 + (Distance/(((Area + V_in/0.040592562)*1.7315668)) + V_in)*(-0.060285293))**2 - 1*(-0.29753342)))
14,24,0.65863484,0.14532305 + ((C_in - 0.3975953) * (square((((Distance / ((1.5955393 * Area) + (V_in / 0.029161703))) + V_in) * -0.05386194) + 0.9928568) - -0.30206332)),0.001483642712832914,(C_in - 1*0.3975953)*((0.9928568 + (Distance/(1.5955393*Area + V_in/0.029161703) + V_in)*(-0.05386194))**2 - 1*(-0.30206332)) + 0.14532305,PySRFunction(X=>(C_in - 1*0.3975953)*((0.9928568 + (Distance/(1.5955393*Area + V_in/0.029161703) + V_in)*(-0.05386194))**2 - 1*(-0.30206332)) + 0.14532305)
